rank,id,player,team,pos,Targets,Receptions,ReceivingYards,ReceivingTDs,AverageCushion,TargetSeparation,TrueCatchRate,ContestedTargets,ContestedCatches,ReceiverContestedCatchRate,YardsPerReception,YardsPerTarget,YardsPerRouteRun,Drops,DropRate
72,24173,Michael Wilson,ARI,WR,58,38,565,3,5.4,1.6,95.0,19,8,0.4,14.9,9.7,1.4,0.0,0.0
73,23253,Dontayvion Wicks,GB,WR,58,39,581,4,5.5,1.8,92.8,10,4,0.4,14.9,10.0,2.1,2.0,3.4
74,19867,Michael Gallup,DAL,WR,57,34,418,2,4.9,1.3,77.3,16,5,0.3,12.3,7.3,1.1,4.0,7.0
75,22623,Rashod Bateman,BAL,WR,56,32,367,1,4.9,1.1,91.4,14,7,0.5,11.5,6.5,1.1,2.0,3.6
76,19318,Kendrick Bourne,NE,WR,55,37,406,4,6.3,1.9,88.1,6,2,0.3,11.0,7.4,1.8,1.0,1.8
77,16775,DeVante Parker,NE,WR,55,33,394,0,5.0,1.2,86.8,26,14,0.5,11.9,7.2,1.2,4.0,7.3
78,19080,Noah Brown,HOU,WR,55,33,567,2,6.5,1.6,80.5,12,2,0.2,17.2,10.3,2.0,3.0,5.5
79,19922,Justin Watson,KC,WR,53,27,460,3,5.4,1.3,75.0,14,7,0.5,17.0,8.7,1.4,5.0,9.4
80,23395,Christian Watson,GB,WR,53,28,422,5,5.1,1.2,90.3,16,5,0.3,15.1,8.0,1.6,0.0,0.0
81,16263,Allen Robinson II,PIT,WR,49,34,280,0,5.0,1.6,100.0,9,3,0.3,8.2,5.7,0.7,0.0,0.0
82,20145,Allen Lazard,NYJ,WR,49,23,311,1,5.4,1.1,67.6,19,6,0.3,13.5,6.3,0.7,1.0,2.0
83,18883,JuJu Smith-Schuster,NE,WR,47,29,260,1,6.2,1.4,85.3,16,8,0.5,9.0,5.5,1.1,2.0,4.2
84,16781,Nelson Agholor,BAL,WR,45,35,381,4,5.0,1.8,94.6,4,2,0.5,10.9,8.5,1.1,2.0,4.4
85,23227,Khalil Shakir,BUF,WR,45,39,611,2,4.7,2.0,90.7,4,2,0.5,15.7,13.6,1.9,1.0,2.2
86,21734,Nick Westbrook-Ikhine,TEN,WR,45,28,370,3,8.0,1.8,80.0,11,4,0.4,13.2,8.2,1.2,1.0,2.2
87,24348,Cedric Tillman,CLE,WR,44,21,224,0,5.1,0.7,87.5,5,2,0.4,10.7,5.1,0.7,2.0,4.5
88,20487,Brandon Powell,MIN,WR,44,29,324,1,4.7,1.5,93.5,7,2,0.3,11.2,7.4,1.2,1.0,2.3
89,18422,Kalif Raymond,DET,WR,44,35,489,1,5.1,2.3,94.6,2,2,1.0,14.0,11.1,2.1,1.0,2.3
90,21739,Van Jefferson,ATL,WR,43,20,209,0,6.4,1.2,90.9,11,6,0.5,10.4,4.9,0.6,3.0,7.0
91,19976,Marquez Valdes-Scantling,KC,WR,42,21,315,1,5.4,2.0,77.8,5,1,0.2,15.0,7.5,0.7,2.0,4.8
92,23234,Jameson Williams,DET,WR,41,24,354,2,5.8,1.7,85.7,8,6,0.8,14.8,8.6,1.5,4.0,9.8
93,21071,Greg Dortch,ARI,WR,41,24,280,2,6.0,2.1,100.0,9,3,0.3,11.7,6.8,1.2,0.0,0.0
94,24125,Jalin Hyatt,NYG,WR,40,23,373,0,6.8,1.4,88.5,13,3,0.2,16.2,9.3,1.0,4.0,10.0
95,18047,Demarcus Robinson,LAR,WR,39,26,371,4,4.4,1.8,96.3,7,4,0.6,14.3,9.5,1.9,2.0,5.1
96,24472,Xavier Gipson,NYJ,WR,38,21,229,0,4.7,1.5,84.0,5,1,0.2,10.9,6.0,0.7,1.0,2.6
97,22614,Kadarius Toney,KC,WR,38,27,169,1,4.4,2.6,79.4,3,2,0.7,6.2,4.4,1.2,5.0,13.2
98,20013,Cedrick Wilson Jr.,MIA,WR,38,22,296,3,4.4,1.3,100.0,10,6,0.6,13.4,7.8,1.1,0.0,0.0
99,23168,Skyy Moore,KC,WR,38,21,244,1,5.0,2.1,84.0,7,1,0.1,11.6,6.4,0.9,1.0,2.6
100,20924,Hunter Renfrow,LV,WR,37,25,255,0,4.3,2.1,83.3,5,1,0.2,10.2,6.9,1.0,1.0,2.7
101,22597,Jalen Tolbert,DAL,WR,36,22,268,2,5.1,1.2,95.7,8,4,0.5,12.2,7.4,1.1,1.0,2.8
102,18030,Chris Moore,TEN,WR,35,22,424,0,8.2,1.2,81.5,10,6,0.6,19.3,12.1,1.5,2.0,5.7
103,24177,Tre Tucker,LV,WR,34,19,331,2,5.3,1.7,82.6,4,1,0.2,17.4,9.7,1.6,2.0,5.9
104,21717,Jauan Jennings,SF,WR,33,19,265,1,4.8,1.5,86.4,8,2,0.2,13.9,8.0,1.2,0.0,0.0
105,21760,Isaiah Hodgins,NYG,WR,33,21,230,3,6.8,1.4,84.0,11,3,0.3,10.9,7.0,0.8,0.0,0.0
106,22685,Terrace Marshall Jr.,CAR,WR,33,19,139,0,5.1,1.5,90.5,5,1,0.2,7.3,4.2,0.7,1.0,3.0
107,20038,Braxton Berrios,MIA,WR,33,27,238,1,4.1,1.8,103.8,9,5,0.6,8.8,7.2,0.7,0.0,0.0
108,23165,Marvin Mims Jr.,DEN,WR,33,22,377,1,5.2,2.1,88.0,6,2,0.3,17.1,11.4,1.5,1.0,3.0
109,21263,Trenton Irwin,CIN,WR,32,25,316,1,5.1,2.0,92.6,5,1,0.2,12.6,9.9,1.2,0.0,0.0
110,24220,Tyler Scott,CHI,WR,32,17,168,0,5.7,1.7,73.9,8,1,0.1,9.9,5.2,0.7,3.0,9.4
111,22566,Calvin Austin III,PIT,WR,30,17,180,1,6.0,2.1,94.4,5,2,0.4,10.6,6.0,0.8,0.0,0.0
112,19023,Mack Hollins,ATL,WR,30,18,251,0,7.2,1.3,90.0,5,3,0.6,13.9,8.4,1.6,2.0,6.7
113,23160,John Metchie III,HOU,WR,30,16,158,0,6.4,2.2,94.1,5,0,0.0,9.9,5.3,0.9,1.0,3.3
114,23119,Treylon Burks,TEN,WR,30,16,221,0,8.0,1.5,76.2,7,3,0.4,13.8,7.4,0.9,1.0,3.3
115,23763,Brandon Johnson,DEN,WR,30,19,284,4,5.9,1.9,86.4,9,4,0.4,14.9,9.5,1.4,1.0,3.3
116,18197,Alex Erickson,LAC,WR,29,16,232,1,4.5,1.4,100.0,4,2,0.5,14.5,8.0,1.4,1.0,3.4
117,21005,Parris Campbell,NYG,WR,27,20,104,0,6.6,2.1,83.3,3,2,0.7,5.2,3.9,0.7,3.0,11.1
118,18914,Mike Williams,LAC,WR,26,19,249,1,6.3,1.4,100.0,8,5,0.6,13.1,9.6,2.5,0.0,0.0
119,24339,Jake Bobo,SEA,WR,25,19,196,2,6.8,2.0,95.0,7,4,0.6,10.3,7.8,1.4,0.0,0.0
120,24119,Andrei Iosivas,CIN,WR,25,15,116,4,5.3,1.5,83.3,5,2,0.4,7.7,4.6,0.8,3.0,12.0
121,23746,Deven Thompkins,TB,WR,25,17,83,1,6.1,2.4,94.4,5,1,0.2,4.9,3.3,0.7,1.0,4.0
122,21754,Donovan Peoples-Jones,DET,WR,25,13,155,0,5.2,1.5,92.8,2,2,1.0,11.9,6.2,0.6,0.0,0.0
123,20788,Mecole Hardman Jr.,KC,WR,24,15,124,0,5.0,2.6,83.3,2,0,0.0,8.3,5.2,1.3,3.0,12.5
124,23482,Bo Melton,GB,WR,24,16,218,1,5.6,1.8,94.1,7,2,0.3,13.6,9.1,2.8,0.0,0.0
125,21686,Jalen Reagor,NE,WR,24,7,138,0,4.8,0.5,77.8,6,1,0.2,19.7,5.8,0.7,1.0,4.2
126,24362,Malik Heath,GB,WR,24,15,125,1,5.8,1.6,78.9,8,4,0.5,8.3,5.2,1.1,2.0,8.3
127,20679,KhaDarel Hodge,ATL,WR,23,14,232,0,7.4,1.3,93.3,2,1,0.5,16.6,10.1,1.3,1.0,4.3
128,23148,David Bell,CLE,WR,23,14,167,3,5.3,1.7,87.5,2,2,1.0,11.9,7.3,1.3,1.0,4.3
129,23469,Tyquan Thornton,NE,WR,23,13,91,0,6.0,1.7,86.7,4,1,0.2,7.0,4.0,0.7,1.0,4.3
130,22686,Dyami Brown,WAS,WR,23,12,168,1,5.7,1.9,75.0,6,2,0.3,14.0,7.3,1.1,1.0,4.3
131,20150,Byron Pringle,WAS,WR,22,14,161,0,5.5,2.0,100.0,2,1,0.5,11.5,7.3,1.6,1.0,4.5
132,20081,Trent Sherfield Sr.,BUF,WR,22,11,86,1,5.4,1.2,91.7,8,4,0.5,7.8,3.9,0.5,1.0,4.5
133,23463,Kyle Philips,TEN,WR,22,15,181,0,5.5,2.4,93.8,2,0,0.0,12.1,8.2,1.7,1.0,4.5
134,17961,Sterling Shepard,NYG,WR,22,10,57,1,7.1,1.7,71.4,3,0,0.0,5.7,2.6,0.7,2.0,9.1
135,21752,Chase Claypool,MIA,WR,21,8,77,1,5.3,1.6,72.7,5,0,0.0,9.6,3.7,0.7,2.0,9.5
136,21957,Quez Watkins,PHI,WR,21,15,142,1,5.2,1.9,100.0,7,4,0.6,9.5,6.8,0.8,0.0,0.0
137,21448,Jalen Guyton,LAC,WR,21,10,89,1,5.0,1.2,76.9,4,1,0.2,8.9,4.2,0.5,2.0,9.5
138,24143,Parker Washington,JAX,WR,21,16,132,2,4.2,1.4,106.7,2,1,0.5,8.2,6.3,0.7,0.0,0.0
139,21163,Deonte Harty,BUF,WR,21,15,150,1,4.8,1.9,100.0,2,1,0.5,10.0,7.1,1.5,0.0,0.0
140,21142,Olamide Zaccheaus,PHI,WR,20,10,164,2,4.8,1.4,90.9,3,2,0.7,16.4,8.2,0.6,1.0,5.0
141,19044,Jamal Agnew,JAX,WR,20,14,225,1,5.0,1.7,100.0,5,3,0.6,16.1,11.2,1.6,0.0,0.0
142,16866,Jamison Crowder,WAS,WR,20,16,159,1,5.1,2.1,94.1,3,2,0.7,9.9,8.0,1.9,1.0,5.0
143,24347,Xavier Hutchinson,HOU,WR,19,8,90,0,6.3,0.9,88.9,8,1,0.1,11.2,4.7,0.6,0.0,0.0
144,13291,Julio Jones,PHI,WR,19,11,74,3,4.7,1.1,91.7,5,3,0.6,6.7,3.9,0.5,1.0,5.3
145,20816,Lil'Jordan Humphrey,DEN,WR,19,13,162,3,5.2,1.6,86.7,3,2,0.7,12.5,8.5,0.8,1.0,5.3
146,22892,Tim Jones,JAX,WR,18,11,83,0,5.3,1.5,91.7,3,1,0.3,7.5,4.6,0.4,0.0,0.0
147,24068,KaVontae Turpin,DAL,WR,18,12,127,3,5.9,2.7,80.0,2,1,0.5,10.6,7.0,1.6,3.0,16.7
148,24349,A.T. Perry,NO,WR,18,12,246,4,5.1,1.3,92.3,8,5,0.6,20.5,13.7,1.2,0.0,0.0
149,23634,Samori Toure,GB,WR,18,8,78,0,5.3,1.2,66.7,6,1,0.2,9.8,4.3,1.0,1.0,5.5
150,13227,Randall Cobb,NYJ,WR,17,5,39,1,5.5,1.2,55.5,5,1,0.2,7.8,2.3,0.3,2.0,11.8
151,24121,Derius Davis,LAC,WR,17,15,66,0,4.6,3.4,93.8,1,0,0.0,4.4,3.9,1.0,0.0,0.0
152,21743,Lynn Bowden Jr.,NO,WR,16,11,83,0,4.5,2.5,84.6,1,0,0.0,7.5,5.2,0.7,2.0,12.5
153,21138,Scotty Miller,ATL,WR,16,11,161,2,6.8,1.9,110.0,5,2,0.4,14.6,10.1,1.3,0.0,0.0
154,19172,Zach Pascal,ARI,WR,15,4,19,0,5.3,1.3,66.7,3,0,0.0,4.8,1.3,0.2,1.0,6.7
155,19961,Ray-Ray McCloud,SF,WR,15,12,135,0,5.9,3.1,92.3,2,2,1.0,11.2,9.0,1.2,1.0,6.7
156,19043,Isaiah McKenzie,IND,WR,14,11,82,0,5.6,2.9,84.6,1,0,0.0,7.5,5.8,1.6,1.0,7.1
157,20077,Richie James,KC,WR,14,10,114,0,4.4,2.3,83.3,3,1,0.3,11.4,8.1,1.2,0.0,0.0
158,14865,Marquise Goodwin,CLE,WR,13,4,67,0,5.9,1.1,50.0,3,0,0.0,16.8,5.2,0.9,0.0,0.0
159,22627,Ronnie Bell,SF,WR,13,6,68,3,5.8,1.4,100.0,4,1,0.2,11.3,5.2,1.0,0.0,0.0
160,21072,Keelan Doss,LAC,WR,13,6,33,0,5.0,1.4,75.0,5,1,0.2,5.5,2.5,0.6,2.0,15.4
161,22590,Ben Skowronek,LAR,WR,12,8,66,1,5.8,2.0,100.0,0,0,,8.2,5.5,0.8,0.0,0.0
162,19755,River Cracraft,MIA,WR,12,9,121,1,4.6,1.5,90.0,2,0,0.0,13.4,10.1,1.6,0.0,0.0
163,23163,Justyn Ross,KC,WR,11,6,53,0,5.1,2.0,66.7,2,0,0.0,8.8,4.8,0.7,1.0,9.1
164,22595,Ihmir Smith-Marsette,CAR,WR,10,8,51,0,5.5,3.1,88.9,0,0,,6.4,5.1,1.0,1.0,10.0
165,21697,Laviska Shenault Jr.,CAR,WR,10,10,60,0,4.0,3.1,111.1,0,0,,6.0,6.0,1.4,0.0,0.0
166,16855,Ty Montgomery II,NE,WR,10,4,23,0,,1.2,,,,,5.8,2.3,0.9,1.0,10.0
167,23166,Rakim Jarrett,TB,WR,9,4,60,0,7.5,1.6,80.0,1,1,1.0,15.0,6.7,1.2,0.0,0.0
168,24122,Charlie Jones,CIN,WR,9,7,64,0,5.0,3.0,100.0,0,0,,9.1,7.1,2.5,0.0,0.0
169,21721,Devin Duvernay,BAL,WR,9,4,18,0,4.4,1.0,57.1,3,0,0.0,4.5,2.0,0.3,1.0,11.1
170,20071,Keith Kirkwood,NO,WR,9,5,37,1,5.4,1.1,125.0,1,0,0.0,7.4,4.1,0.6,0.0,0.0
171,24345,Jason Brownlee,NYJ,WR,8,5,56,1,5.7,1.0,100.0,1,0,0.0,11.2,7.0,0.3,0.0,0.0
172,21473,D.J. Montgomery,IND,WR,8,3,56,1,4.7,1.5,60.0,2,1,0.5,18.7,7.0,1.0,1.0,12.5
173,23481,Velus Jones Jr.,CHI,WR,7,4,20,0,5.5,2.0,66.7,0,0,,5.0,2.9,0.4,2.0,28.6
174,22973,Austin Trammell,LAR,WR,7,4,29,0,5.5,2.6,100.0,0,0,,7.2,4.1,0.8,0.0,0.0
175,19120,David Moore,TB,WR,7,5,94,1,6.1,2.4,100.0,0,0,,18.8,13.4,2.2,0.0,0.0
176,23121,Kayshon Boutte,NE,WR,7,2,19,0,5.5,1.0,40.0,1,0,0.0,9.5,2.7,0.2,0.0,0.0
177,17218,DeAndre Carter,LV,WR,7,4,39,0,5.0,3.3,80.0,0,0,,9.8,5.6,0.9,1.0,14.3
178,18187,Robbie Chosen,MIA,WR,6,4,126,1,5.6,1.7,133.3,0,0,,31.5,21.0,2.0,0.0,0.0
179,23368,Jalen Nailor,MIN,WR,6,3,29,0,5.4,2.3,75.0,1,0,0.0,9.7,4.8,0.6,1.0,16.7
180,20398,Equanimeous St. Brown,CHI,WR,6,5,62,0,5.4,1.0,100.0,1,1,1.0,12.4,10.3,0.6,0.0,0.0
181,24397,Jalen Brooks,DAL,WR,6,6,64,0,6.3,2.8,100.0,0,0,,10.7,10.7,2.0,0.0,0.0
182,23302,Britain Covey,PHI,WR,6,4,42,0,3.4,2.2,100.0,1,0,0.0,10.5,7.0,1.2,0.0,0.0
183,16837,Chris Conley,SF,WR,6,3,69,0,4.8,2.3,75.0,0,0,,23.0,11.5,1.4,2.0,33.3
184,21723,James Proche II,CLE,WR,5,0,0,0,3.8,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0
185,21725,Trishton Jackson,MIN,WR,4,2,9,0,3.9,1.8,50.0,2,0,0.0,4.5,2.2,0.2,0.0,0.0
186,21169,Malik Taylor,NYJ,WR,4,2,13,0,6.7,1.2,100.0,1,0,0.0,6.5,3.2,0.3,0.0,0.0
187,21037,Miles Boykin,PIT,WR,4,3,17,0,5.8,1.2,100.0,3,1,0.3,5.7,4.2,0.5,0.0,0.0
188,21400,Steven Sims,HOU,WR,3,3,25,0,6.7,5.0,100.0,0,0,,8.3,8.3,4.2,0.0,0.0
189,17914,Laquon Treadwell,BAL,WR,3,1,16,0,4.9,1.0,50.0,1,1,1.0,16.0,5.3,0.4,1.0,33.3
190,16790,Phillip Dorsett,DEN,WR,3,0,0,0,7.3,0.0,0.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0
191,16141,Willie Snead IV,SF,WR,3,2,14,0,4.9,1.0,100.0,0,0,,7.0,4.7,0.6,0.0,0.0
192,22620,Mike Strachan,CAR,WR,3,1,45,0,6.2,0.3,100.0,1,0,0.0,45.0,15.0,1.7,0.0,0.0
193,21675,Tyler Johnson,LAR,WR,3,2,8,1,0.0,0.0,0.0,0,0,,4.0,2.7,0.0,0.0,0.0
194,24293,Antoine Green,DET,WR,2,1,2,0,4.9,1.0,100.0,1,0,0.0,2.0,1.0,0.0,0.0,0.0
195,22604,Tylan Wallace,BAL,WR,2,1,11,0,5.9,0.5,100.0,0,0,,11.0,5.5,0.4,0.0,0.0
196,22645,Simi Fehoko,LAC,WR,2,1,9,1,4.8,2.5,50.0,0,0,,9.0,4.5,1.1,1.0,50.0
197,19064,Trent Taylor,CHI,WR,2,0,0,0,4.9,2.5,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
198,24494,Colton Dowell,TEN,WR,2,1,3,0,9.8,1.5,100.0,0,0,,3.0,1.5,0.1,0.0,0.0
199,17141,Damiere Byrd,ATL,WR,2,0,0,0,7.5,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0
200,23962,Irvin Charles,NYJ,WR,1,0,0,0,7.3,1.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0
