rank,id,player,team,pos,gp,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,def_sck,def_int,fum_forced,fum_recovered,fpts_ppr_per_gp,fpts_ppr
46,21045,Marquise Brown,BAL,WR,14,0,0,0,0,0,46,584,7,0,0,0,0,10.5,146.4
47,17048,Tyrell Williams,LV,WR,14,0,0,0,0,0,42,651,6,0,0,0,0,10.2,143.1
48,17961,Sterling Shepard,NYG,WR,10,0,0,0,72,0,57,576,3,0,0,0,0,14.2,141.8
49,9906,Danny Amendola,DET,WR,15,19,1,0,0,0,62,678,1,0,0,0,0,9.4,140.6
50,16003,Sammy Watkins,KC,WR,14,0,0,0,12,0,52,673,3,0,0,0,0,9.9,138.5
51,16787,Breshad Perriman,TB,WR,14,0,0,0,16,0,36,645,6,0,0,0,0,9.9,138.1
52,19172,Zach Pascal,IND,WR,16,0,0,0,16,0,41,607,5,0,0,0,0,8.5,135.3
53,17916,William Fuller V,HOU,WR,11,0,0,0,0,0,49,670,3,0,0,0,0,12.2,134.0
54,20924,Hunter Renfrow,LV,WR,13,0,0,0,0,0,49,605,4,0,0,0,0,10.3,133.5
55,19865,James Washington,PIT,WR,15,0,0,0,0,0,44,735,3,0,0,0,0,8.9,133.5
56,19864,Anthony Miller,CHI,WR,16,0,0,0,-1,0,52,656,2,0,0,0,0,8.0,127.5
57,14005,T.Y. Hilton,IND,WR,10,0,0,0,0,0,45,501,5,0,0,0,0,12.5,125.1
58,13878,Mohamed Sanu,NE,WR,15,0,0,0,11,0,59,520,2,0,0,0,0,8.3,124.1
59,14187,Alshon Jeffery,PHI,WR,10,0,0,0,2,1,43,490,4,0,0,0,0,12.2,122.2
60,15196,Kenny Stills,HOU,WR,13,0,0,0,0,0,40,561,4,0,0,0,0,9.2,120.1
61,16568,Brandin Cooks,LAR,WR,14,0,0,0,52,0,42,583,2,0,0,0,0,8.4,117.5
62,18879,Corey Davis,TEN,WR,15,0,0,0,0,0,43,601,2,0,0,0,0,7.7,115.1
63,15534,Adam Thielen,MIN,WR,10,0,0,0,6,1,30,418,6,0,0,0,0,11.4,114.4
64,20788,Mecole Hardman Jr.,KC,WR,16,0,0,0,17,0,26,538,6,0,0,0,0,7.1,113.5
65,18883,JuJu Smith-Schuster,PIT,WR,12,0,0,0,0,0,42,552,3,0,0,0,0,9.4,113.2
66,21400,Steven Sims,WAS,WR,16,0,0,0,85,1,34,310,4,0,0,0,0,6.5,103.5
67,20145,Allen Lazard,GB,WR,12,0,0,0,21,0,35,477,3,0,0,0,0,8.6,102.8
68,20057,Auden Tate,CIN,WR,12,0,0,0,0,0,40,575,1,0,0,0,0,8.5,101.5
69,18047,Demarcus Robinson,KC,WR,16,0,0,0,0,0,32,449,4,0,0,0,0,6.3,100.9
70,16790,Phillip Dorsett,NE,WR,14,0,0,0,21,0,29,397,5,0,0,0,0,7.2,100.8
71,20006,Russell Gage,ATL,WR,16,0,0,0,12,0,49,446,1,0,0,0,0,6.2,98.8
72,19318,Kendrick Bourne,SF,WR,16,0,0,0,0,0,30,358,5,0,0,0,0,6.1,97.8
73,18197,Alex Erickson,CIN,WR,16,26,0,0,33,0,43,529,0,0,0,0,0,6.0,96.2
74,16141,Willie Snead IV,BAL,WR,16,0,0,0,2,0,31,339,5,0,0,0,0,5.9,95.1
75,18881,John Ross,CIN,WR,8,0,0,0,4,0,28,506,3,0,0,0,0,11.9,95.0
76,16781,Nelson Agholor,PHI,WR,11,0,0,0,7,0,39,363,3,0,0,0,0,8.5,94.0
77,20988,Preston Williams,MIA,WR,8,0,0,0,0,0,32,428,3,0,0,0,0,11.3,90.8
78,16129,Taylor Gabriel,CHI,WR,9,0,0,0,20,0,29,353,4,0,0,0,0,10.0,90.3
79,16308,Albert Wilson,MIA,WR,13,20,0,0,45,0,43,351,1,0,0,0,0,6.9,89.4
80,17290,Adam Humphries,TEN,WR,12,0,0,0,1,0,37,374,2,0,0,0,0,7.2,86.5
81,12109,Ted Ginn Jr.,NO,WR,16,0,0,0,18,0,30,421,2,0,0,0,0,5.4,85.9
82,11197,Demaryius Thomas,NYJ,WR,11,0,0,0,0,0,36,433,1,0,0,0,0,7.8,85.3
83,19976,Marquez Valdes-Scantling,GB,WR,16,0,0,0,9,0,26,452,2,0,0,0,0,5.3,84.1
84,16253,Allen Hurns,MIA,WR,14,0,0,0,0,0,32,416,2,0,0,0,0,6.0,83.6
85,18058,Tajae Sharpe,TEN,WR,15,0,0,0,0,0,25,329,4,0,0,0,0,5.5,81.9
86,20836,Bisi Johnson,MIN,WR,16,0,0,0,6,0,31,294,3,0,0,0,0,4.9,79.0
87,19514,Keelan Cole Sr.,JAX,WR,16,0,0,0,6,0,24,361,3,0,0,0,0,4.9,78.7
88,18269,Geronimo Allison,GB,WR,16,0,0,0,7,0,34,287,2,0,0,0,0,4.7,75.4
89,14587,Josh Gordon,SEA,WR,11,0,0,1,1,0,27,426,1,0,0,0,0,6.7,73.7
90,17141,Damiere Byrd,ARI,WR,11,0,0,0,0,0,32,359,1,0,0,0,0,6.5,71.9
91,19897,Tre'Quan Smith,NO,WR,11,0,0,0,0,0,18,234,5,0,0,0,0,6.5,71.4
92,20789,Kelvin Harmon,WAS,WR,16,11,0,0,0,0,30,365,0,0,0,0,0,4.2,66.9
93,16278,Cody Latimer,NYG,WR,15,0,0,0,0,0,24,300,2,0,0,0,0,4.4,66.0
94,16694,Paul Richardson,WAS,WR,10,0,0,0,0,0,28,245,2,0,0,0,0,6.5,64.5
95,19916,DaeSean Hamilton,DEN,WR,16,0,0,0,0,0,28,297,1,0,0,0,0,4.0,63.7
96,19043,Isaiah McKenzie,BUF,WR,14,0,0,0,49,0,27,254,1,0,0,0,0,4.5,63.3
97,19017,Josh Reynolds,LAR,WR,16,0,0,0,23,0,21,326,1,0,0,0,0,3.9,61.9
98,20876,Jakobi Meyers,NE,WR,15,0,0,0,0,0,26,359,0,0,0,0,0,4.1,61.9
99,16326,Seth Roberts,BAL,WR,16,0,0,0,0,0,21,271,2,0,0,0,0,3.8,60.1
100,19705,Greg Ward,PHI,WR,6,0,0,0,5,0,28,254,1,0,0,0,0,10.0,59.9
101,19120,David Moore,SEA,WR,14,0,0,0,25,0,17,301,2,0,0,0,0,4.3,59.6
102,14465,Jarius Wright,CAR,WR,16,0,0,0,-7,0,28,296,0,0,0,0,0,3.6,56.9
103,18209,Marcus Johnson,IND,WR,8,0,0,0,0,0,17,277,2,0,0,0,0,7.1,56.7
104,18039,Pharoh Cooper,ARI,WR,13,0,0,0,2,0,25,243,1,0,0,0,0,4.3,55.5
105,19937,Keke Coutee,HOU,WR,9,0,0,0,14,1,22,254,0,0,0,0,0,5.9,52.8
106,20079,Trey Quinn,WAS,WR,12,0,0,0,0,0,26,198,1,0,0,0,0,4.3,51.8
107,21037,Miles Boykin,BAL,WR,16,0,0,0,0,0,13,198,3,0,0,0,0,3.2,50.8
108,18926,Zay Jones,LV,WR,15,0,0,0,3,0,27,216,0,0,0,0,0,3.3,48.9
109,20295,Vyncint Smith,NYJ,WR,13,0,0,0,52,1,17,225,0,0,0,0,0,3.7,48.7
110,19098,Isaiah Ford,MIA,WR,8,0,0,0,11,0,23,244,0,0,0,0,0,6.1,48.5
111,15509,Jaron Brown,SEA,WR,14,0,0,0,0,0,16,220,2,0,0,0,0,3.4,48.0
112,15215,Tavon Austin,DAL,WR,14,0,0,0,47,1,13,177,1,0,0,0,0,3.4,47.4
113,16276,Bennie Fowler,NYG,WR,8,0,0,0,20,0,23,193,0,0,0,0,0,5.8,46.3
114,20835,KeeSean Johnson,ARI,WR,10,0,0,0,3,0,21,187,1,0,0,0,0,4.6,46.0
115,18361,Chester Rogers,IND,WR,12,0,0,0,18,0,16,179,2,0,0,0,0,3.8,45.7
116,20684,Malik Turner,SEA,WR,14,0,0,0,0,0,15,245,1,0,0,0,0,3.2,45.5
117,19922,Justin Watson,TB,WR,16,0,0,0,0,0,15,159,2,0,0,0,0,2.7,42.9
118,20011,Javon Wims,CHI,WR,16,0,0,0,0,0,18,186,1,0,0,0,0,2.7,42.6
119,21138,Scotty Miller,TB,WR,10,0,0,0,16,0,13,200,1,0,0,0,0,4.1,40.6
120,18103,Jakeem Grant Sr.,MIA,WR,10,0,0,0,5,1,19,164,0,0,0,0,0,4.0,39.9
121,17289,Jake Kumerow,GB,WR,14,0,0,0,0,0,12,219,1,0,0,0,0,2.9,39.9
122,18717,Marvin Hall,DET,WR,9,0,0,0,7,0,7,261,1,0,0,0,0,4.4,39.8
123,20792,N'Keal Harry,NE,WR,7,0,0,0,49,0,12,105,2,0,0,0,0,5.6,39.4
124,16868,Justin Hardy,ATL,WR,16,0,0,0,0,0,19,195,0,0,0,0,0,2.4,38.5
125,14865,Marquise Goodwin,SF,WR,9,0,0,0,15,0,12,186,1,0,0,0,0,4.2,38.1
126,21005,Parris Campbell,IND,WR,7,0,0,0,34,0,18,127,1,0,0,0,0,5.4,38.1
127,19969,Damion Ratley,CLE,WR,13,0,0,0,0,0,12,200,1,0,0,0,0,2.9,38.0
128,19207,Tim Patrick,DEN,WR,8,0,0,0,0,0,16,218,0,0,0,0,0,4.7,37.8
129,3943,DeSean Jackson,PHI,WR,3,0,0,0,0,0,9,159,2,0,0,0,0,12.3,36.9
130,20820,Andy Isabella,ARI,WR,15,0,0,0,15,0,9,189,1,0,0,0,0,2.4,35.4
131,20150,Byron Pringle,KC,WR,16,0,0,0,0,0,12,170,1,0,0,0,0,2.2,35.0
132,18666,Duke Williams,BUF,WR,4,0,0,0,0,0,12,166,1,0,0,0,0,8.7,34.6
133,19854,Dante Pettis,SF,WR,11,16,0,0,0,0,11,109,2,0,0,0,0,3.1,34.5
134,17914,Laquon Treadwell,MIN,WR,13,0,0,0,0,0,9,184,1,0,0,0,0,2.6,33.4
135,20742,J.J. Arcega-Whiteside,PHI,WR,16,0,0,0,0,0,10,169,1,0,0,0,0,2.1,32.9
136,16728,Dontrelle Inman,IND,WR,7,0,0,0,0,0,12,181,0,0,0,0,0,4.3,30.1
137,15150,Cordarrelle Patterson,CHI,WR,16,0,0,0,103,0,11,83,0,0,0,0,0,1.9,29.6
138,18422,Kalif Raymond,TEN,WR,8,0,0,0,-5,0,9,170,1,0,0,0,0,3.7,29.5
139,18080,Trevor Davis,MIA,WR,14,0,0,0,73,1,8,111,0,0,0,0,0,2.0,28.4
140,20077,Richie James,SF,WR,16,0,0,0,-1,0,6,165,1,0,0,0,0,1.6,26.4
141,17218,DeAndre Carter,HOU,WR,16,0,0,0,0,0,11,162,0,0,0,0,0,1.6,25.2
142,21072,Keelan Doss,LV,WR,6,0,0,0,0,0,11,133,0,0,0,0,0,4.0,24.3
143,19023,Mack Hollins,MIA,WR,16,0,0,0,0,0,10,125,0,0,0,0,0,1.4,22.5
144,16798,Devin Smith,DAL,WR,4,0,0,0,0,0,5,113,1,0,0,0,0,5.6,22.3
145,19980,Deon Cain,PIT,WR,13,0,0,0,0,0,9,124,0,0,0,0,0,1.6,21.4
146,21142,Olamide Zaccheaus,ATL,WR,10,0,0,0,0,0,3,115,1,0,0,0,1,2.0,20.5
147,20224,Christian Blake,ATL,WR,9,0,0,0,0,0,11,91,0,0,0,0,0,2.2,20.1
148,19779,Brandon Zylstra,CAR,WR,8,0,0,0,0,0,8,106,0,0,0,0,0,2.3,18.6
149,21528,Damion Willis,CIN,WR,10,0,0,0,0,0,9,82,0,0,0,0,0,1.7,17.2
150,19917,Antonio Callaway,CLE,WR,4,0,0,0,0,0,8,89,0,0,0,0,0,4.2,16.9
151,11056,Antonio Brown,NE,WR,1,0,0,0,5,0,4,56,1,0,0,0,0,16.1,16.1
152,20038,Braxton Berrios,NYJ,WR,16,0,0,0,0,0,6,115,0,0,0,0,0,1.0,15.5
153,18089,Rashard Higgins,CLE,WR,10,0,0,0,0,0,4,55,1,0,0,0,0,1.6,15.5
154,14828,Chris Hogan,CAR,WR,7,0,0,0,0,0,8,67,0,0,0,0,0,2.1,14.7
155,20194,Rico Gafford,LV,WR,4,0,0,0,0,0,2,66,1,0,0,0,0,3.6,14.6
156,19811,Marcell Ateman,LV,WR,11,0,0,0,0,0,5,116,0,0,0,0,0,1.3,14.6
157,16919,J.J. Nelson,LV,WR,2,0,0,0,0,0,4,36,1,0,0,0,0,6.8,13.6
158,20925,Riley Ridley,CHI,WR,5,0,0,0,0,0,6,69,0,0,0,0,0,2.6,12.9
159,16456,TJ Jones,NYG,WR,3,0,0,0,0,0,3,38,1,0,0,0,0,4.3,12.8
160,20250,Robert Foster,BUF,WR,13,0,0,0,29,0,3,64,0,0,0,0,0,0.9,12.3
161,20081,Trent Sherfield Sr.,ARI,WR,16,0,0,0,0,0,4,80,0,0,0,0,1,0.8,12.0
162,20679,KhaDarel Hodge,CLE,WR,16,0,0,0,0,0,4,76,0,0,0,0,0,0.7,11.6
163,19568,Andre Patton,LAC,WR,12,0,0,0,0,0,6,56,0,0,0,0,0,1.0,11.6
164,19008,Ryan Switzer,PIT,WR,9,0,0,0,0,0,8,27,0,0,0,0,0,1.2,10.7
165,18540,Tevin Jones,PIT,WR,5,0,0,0,0,0,4,61,0,0,0,0,0,2.0,10.1
166,20013,Cedrick Wilson Jr.,DAL,WR,6,0,0,0,0,0,5,46,0,0,0,0,0,1.6,9.6
167,21163,Deonte Harty,NO,WR,14,0,0,0,31,0,6,24,0,0,0,0,0,0.7,9.5
168,17269,DeAndrew White,CAR,WR,10,0,0,0,0,0,4,51,0,0,0,0,0,0.9,9.1
169,13887,Travis Benjamin,LAC,WR,5,0,0,0,0,0,6,30,0,0,0,0,0,1.8,9.0
170,20511,Chris Lacy,DET,WR,5,0,0,0,0,0,3,60,0,0,0,0,0,1.8,9.0
171,20582,Chad Beebe,MIN,WR,3,0,0,0,0,0,2,70,0,0,0,0,0,3.0,9.0
172,21548,Ventell Bryant,DAL,WR,12,0,0,0,0,0,1,15,1,0,0,0,0,0.7,8.5
173,20722,Diontae Spencer,DEN,WR,16,0,0,0,6,0,6,31,0,0,0,0,0,0.5,7.7
174,15974,Jordan Matthews,SF,WR,3,0,0,0,0,0,4,33,0,0,0,0,0,2.4,7.3
175,20373,Deontay Burnett,PHI,WR,1,0,0,0,0,0,2,48,0,0,0,0,0,6.8,6.8
176,16946,Geremy Davis,LAC,WR,7,0,0,0,0,0,3,38,0,0,0,0,0,1.0,6.8
177,21312,Alexander Hollins,MIN,WR,4,0,0,0,0,0,2,46,0,0,0,0,0,1.6,6.6
178,21178,Jason Moore,LAC,WR,10,0,0,0,0,0,2,43,0,0,0,0,0,0.6,6.3
179,9331,Michael Crabtree,ARI,WR,2,0,0,0,0,0,4,22,0,0,0,0,0,3.1,6.2
180,16802,Devin Funchess,IND,WR,1,0,0,0,0,0,3,32,0,0,0,0,0,6.2,6.2
181,18241,Johnny Holton,PIT,WR,15,0,0,0,9,0,3,21,0,0,0,0,1,0.4,6.0
182,16232,Donte Moncrief,CAR,WR,8,0,0,0,0,0,4,18,0,0,0,0,0,0.7,5.8
183,18116,Cody Core,NYG,WR,16,0,0,0,0,0,3,28,0,0,0,0,0,0.4,5.8
184,11565,Andre Roberts,BUF,WR,13,0,0,0,7,0,3,20,0,0,0,0,0,0.4,5.7
185,20067,Steven Mitchell Jr.,HOU,WR,2,0,0,0,0,0,2,37,0,0,0,0,0,2.9,5.7
186,14850,Russell Shepard,NYG,WR,3,0,0,0,0,0,3,25,0,0,0,0,0,1.8,5.5
187,21106,Ishmael Hyman,TB,WR,2,0,0,0,0,0,2,34,0,0,0,0,0,2.7,5.4
188,16411,Ryan Grant,GB,WR,2,0,0,0,0,0,4,14,0,0,0,0,0,2.7,5.4
189,19200,C.J. Board,JAX,WR,4,0,0,0,0,0,2,31,0,0,0,0,0,1.3,5.1
190,18030,Chris Moore,BAL,WR,14,0,0,0,0,0,3,21,0,0,0,0,0,0.4,5.1
191,16258,Marqise Lee,JAX,WR,6,0,0,0,1,0,3,18,0,0,0,0,0,0.8,4.9
192,20886,Stanley Morgan Jr.,CIN,WR,11,0,0,0,0,0,3,18,0,0,0,0,0,0.4,4.8
193,20117,Da'Mari Scott,NYG,WR,5,0,0,0,5,0,2,22,0,0,0,0,0,0.9,4.7
194,20529,Cam Sims,WAS,WR,7,0,0,0,0,0,2,27,0,0,0,0,0,0.7,4.7
195,19348,Jesus Wilson,TB,WR,6,0,0,0,0,0,3,35,0,0,0,0,0,0.8,4.5
196,19671,Fred Brown,DEN,WR,13,0,0,0,0,0,2,21,0,0,0,0,0,0.3,4.1
197,14795,Josh Bellamy,NYJ,WR,7,0,0,0,0,0,2,20,0,0,0,0,0,0.6,4.0
198,19131,Robert Davis,PHI,WR,6,0,0,0,0,0,2,17,0,0,0,0,0,0.6,3.7
199,17070,Darius Jennings,TEN,WR,8,0,0,0,0,0,2,17,0,0,0,0,0,0.5,3.7
200,21349,Ashton Dulin,IND,WR,13,0,0,0,0,0,2,17,0,0,0,0,0,0.3,3.7
201,21601,Gunner Olszewski,NE,WR,8,0,0,0,0,0,2,34,0,0,0,0,0,0.4,3.4
202,18445,Mike Thomas,LAR,WR,16,0,0,0,0,0,2,14,0,0,0,0,0,0.2,3.4
203,19280,Cody Hollister,TEN,WR,5,0,0,0,0,0,2,13,0,0,0,0,0,0.7,3.3
204,19732,Rashard Davis,TEN,WR,1,0,0,0,0,0,1,16,0,0,0,0,0,2.6,2.6
205,21078,Jeff Smith,NYJ,WR,1,0,0,0,0,0,1,12,0,0,0,0,0,2.2,2.2
206,20970,John Ursua,SEA,WR,3,0,0,0,0,0,1,11,0,0,0,0,0,0.7,2.1
207,16305,De'Anthony Thomas,BAL,WR,14,0,0,0,5,0,1,6,0,0,0,0,0,0.1,2.1
208,19276,Austin Carr,NO,WR,6,0,0,0,0,0,1,9,0,0,0,0,0,0.3,1.9
209,13117,Dwayne Harris,LV,WR,3,0,0,0,0,0,1,7,0,0,0,0,0,0.6,1.7
210,19925,Jaleel Scott,BAL,WR,3,0,0,0,0,0,1,6,0,0,0,0,0,0.5,1.6
211,19403,Krishawn Hogan,NO,WR,7,0,0,0,0,0,1,4,0,0,0,0,0,0.2,1.4
212,18896,Cyril Grayson Jr.,TB,WR,2,0,0,0,0,0,1,3,0,0,0,0,0,0.7,1.3
213,20550,John Franklin,TB,WR,1,0,0,0,11,0,0,0,0,0,0,0,0,1.1,1.1
214,20296,Jester Weah,WAS,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
215,19755,River Cracraft,DEN,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
216,19184,JoJo Natson,LAR,WR,12,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
217,18974,Chad Williams,IND,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
218,18971,Taywan Taylor,CLE,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
219,18673,Jaydon Mickens,TB,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
220,19140,Deante Burton,DAL,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
221,20829,Gary Jennings,MIA,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
222,20478,Darvin Kidsy,WAS,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
223,19358,Gehrig Dieter,KC,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
224,20762,Travis Fulgham,DET,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
225,7651,Matthew Slater,NE,WR,16,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0
226,20071,Keith Kirkwood,NO,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
227,19501,Justin Hardee Sr.,NO,WR,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
228,21311,Davion Davis,MIN,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
229,21115,Juwann Winfree,DEN,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
230,21448,Jalen Guyton,LAC,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
231,21434,Spencer Schnell,TB,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
232,19006,Josh Malone,NYJ,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
233,20816,Lil'Jordan Humphrey,NO,WR,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
234,21263,Trenton Irwin,CIN,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
235,21295,Nsimba Webster,LAR,WR,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
236,21254,Michael Walker,JAX,WR,7,0,0,0,0,0,2,15,0,0,0,0,0,-0.1,-0.5
237,21513,Darrius Shepherd,GB,WR,6,0,0,0,0,0,1,1,0,0,0,0,0,-0.1,-0.9
238,16063,Quincy Enunwa,NYJ,WR,1,0,0,0,0,0,1,-4,0,0,0,0,0,-1.4,-1.4
239,19961,Ray-Ray McCloud,CAR,WR,6,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,-2.0
240,21071,Greg Dortch,CAR,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-2.0
