rank,id,player,team,pos,gp,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,def_sck,def_int,fum_forced,fum_recovered,fpts_ppr_per_gp,fpts_ppr
21,23122,Garrett Wilson,NYJ,WR,17,0,0,0,4,0,83,1103,4,0,0,0,0,12.7,215.7
22,21692,Jerry Jeudy,DEN,WR,15,0,0,0,40,0,67,972,6,0,0,0,0,13.6,204.2
23,18882,Cooper Kupp,LAR,WR,9,0,0,0,52,1,75,812,6,0,0,0,0,22.4,201.4
24,19844,DJ Moore,CAR,WR,17,0,0,0,53,0,63,888,7,0,0,0,0,11.7,199.1
25,22565,Chris Olave,NO,WR,15,0,0,0,0,0,72,1042,4,0,0,1,0,13.2,198.2
26,18926,Zay Jones,JAX,WR,16,0,0,0,18,0,82,823,5,0,0,0,0,12.4,198.1
27,18883,JuJu Smith-Schuster,KC,WR,16,0,0,0,0,0,78,933,3,0,0,0,0,11.6,185.3
28,21077,Diontae Johnson,PIT,WR,17,0,0,0,25,0,86,882,0,0,0,0,0,10.6,180.7
29,20876,Jakobi Meyers,NE,WR,14,0,0,0,-11,0,67,804,6,0,0,0,0,12.9,180.3
30,15534,Adam Thielen,MIN,WR,17,0,0,0,4,0,70,716,6,0,0,0,0,10.6,180.0
31,23151,Drake London,ATL,WR,17,0,0,0,0,0,72,866,4,0,0,0,0,10.5,178.6
32,18914,Mike Williams,LAC,WR,13,0,0,0,0,0,63,895,4,0,0,0,0,13.6,176.5
33,18928,Curtis Samuel,WAS,WR,17,0,0,0,187,1,64,656,4,0,0,0,0,10.4,176.3
34,20145,Allen Lazard,GB,WR,15,0,0,0,0,0,60,788,6,0,0,0,0,11.7,174.8
35,21735,Gabe Davis,BUF,WR,15,0,0,0,0,0,48,836,7,0,0,0,0,11.4,171.6
36,22613,Joshua Palmer,LAC,WR,16,0,0,0,4,0,72,769,3,0,0,1,0,10.6,169.3
37,20932,Deebo Samuel Sr.,SF,WR,13,0,0,0,232,3,56,632,2,0,0,0,0,13.0,168.4
38,17986,Tyler Boyd,CIN,WR,16,23,0,0,0,0,58,762,5,0,0,0,0,10.4,167.1
39,23153,George Pickens,PIT,WR,17,0,0,0,24,1,52,801,4,0,0,0,0,9.8,166.5
40,23395,Christian Watson,GB,WR,14,0,0,0,80,2,41,611,7,0,0,0,0,11.7,164.1
41,15076,Keenan Allen,LAC,WR,10,0,0,0,8,0,66,752,4,0,0,0,0,16.4,164.0
42,21754,Donovan Peoples-Jones,CLE,WR,17,0,0,0,2,0,61,839,3,0,0,0,0,9.5,161.1
43,19800,Courtland Sutton,DEN,WR,15,0,0,0,5,0,64,829,2,0,0,0,0,10.6,159.4
44,21045,Marquise Brown,ARI,WR,12,0,0,0,1,0,67,709,3,0,0,0,0,13.0,156.0
45,21714,K.J. Osborn,MIN,WR,17,0,0,0,6,0,60,650,5,0,0,0,0,9.2,155.6
46,19023,Mack Hollins,LV,WR,17,4,0,0,40,0,57,690,4,0,0,0,0,9.1,154.2
47,14986,DeAndre Hopkins,ARI,WR,9,0,0,0,0,0,64,717,3,0,0,0,0,16.9,151.7
48,21005,Parris Campbell,IND,WR,17,0,0,0,58,0,63,623,3,0,0,0,0,8.8,149.1
49,16568,Brandin Cooks,HOU,WR,13,0,0,0,7,0,57,699,3,0,0,0,0,11.2,145.6
50,20077,Richie James,NYG,WR,17,0,0,0,6,0,57,569,4,0,0,0,0,7.8,132.5
51,23155,Jahan Dotson,WAS,WR,12,0,0,0,-7,0,35,523,7,0,0,0,0,10.9,130.6
52,20943,Darius Slayton,NYG,WR,16,0,0,0,0,0,46,724,2,0,0,0,0,8.0,128.4
53,20006,Russell Gage,TB,WR,13,0,0,0,0,0,51,426,5,0,0,0,0,9.5,123.6
54,19976,Marquez Valdes-Scantling,KC,WR,17,0,0,0,-3,0,42,687,2,0,0,0,0,7.2,122.4
55,19043,Isaiah McKenzie,BUF,WR,15,0,0,0,55,1,42,423,4,0,0,0,0,8.0,119.8
56,13870,Marvin Jones Jr.,JAX,WR,16,0,0,0,0,0,46,529,3,0,0,0,0,7.3,116.9
57,14871,Robert Woods,TEN,WR,17,0,0,0,0,0,53,527,2,0,0,0,0,6.8,115.7
58,18030,Chris Moore,HOU,WR,16,0,0,0,3,0,48,548,2,0,0,0,0,7.2,115.1
59,19080,Noah Brown,DAL,WR,16,0,0,0,0,0,43,555,3,0,0,0,0,7.2,114.5
60,21071,Greg Dortch,ARI,WR,16,0,0,0,44,0,52,467,2,0,0,0,0,7.1,113.1
61,17218,DeAndre Carter,LAC,WR,17,0,0,0,-15,0,46,538,3,0,0,0,0,6.6,112.3
62,23232,Alec Pierce,IND,WR,16,0,0,0,0,0,41,593,2,0,0,0,0,7.0,112.3
63,18422,Kalif Raymond,DET,WR,17,0,0,0,36,0,47,616,0,0,0,0,0,6.5,110.2
64,21721,Devin Duvernay,BAL,WR,14,0,0,0,84,1,37,407,3,0,0,0,0,7.9,110.1
65,21142,Olamide Zaccheaus,ATL,WR,17,0,0,0,7,0,40,533,3,0,0,0,0,6.5,110.0
66,19867,Michael Gallup,DAL,WR,14,0,0,0,0,0,39,424,4,0,0,0,0,7.5,105.4
67,21752,Chase Claypool,CHI,WR,15,1,1,0,59,0,46,451,1,0,0,0,0,7.0,105.0
68,19017,Josh Reynolds,DET,WR,14,0,0,0,0,0,38,479,3,0,0,0,0,7.4,103.9
69,18047,Demarcus Robinson,BAL,WR,17,0,0,0,0,0,48,458,2,0,0,0,0,6.1,103.8
70,16775,DeVante Parker,NE,WR,13,0,0,0,0,0,31,539,3,0,0,0,0,7.9,102.9
71,23167,Romeo Doubs,GB,WR,13,0,0,0,11,0,42,425,3,0,0,0,0,7.8,101.6
72,21961,Darnell Mooney,CHI,WR,12,0,0,0,2,0,40,493,2,0,0,0,0,8.5,101.5
73,23729,Rashid Shaheed,NO,WR,12,0,0,0,57,1,28,488,2,0,0,0,0,8.4,100.5
74,21760,Isaiah Hodgins,NYG,WR,10,0,0,0,0,0,37,392,4,0,0,0,0,10.0,100.2
75,19816,DJ Chark,DET,WR,11,0,0,0,0,0,30,502,3,0,0,0,0,8.9,98.2
76,18879,Corey Davis,NYJ,WR,13,0,0,0,0,0,32,536,2,0,0,1,0,7.5,97.6
77,21756,Nico Collins,HOU,WR,10,0,0,0,0,0,37,481,2,0,0,0,0,9.7,97.1
78,23119,Treylon Burks,TEN,WR,11,0,0,0,47,1,33,444,1,0,0,0,0,8.6,94.1
79,20788,Mecole Hardman Jr.,KC,WR,8,0,0,0,31,2,25,297,4,0,0,0,0,11.7,93.8
80,14865,Marquise Goodwin,SEA,WR,13,0,0,0,5,0,27,387,4,0,0,0,0,6.9,90.2
81,19318,Kendrick Bourne,NE,WR,16,0,0,0,39,0,35,434,1,0,0,0,0,5.5,88.3
82,22592,Elijah Moore,NYJ,WR,16,0,0,0,5,0,37,446,1,0,0,0,0,5.5,88.1
83,22626,Rondale Moore,ARI,WR,8,0,0,0,-5,0,41,414,1,0,0,0,0,11.0,87.9
84,16263,Allen Robinson II,LAR,WR,10,0,0,0,0,0,33,339,3,0,0,0,0,8.5,84.9
85,21957,Quez Watkins,PHI,WR,17,0,0,0,1,0,33,354,3,0,0,0,0,5.0,84.5
86,22590,Ben Skowronek,LAR,WR,14,0,0,0,17,1,39,376,0,0,0,0,0,6.0,84.3
87,20081,Trent Sherfield Sr.,MIA,WR,17,0,0,0,0,0,30,417,2,0,0,0,0,4.9,83.7
88,22685,Terrace Marshall Jr.,CAR,WR,14,0,0,0,0,0,28,490,1,0,0,0,0,5.9,83.0
89,21734,Nick Westbrook-Ikhine,TEN,WR,17,0,0,0,0,0,25,397,3,0,0,0,0,4.9,82.7
90,21717,Jauan Jennings,SF,WR,16,0,0,0,0,0,35,416,1,0,0,0,0,5.2,82.6
91,13227,Randall Cobb,GB,WR,13,0,0,0,0,0,34,417,1,0,0,0,0,6.3,81.7
92,20924,Hunter Renfrow,LV,WR,10,0,0,0,0,0,36,330,2,0,0,0,0,7.9,79.0
93,21739,Van Jefferson,LAR,WR,11,0,0,0,0,0,24,369,3,0,0,0,0,7.2,78.9
94,16781,Nelson Agholor,NE,WR,16,0,0,0,0,0,31,362,2,0,0,0,0,4.7,75.2
95,21697,Laviska Shenault Jr.,CAR,WR,13,0,0,0,65,1,27,272,1,0,0,0,0,5.6,72.7
96,13291,Julio Jones,TB,WR,10,0,0,0,45,0,24,299,2,0,0,0,0,7.0,70.4
97,19044,Jamal Agnew,JAX,WR,15,0,0,0,86,0,23,187,3,0,0,0,0,4.7,70.3
98,23469,Tyquan Thornton,NE,WR,13,0,0,0,16,1,22,247,2,0,0,0,0,5.1,66.3
99,19854,Dante Pettis,CHI,WR,17,0,0,0,37,0,19,245,3,0,0,0,0,3.8,65.2
100,20398,Equanimeous St. Brown,CHI,WR,16,0,0,0,54,0,21,323,1,0,0,0,0,4.0,64.7
101,21263,Trenton Irwin,CIN,WR,9,0,0,0,11,0,15,231,4,0,0,0,0,7.0,63.2
102,22602,Tutu Atwell,LAR,WR,13,0,0,0,34,1,18,298,1,0,0,0,0,4.9,63.2
103,12845,A.J. Green,ARI,WR,15,0,0,0,0,0,24,236,2,0,0,0,0,4.1,61.6
104,22609,Shi Smith,CAR,WR,17,0,0,0,0,0,22,296,2,0,0,0,0,3.6,61.6
105,16020,Jarvis Landry,NO,WR,9,0,0,0,0,0,25,272,1,0,0,0,0,6.7,60.2
106,19922,Justin Watson,KC,WR,17,0,0,0,0,0,15,315,2,0,0,0,0,3.4,58.5
107,19961,Ray-Ray McCloud,SF,WR,17,0,0,0,78,1,14,243,1,0,0,0,0,3.4,58.1
108,20038,Braxton Berrios,NYJ,WR,17,2,1,0,91,2,18,145,0,0,0,0,0,3.4,57.7
109,22614,Kadarius Toney,KC,WR,9,0,0,0,82,1,16,171,2,0,0,0,0,6.4,57.3
110,22213,Kendall Hinton,DEN,WR,12,0,0,0,13,0,24,311,0,0,0,0,0,4.7,56.4
111,22623,Rashod Bateman,BAL,WR,6,0,0,0,0,0,15,285,2,0,0,0,0,8.9,53.5
112,19897,Tre'Quan Smith,NO,WR,15,0,0,0,0,0,19,278,1,0,0,0,0,3.5,52.8
113,18187,Robbie Chosen,ARI,WR,16,0,0,0,0,0,20,282,1,0,0,0,0,3.3,52.2
114,17141,Damiere Byrd,ATL,WR,14,0,0,0,0,0,13,268,2,0,0,0,0,3.7,51.8
115,16790,Phillip Dorsett,HOU,WR,15,0,0,0,0,0,20,257,1,0,0,0,0,3.4,51.7
116,23170,Wan'Dale Robinson,NYG,WR,6,0,0,0,-1,0,23,227,1,0,0,0,0,8.6,51.6
117,17960,Michael Thomas,NO,WR,3,0,0,0,0,0,16,171,3,0,0,0,0,17.0,51.1
118,20487,Brandon Powell,LAR,WR,17,0,0,0,80,0,24,156,0,0,0,0,0,2.8,47.6
119,16003,Sammy Watkins,BAL,WR,12,0,0,0,0,0,16,325,0,0,0,0,0,3.9,46.5
120,23148,David Bell,CLE,WR,16,0,0,0,0,0,24,214,0,0,0,0,0,2.8,45.4
121,23168,Skyy Moore,KC,WR,16,0,0,0,24,0,22,250,0,0,0,0,0,2.7,43.4
122,21349,Ashton Dulin,IND,WR,12,0,0,0,8,0,15,207,1,0,0,0,0,3.5,42.5
123,21138,Scotty Miller,TB,WR,15,0,0,0,8,0,23,185,0,0,0,0,0,2.8,42.3
124,20679,KhaDarel Hodge,ATL,WR,17,0,0,0,0,0,13,202,1,0,0,0,0,2.4,41.2
125,22575,Amari Rodgers,HOU,WR,16,0,0,0,7,0,16,204,1,0,0,0,0,2.4,39.1
126,21750,Marquez Callaway,NO,WR,14,0,0,0,0,0,16,158,1,0,0,0,0,2.7,37.8
127,19172,Zach Pascal,PHI,WR,17,0,0,0,0,0,15,150,1,0,0,0,0,2.1,36.0
128,20150,Byron Pringle,CHI,WR,11,0,0,0,0,0,10,135,2,0,0,0,0,3.2,35.5
129,17961,Sterling Shepard,NYG,WR,3,0,0,0,0,0,13,154,1,0,0,0,0,11.5,34.4
130,23227,Khalil Shakir,BUF,WR,14,0,0,0,0,0,10,161,1,0,0,0,0,2.4,34.1
131,23481,Velus Jones Jr.,CHI,WR,12,0,0,0,103,1,7,107,1,0,0,0,0,2.8,34.0
132,23368,Jalen Nailor,MIN,WR,15,0,0,0,0,0,9,179,1,0,0,0,0,2.2,32.9
133,22686,Dyami Brown,WAS,WR,15,0,0,0,15,0,5,143,2,0,0,0,0,2.2,32.8
134,21400,Steven Sims,PIT,WR,12,0,0,0,70,0,14,104,0,0,0,0,0,2.6,31.4
135,19755,River Cracraft,MIA,WR,11,0,0,0,0,0,9,102,2,0,0,0,0,2.8,31.2
136,19514,Keelan Cole Sr.,LV,WR,14,0,0,0,0,0,10,141,1,0,0,0,0,2.1,30.1
137,21741,Denzel Mims,NYJ,WR,10,0,0,0,0,0,11,186,0,0,0,0,0,3.0,29.6
138,21686,Jalen Reagor,MIN,WR,17,0,0,0,25,0,8,104,1,0,0,0,0,1.6,26.9
139,20013,Cedrick Wilson Jr.,MIA,WR,15,0,0,0,8,0,12,136,0,0,0,0,0,1.8,26.4
140,21759,KJ Hamler,DEN,WR,7,0,0,0,23,0,7,165,0,0,0,0,0,3.7,25.8
141,20792,N'Keal Harry,CHI,WR,7,0,0,0,0,0,7,116,1,0,0,0,0,3.5,24.6
142,3943,DeSean Jackson,BAL,WR,7,0,0,0,0,0,9,153,0,0,0,0,0,3.5,24.3
143,16787,Breshad Perriman,TB,WR,11,0,0,0,-7,0,9,110,1,0,0,0,0,2.1,23.3
144,21556,Tom Kennedy,DET,WR,7,0,0,0,0,0,8,141,0,0,0,0,0,3.2,22.1
145,20939,David Sills,NYG,WR,9,0,0,0,0,0,11,106,0,0,0,0,0,2.4,21.6
146,21078,Jeff Smith,NYJ,WR,11,0,0,0,0,0,8,134,0,0,0,0,0,1.9,21.4
147,18977,Kenny Golladay,NYG,WR,12,0,0,0,0,0,6,81,1,0,0,0,0,1.7,20.1
148,23634,Samori Toure,GB,WR,11,0,0,0,0,0,5,82,1,0,0,0,0,1.7,19.2
149,14005,T.Y. Hilton,DAL,WR,3,0,0,0,0,0,7,121,0,0,0,0,0,6.4,19.1
150,18209,Marcus Johnson,NYG,WR,14,0,0,0,0,0,9,99,0,0,0,0,0,1.3,18.9
151,23099,Michael Bandy,LAC,WR,10,0,0,0,0,0,10,89,0,0,0,0,0,1.9,18.9
152,22588,Anthony Schwartz,CLE,WR,11,0,0,0,57,1,4,51,0,0,0,0,0,1.7,18.8
153,20529,Cam Sims,WAS,WR,17,0,0,0,0,0,8,89,0,0,0,0,0,1.0,16.9
154,22572,Dax Milne,WAS,WR,15,0,0,0,0,0,6,37,1,0,0,0,0,1.0,15.7
155,23234,Jameson Williams,DET,WR,6,0,0,0,40,0,1,41,1,0,0,0,0,2.5,15.1
156,23763,Brandon Johnson,DEN,WR,7,0,0,0,0,0,6,42,1,0,0,0,0,2.0,14.2
157,22569,Dee Eskridge,SEA,WR,10,0,0,0,10,0,7,58,0,0,0,0,0,1.4,13.8
158,23642,Jalen Virgil,DEN,WR,9,0,0,0,0,0,2,75,1,0,0,0,0,1.5,13.5
159,21601,Gunner Olszewski,PIT,WR,16,0,0,0,39,0,5,53,0,0,0,0,0,0.8,12.2
160,21723,James Proche II,BAL,WR,15,0,0,1,0,0,8,62,0,0,0,0,0,0.8,12.2
161,16866,Jamison Crowder,BUF,WR,4,0,0,0,0,0,6,60,0,0,0,0,0,3.0,12.0
162,23463,Kyle Philips,TEN,WR,4,0,0,0,0,0,8,78,0,0,0,0,0,3.0,11.8
163,19064,Trent Taylor,CIN,WR,16,0,0,0,15,0,6,62,0,0,0,0,0,0.7,11.7
164,22234,Andre Baccellia,ARI,WR,8,0,0,0,0,0,7,45,0,0,0,0,0,1.4,11.5
165,21960,Freddie Swain,DEN,WR,4,0,0,0,0,0,4,74,0,0,0,0,0,2.9,11.4
166,16640,John Brown,BUF,WR,3,0,0,0,0,0,1,42,1,0,0,0,0,3.7,11.2
167,23746,Deven Thompkins,TB,WR,5,0,0,0,26,0,5,32,0,0,0,0,0,2.2,10.8
168,17289,Jake Kumerow,BUF,WR,6,0,0,0,0,0,4,64,0,0,0,0,0,1.7,10.4
169,16855,Ty Montgomery II,NE,WR,1,0,0,0,-2,0,3,15,1,0,0,0,0,10.3,10.3
170,17914,Laquon Treadwell,SEA,WR,6,0,0,0,0,0,6,42,0,0,0,0,0,1.7,10.2
171,14141,Cole Beasley,BUF,WR,4,0,0,0,0,0,6,35,0,0,0,0,0,2.4,9.5
172,16768,Kevin White,NO,WR,7,0,0,0,0,0,2,74,0,0,0,0,0,1.3,9.4
173,23468,Michael Woods II,CLE,WR,11,0,0,0,-5,0,5,45,0,0,0,0,0,0.8,9.0
174,22620,Mike Strachan,IND,WR,13,0,0,0,0,0,3,59,0,0,0,0,0,0.7,8.9
175,16837,Chris Conley,TEN,WR,9,0,0,0,0,0,4,46,0,0,0,0,0,1.0,8.6
176,19280,Cody Hollister,TEN,WR,11,0,0,0,0,0,3,54,0,0,0,0,0,0.8,8.4
177,21448,Jalen Guyton,LAC,WR,3,0,0,0,0,0,2,64,0,0,0,0,0,2.8,8.4
178,22604,Tylan Wallace,BAL,WR,9,0,0,0,0,0,4,33,0,0,0,0,0,0.8,7.3
179,22622,Racey McMath,TEN,WR,5,0,0,0,4,0,2,40,0,0,0,0,0,1.3,6.4
180,22892,Tim Jones,JAX,WR,17,0,0,0,0,0,3,30,0,0,0,0,0,0.4,6.0
181,18445,Mike Thomas,CIN,WR,10,0,0,0,0,0,2,38,0,0,0,0,0,0.6,5.8
182,22645,Simi Fehoko,DAL,WR,5,0,0,0,0,0,3,24,0,0,0,0,0,1.1,5.4
183,23604,Montrell Washington,DEN,WR,15,0,0,0,30,0,4,2,0,0,0,0,0,0.3,5.2
184,20793,Penny Hart,SEA,WR,9,0,0,0,0,0,3,20,0,0,0,0,0,0.6,5.0
185,22596,Jaelon Darden,CLE,WR,14,0,0,0,2,0,2,26,0,0,0,0,0,0.3,4.8
186,21737,Tyrie Cleveland,DEN,WR,6,0,0,0,0,0,2,28,0,0,0,0,0,0.8,4.8
187,23838,Daylen Baldwin,CLE,WR,1,0,0,0,0,0,2,25,0,0,0,0,0,4.5,4.5
188,21736,Bryan Edwards,ATL,WR,7,0,0,0,0,0,3,15,0,0,0,0,0,0.6,4.5
189,23624,Dareke Young,SEA,WR,13,0,0,0,0,0,2,24,0,0,0,0,0,0.3,4.4
190,21959,Dezmon Patmon,IND,WR,1,0,0,0,0,0,2,24,0,0,0,0,0,4.4,4.4
191,20820,Andy Isabella,BAL,WR,5,0,0,0,1,0,2,21,0,0,0,0,0,0.8,4.2
192,22567,Cade Johnson,SEA,WR,3,0,0,0,0,0,2,21,0,0,0,0,0,1.4,4.1
193,18039,Pharoh Cooper,ARI,WR,5,0,0,0,15,0,2,6,0,0,0,0,0,0.8,4.1
194,20816,Lil'Jordan Humphrey,NE,WR,6,0,0,0,0,0,2,20,0,0,0,0,0,0.7,4.0
195,20071,Keith Kirkwood,NO,WR,5,0,0,0,0,0,2,18,0,0,0,0,0,0.8,3.8
196,23725,Dennis Houston,DAL,WR,2,0,0,0,0,0,2,16,0,0,0,0,0,1.8,3.6
197,21729,Quintez Cephus,DET,WR,4,0,0,0,0,0,2,15,0,0,0,0,0,0.9,3.5
198,21295,Nsimba Webster,CHI,WR,2,0,0,0,0,0,2,14,0,0,0,0,0,1.7,3.4
199,22973,Austin Trammell,LAR,WR,6,0,0,0,0,0,2,13,0,0,0,0,0,0.5,3.3
200,22597,Jalen Tolbert,DAL,WR,8,0,0,0,0,0,2,12,0,0,0,0,0,0.4,3.2
201,21037,Miles Boykin,PIT,WR,16,0,0,0,0,0,2,11,0,0,0,0,0,0.2,3.1
202,23573,Danny Gray,SF,WR,13,0,0,0,9,0,1,10,0,0,0,0,0,0.2,2.9
203,21115,Juwann Winfree,GB,WR,3,0,0,0,0,0,1,17,0,0,0,0,0,0.9,2.7
204,22644,DJ Turner,LV,WR,9,0,0,0,26,0,0,0,0,0,0,0,0,0.3,2.6
205,22594,Frank Darby,ATL,WR,5,0,0,0,0,0,1,15,0,0,0,0,0,0.5,2.5
206,20838,Tyron Billy-Johnson,HOU,WR,4,0,0,0,0,0,1,8,0,0,0,0,0,0.5,1.8
207,24073,Maurice Alexander,DET,WR,4,0,0,0,0,0,1,7,0,0,0,0,0,0.4,1.7
208,22635,Jalen Camp,HOU,WR,2,0,0,0,0,0,1,7,0,0,0,0,0,0.8,1.7
209,23441,Braylon Sanders,MIA,WR,3,0,0,0,0,0,2,17,0,0,0,0,0,0.6,1.7
210,22683,Jacob Harris,LAR,WR,7,0,0,0,0,0,1,6,0,0,0,0,0,0.2,1.6
211,19200,C.J. Board,TEN,WR,4,0,0,0,0,0,1,6,0,0,0,0,0,0.4,1.6
212,21178,Jason Moore,LAC,WR,6,0,0,0,0,0,1,5,0,0,0,0,0,0.2,1.5
213,21163,Deonte Harty,NO,WR,4,0,0,0,0,0,2,13,0,0,0,0,0,0.3,1.3
214,22415,Mason Kinsey,TEN,WR,2,0,0,0,0,0,1,3,0,0,0,0,0,0.7,1.3
215,23325,Erik Ezukanma,MIA,WR,1,0,0,0,0,0,1,3,0,0,0,0,0,1.3,1.3
216,21964,Cody White,PIT,WR,1,0,0,0,0,0,1,2,0,0,0,0,0,1.2,1.2
217,19937,Keke Coutee,IND,WR,8,0,0,0,0,0,1,20,0,0,0,0,0,0.1,1.0
218,22595,Ihmir Smith-Marsette,KC,WR,8,0,0,0,-1,0,1,15,0,0,0,0,0,0.1,0.4
219,14587,Josh Gordon,TEN,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
220,23302,Britain Covey,PHI,WR,17,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
221,20684,Malik Turner,SF,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
222,20886,Stanley Morgan Jr.,CIN,WR,14,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
223,19779,Brandon Zylstra,DET,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
224,21743,Lynn Bowden Jr.,NE,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
225,20988,Preston Williams,CAR,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
226,19361,Marcus Kemp,KC,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
227,22600,Johnny Johnson III,HOU,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
228,19865,James Washington,DAL,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
229,23292,Stanley Berryhill,DET,WR,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
230,18197,Alex Erickson,WAS,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
231,18089,Rashard Higgins,CAR,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
232,21368,Trinity Benson,DET,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
233,23659,Tay Martin,SF,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
234,20011,Javon Wims,ARI,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
235,21675,Tyler Johnson,HOU,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
236,23821,Kyric McGowan,WAS,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
237,23978,Raleigh Webb,NE,WR,12,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
238,23998,Ethan Fernea,IND,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
239,24076,Josh Ali,ATL,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
240,22616,Kaylon Geiger,TB,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
241,22339,Kirk Merritt,NO,WR,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
242,21722,Binjimen Victor,BAL,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
243,22568,Cornell Powell,KC,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
244,7651,Matthew Slater,NE,WR,17,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
245,11565,Andre Roberts,CAR,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
246,19431,Tanner Gentry,BUF,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
247,22345,Dan Chisena,MIN,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
248,23966,Lance McCutcheon,LAR,WR,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
249,22591,Dez Fitzpatrick,TEN,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
250,16141,Willie Snead IV,SF,WR,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
251,23909,Kwamie Lassiter II,CIN,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
252,23741,Jared Bernhardt,ATL,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
