rank,id,player,team,pos,gp,redzone5_pass_yds,redzone5_pass_td,redzone5_pass_int,redzone5_rush_yds,redzone5_rush_td,redzone5_rec,redzone5_rec_yds,redzone5_rec_td,redzone5_fpts_ppr
193,20722,Diontae Spencer,DEN,WR,15,0,0,0,0,0,0,0,0,0.0
194,22620,Mike Strachan,IND,WR,5,0,0,0,0,0,0,0,0,0.0
195,22622,Racey McMath,TEN,WR,9,0,0,0,0,0,0,0,0,0.0
196,20376,Jordan Veasy,HOU,WR,2,0,0,0,0,0,0,0,0,0.0
197,20820,Andy Isabella,ARI,WR,8,0,0,0,0,0,0,0,0,0.0
198,21368,Trinity Benson,DET,WR,8,0,0,0,0,0,0,0,0,0.0
199,20873,Terry McLaurin,WAS,WR,17,0,0,0,0,0,0,0,0,0.0
200,21263,Trenton Irwin,CIN,WR,7,0,0,0,0,0,0,0,0,0.0
201,21675,Tyler Johnson,TB,WR,17,0,0,0,0,0,0,0,0,0.0
202,21697,Laviska Shenault Jr.,JAX,WR,16,0,0,0,0,0,0,0,0,0.0
203,21731,John Hightower,PHI,WR,1,0,0,0,0,0,0,0,0,0.0
204,21115,Juwann Winfree,GB,WR,7,0,0,0,0,0,0,0,0,0.0
205,17986,Tyler Boyd,CIN,WR,16,0,0,0,0,0,0,0,0,0.0
206,19976,Marquez Valdes-Scantling,GB,WR,11,0,0,0,0,0,0,0,0,0.0
207,19922,Justin Watson,TB,WR,1,0,0,0,0,0,0,0,0,0.0
208,22339,Kirk Merritt,MIA,WR,2,0,0,0,0,0,0,0,0,0.0
209,22345,Dan Chisena,MIN,WR,11,0,0,0,0,0,0,0,0,0.0
210,18928,Curtis Samuel,WAS,WR,5,0,0,0,0,0,0,0,0,0.0
211,18896,Cyril Grayson Jr.,TB,WR,5,0,0,0,0,0,0,0,0,0.0
212,21723,James Proche II,BAL,WR,14,0,0,0,0,0,0,0,0,0.0
213,21724,Easop Winston Jr.,NO,WR,3,0,0,0,0,0,0,0,0,0.0
214,21728,Lawrence Cager,CLE,WR,1,0,0,0,0,0,0,0,0,0.0
215,18717,Marvin Hall,ATL,WR,2,0,0,0,0,0,0,0,0,0.0
216,21730,Collin Johnson,NYG,WR,12,0,0,0,0,0,0,0,0,0.0
217,21746,Tarik Black,NYJ,WR,1,0,0,0,0,0,0,0,0,0.0
218,22991,Landen Akers,LAR,WR,2,0,0,0,0,0,0,0,0,0.0
219,18269,Geronimo Allison,DET,WR,3,0,0,0,0,0,0,0,0,0.0
220,22311,Jeff Cotton,JAX,WR,1,0,0,0,0,0,0,0,0,0.0
221,18209,Marcus Johnson,TEN,WR,7,0,0,0,0,0,0,0,0,0.0
222,22235,Maurice Ffrench,LAC,WR,3,0,0,0,0,0,0,0,0,0.0
223,22244,Ja'Marcus Bradley,CLE,WR,5,0,0,0,0,0,0,0,0,0.0
224,22276,DeMichael Harris,IND,WR,2,0,0,0,0,0,0,0,0,0.0
225,22415,Mason Kinsey,TEN,WR,1,0,0,0,0,0,0,0,0,0.0
226,22417,Kristian Wilkerson,NE,WR,3,0,0,0,0,0,0,0,0,0.0
227,22635,Jalen Camp,HOU,WR,3,0,0,0,0,0,0,0,0,0.0
228,22638,Dillon Stoner,LV,WR,6,0,0,0,0,0,0,0,0,0.0
229,22645,Simi Fehoko,DAL,WR,5,0,0,0,0,0,0,0,0,0.0
230,22683,Jacob Harris,LAR,WR,9,0,0,0,0,0,0,0,0,0.0
231,22973,Austin Trammell,ATL,WR,2,0,0,0,0,0,0,0,0,0.0
232,18197,Alex Erickson,CAR,WR,17,0,0,0,0,0,0,0,0,0.0
233,21037,Miles Boykin,BAL,WR,8,0,0,0,0,0,0,0,0,0.0
234,23090,C.J. Saunders,CAR,WR,1,0,0,0,0,0,0,0,0,0.0
235,23099,Michael Bandy,LAC,WR,1,0,0,0,0,0,0,0,0,0.0
236,18089,Rashard Higgins,CLE,WR,15,0,0,0,0,0,0,0,0,0.0
237,18047,Demarcus Robinson,KC,WR,17,0,0,0,0,0,0,0,0,0.0
238,18039,Pharoh Cooper,NYG,WR,8,0,0,0,0,0,0,0,0,0.0
239,18030,Chris Moore,HOU,WR,12,0,0,0,0,0,0,0,0,0.0
240,21692,Jerry Jeudy,DEN,WR,10,0,0,0,0,0,0,0,0,0.0
241,16787,Breshad Perriman,TB,WR,6,0,0,0,0,0,0,0,0,0.0
242,22569,Dee Eskridge,SEA,WR,10,0,0,0,0,0,0,0,0,0.0
243,22572,Dax Milne,WAS,WR,13,0,0,0,0,0,0,0,0,0.0
244,22573,Dazz Newsome,CHI,WR,3,0,0,0,0,0,0,0,0,0.0
245,22575,Amari Rodgers,GB,WR,16,0,0,0,0,0,0,0,0,0.0
246,16768,Kevin White,NO,WR,6,0,0,0,0,0,0,0,0,0.0
247,16640,John Brown,JAX,WR,4,0,0,0,0,0,0,0,0,0.0
248,22590,Ben Skowronek,LAR,WR,14,0,0,0,0,0,0,0,0,0.0
249,22591,Dez Fitzpatrick,TEN,WR,4,0,0,0,0,0,0,0,0,0.0
250,15215,Tavon Austin,JAX,WR,13,0,0,0,0,0,0,0,0,0.0
251,22614,Kadarius Toney,NYG,WR,10,0,0,0,0,0,0,0,0,0.0
252,22686,Dyami Brown,WAS,WR,15,0,0,0,0,0,0,0,0,0.0
253,17048,Tyrell Williams,DET,WR,1,0,0,0,0,0,0,0,0,0.0
254,19865,James Washington,PIT,WR,15,0,0,0,0,0,0,0,0,0.0
255,14828,Chris Hogan,NO,WR,5,0,0,0,0,0,0,0,0,0.0
256,15196,Kenny Stills,NO,WR,13,0,0,0,0,0,0,0,0,0.0
257,21758,KJ Hill Jr.,LAC,WR,6,0,0,0,0,0,0,0,0,0.0
258,21694,Henry Ruggs III,LV,WR,7,0,0,0,0,0,0,0,0,0.0
259,18401,Tommylee Lewis,MIA,WR,2,0,0,0,0,0,0,0,0,0.0
260,11565,Andre Roberts,LAC,WR,16,0,0,0,0,0,0,0,0,0.0
261,12845,A.J. Green,ARI,WR,16,0,0,0,0,0,0,0,0,0.0
262,19184,JoJo Natson,CLE,WR,3,0,0,0,0,0,0,0,0,0.0
263,16798,Devin Smith,JAX,WR,1,0,0,0,0,0,0,0,0,0.0
264,13878,Mohamed Sanu,SF,WR,8,0,0,0,0,0,0,0,0,0.0
265,21742,Antonio Gandy-Golden,WAS,WR,4,0,0,0,0,0,0,0,0,0.0
266,19054,Rodney Adams,CHI,WR,1,0,0,0,0,0,0,0,0,0.0
267,16141,Willie Snead IV,CAR,WR,9,0,0,0,0,0,0,0,0,0.0
268,13887,Travis Benjamin,SF,WR,10,0,0,0,0,0,0,0,0,0.0
269,22608,Seth Williams,DEN,WR,2,0,0,0,0,0,0,0,0,0.0
270,22604,Tylan Wallace,BAL,WR,17,0,0,0,0,0,0,0,0,0.0
271,22602,Tutu Atwell,LAR,WR,8,0,0,0,0,0,0,0,0,0.0
