rank,id,player,team,pos,Receptions,ReceivingYards,ReceivingTDs,RouteParticipation,SnapShare,AverageTargetDistance,AirYards,AirYardsPerGame,AirYardsPerReception,Targets,RedZoneTargets,EndzoneTargets,TargetAccuracy,TargetShare,FantasyPointsPerTarget
27,20873,Terry McLaurin,WAS,WR,79,1002,4,100.0,85.6,11.5,1500,88.2,19,130,9,8,6.5,21.6,1.6
28,24120,Rashee Rice,KC,WR,79,938,7,61.6,58.6,4.8,491,30.7,6,102,22,6,7.9,17.9,2.1
29,23162,Jordan Addison,MIN,WR,70,911,10,92.1,82.4,12.5,1347,79.2,19,108,17,13,6.8,18.1,2.0
30,23151,Drake London,ATL,WR,69,905,2,96.1,82.0,11.4,1249,78.1,18,109,15,6,6.3,23.3,1.6
31,16830,Tyler Lockett,SEA,WR,79,894,5,95.7,80.7,10.8,1322,77.8,17,122,13,14,6.8,22.3,1.6
32,20932,Deebo Samuel Sr.,SF,WR,60,892,7,84.7,75.5,6.6,586,39.1,10,89,17,3,6.9,22.5,2.7
33,23120,Zay Flowers,BAL,WR,77,858,5,100.0,86.2,8.4,911,56.9,12,108,14,4,6.8,24.4,1.9
34,20876,Jakobi Meyers,LV,WR,71,807,8,95.1,90.5,9.7,1028,64.2,14,106,15,6,7.3,21.0,2.1
35,23233,Jayden Reed,GB,WR,64,793,8,69.6,56.8,10.3,970,60.6,15,94,17,9,6.8,17.6,2.3
36,19815,Christian Kirk,JAX,WR,57,787,3,89.4,72.2,9.9,842,70.2,15,85,6,4,7.4,20.8,1.8
37,19800,Courtland Sutton,DEN,WR,59,772,10,92.5,79.1,11.8,1060,66.2,18,90,18,15,6.8,20.3,2.1
38,24145,Josh Downs,IND,WR,68,771,2,84.3,70.5,7.2,707,41.6,10,98,11,3,7.1,17.9,1.6
39,20943,Darius Slayton,NYG,WR,50,770,4,100.0,80.2,12.2,960,56.5,19,79,4,1,7.2,16.3,1.9
40,21692,Jerry Jeudy,DEN,WR,54,758,2,93.9,66.3,12.7,1109,69.3,21,87,11,7,6.8,19.6,1.6
41,21735,Gabe Davis,BUF,WR,45,746,7,96.0,84.5,15.0,1219,71.7,27,81,11,15,6.5,14.9,2.0
42,18882,Cooper Kupp,LAR,WR,59,737,5,94.4,91.4,8.3,789,65.8,13,95,19,7,6.6,25.6,1.7
43,23729,Rashid Shaheed,NO,WR,46,719,5,77.8,46.0,14.6,1094,72.9,24,75,6,7,6.2,14.3,2.1
44,21077,Diontae Johnson,PIT,WR,51,717,5,90.7,72.0,12.7,1106,85.1,22,87,10,6,6.4,23.5,1.8
45,24176,Tank Dell,HOU,WR,47,709,7,76.2,65.9,14.3,1070,97.3,23,75,8,5,6.7,20.4,2.2
46,23167,Romeo Doubs,GB,WR,59,674,8,87.3,77.5,11.7,1126,66.2,19,96,17,15,6.6,17.1,1.8
47,17986,Tyler Boyd,CIN,WR,67,667,2,89.2,77.4,6.4,629,37.0,9,98,8,5,7.1,16.6,1.5
48,16568,Brandin Cooks,DAL,WR,54,657,8,87.5,74.7,13.2,1069,66.8,20,81,11,16,6.8,14.3,2.1
49,21690,Tee Higgins,CIN,WR,42,656,5,85.5,75.5,12.8,973,81.1,23,76,11,7,6.7,17.9,1.8
50,22592,Elijah Moore,CLE,WR,59,640,2,88.3,78.8,11.0,1143,67.2,19,104,14,9,5.6,17.4,1.3
51,23157,Jaxon Smith-Njigba,SEA,WR,63,628,4,81.9,65.0,6.1,569,33.5,9,93,9,5,7.0,17.0,1.6
52,18928,Curtis Samuel,WAS,WR,62,613,4,68.5,56.7,6.6,598,37.4,10,91,15,8,6.9,16.3,1.7
53,23227,Khalil Shakir,BUF,WR,39,611,2,58.9,53.8,8.9,402,25.1,10,45,2,0,8.3,8.9,2.5
54,19017,Josh Reynolds,DET,WR,40,604,5,75.4,72.2,10.1,645,37.9,16,64,12,8,7.1,11.2,2.0
55,23253,Dontayvion Wicks,GB,WR,39,581,4,54.6,47.6,10.1,586,39.1,15,58,8,2,7.0,11.7,2.1
56,22613,Joshua Palmer,LAC,WR,38,581,2,88.5,75.2,11.4,693,69.3,18,61,9,5,6.8,17.2,1.7
57,21045,Marquise Brown,ARI,WR,51,574,4,98.9,86.0,11.9,1199,85.6,24,101,9,7,5.6,22.8,1.3
58,19080,Noah Brown,HOU,WR,33,567,2,79.4,67.7,12.0,658,65.8,20,55,7,6,6.2,16.9,1.8
59,24173,Michael Wilson,ARI,WR,38,565,3,92.2,80.8,12.3,716,55.1,19,58,7,5,5.4,13.7,2.0
60,16389,Odell Beckham Jr.,BAL,WR,35,565,3,65.9,49.8,13.9,888,63.4,25,64,10,10,6.0,16.2,1.7
61,24180,Demario Douglas,NE,WR,49,561,0,66.9,56.2,8.2,637,45.5,13,78,5,3,6.8,16.9,1.4
62,21714,K.J. Osborn,MIN,WR,48,540,3,88.9,79.0,8.8,659,41.2,14,75,9,5,7.1,13.3,1.6
63,23170,Wan'Dale Robinson,NYG,WR,60,525,1,85.2,65.8,5.2,410,27.3,7,78,3,1,7.4,18.6,1.7
64,19816,DJ Chark,CAR,WR,35,525,5,90.8,76.7,15.4,1016,67.7,29,66,6,4,6.0,14.1,1.8
65,23155,Jahan Dotson,WAS,WR,49,518,4,98.4,82.7,9.2,768,45.2,16,83,11,12,6.6,13.8,1.5
66,23232,Alec Pierce,IND,WR,32,514,2,100.0,95.2,14.9,969,57.0,30,65,6,6,6.3,11.9,1.5
67,18422,Kalif Raymond,DET,WR,35,489,1,38.3,29.8,8.8,388,22.8,11,44,5,0,7.8,7.7,2.2
68,22602,Tutu Atwell,LAR,WR,39,483,3,72.0,64.5,11.4,767,47.9,20,67,5,3,6.6,12.8,1.7
69,19922,Justin Watson,KC,WR,27,460,3,56.1,51.2,17.5,928,58.0,34,53,5,6,6.7,9.5,1.7
70,17960,Michael Thomas,NO,WR,39,448,1,85.1,53.9,10.2,650,65.0,17,64,9,7,6.0,17.7,1.4
71,24226,Quentin Johnston,LAC,WR,38,431,2,74.4,65.5,12.9,862,50.7,23,67,8,7,6.9,10.9,1.4
72,14871,Robert Woods,HOU,WR,40,426,1,78.4,70.1,9.8,732,52.3,18,75,10,5,6.2,16.0,1.2
73,18030,Chris Moore,TEN,WR,22,424,0,58.1,57.0,18.3,641,37.7,29,35,1,0,6.6,7.4,1.9
74,23395,Christian Watson,GB,WR,28,422,5,85.3,77.7,15.4,817,90.8,29,53,11,14,5.9,17.7,1.9
75,19867,Michael Gallup,DAL,WR,34,418,2,64.0,53.6,10.9,624,36.7,18,57,6,5,6.5,9.4,1.5
76,23161,Jonathan Mingo,CAR,WR,43,418,0,97.2,87.9,10.8,921,61.4,21,85,3,2,5.8,17.5,1.0
77,21961,Darnell Mooney,CHI,WR,31,414,1,94.6,76.9,10.4,627,41.8,20,60,7,6,6.1,14.1,1.3
78,19318,Kendrick Bourne,NE,WR,37,406,4,81.7,72.5,10.4,574,71.8,16,55,6,2,7.3,20.2,1.8
79,16775,DeVante Parker,NE,WR,33,394,0,83.2,74.2,11.6,640,49.2,19,55,0,1,6.6,14.0,1.3
80,24217,Trey Palmer,TB,WR,39,385,3,78.2,65.5,10.9,741,43.6,19,68,3,5,6.6,12.4,1.4
81,16781,Nelson Agholor,BAL,WR,35,381,4,69.8,52.8,9.3,418,24.6,12,45,7,5,6.5,9.6,2.1
82,23165,Marvin Mims Jr.,DEN,WR,22,377,1,51.4,40.7,15.1,497,31.1,23,33,1,3,7.0,7.4,2.1
83,24125,Jalin Hyatt,NYG,WR,23,373,0,74.2,51.1,21.0,841,49.5,37,40,0,2,6.7,8.3,1.5
84,18047,Demarcus Robinson,LAR,WR,26,371,4,36.4,36.0,12.2,478,29.9,18,39,9,8,6.8,7.5,2.2
85,21734,Nick Westbrook-Ikhine,TEN,WR,28,370,3,74.4,70.6,12.3,552,39.4,20,45,6,6,6.5,11.2,1.9
86,22623,Rashod Bateman,BAL,WR,32,367,1,69.0,57.4,14.5,811,50.7,25,56,4,3,6.0,12.4,1.4
87,23234,Jameson Williams,DET,WR,24,354,2,53.3,53.6,15.6,639,53.2,27,41,4,3,6.8,9.8,1.9
88,22626,Rondale Moore,ARI,WR,40,352,1,84.3,67.2,5.2,322,18.9,8,62,5,1,6.2,11.5,1.7
89,24177,Tre Tucker,LV,WR,19,331,2,39.9,33.8,18.4,624,39.0,33,34,4,4,6.1,6.8,2.1
90,20487,Brandon Powell,MIN,WR,29,324,1,43.6,36.1,7.5,332,19.5,11,44,6,3,7.4,7.4,1.5
91,18926,Zay Jones,JAX,WR,34,321,2,85.1,73.1,13.6,871,96.8,26,64,11,7,6.6,18.4,1.2
92,21263,Trenton Irwin,CIN,WR,25,316,1,44.7,43.6,10.5,337,21.1,13,32,7,1,7.1,5.9,1.9
93,19976,Marquez Valdes-Scantling,KC,WR,21,315,1,70.7,59.2,17.7,742,46.4,35,42,5,4,6.6,7.4,1.3
94,20145,Allen Lazard,NYJ,WR,23,311,1,88.9,75.8,12.2,597,42.6,26,49,3,1,7.0,10.6,1.2
95,20013,Cedrick Wilson Jr.,MIA,WR,22,296,3,53.0,55.8,11.3,429,28.6,20,38,5,5,6.7,8.2,1.8
96,23763,Brandon Johnson,DEN,WR,19,284,4,49.0,41.4,10.9,328,25.2,17,30,6,3,7.2,8.0,2.4
97,21071,Greg Dortch,ARI,WR,24,280,2,45.9,37.8,9.5,390,24.4,16,41,3,2,5.3,8.1,1.6
98,16263,Allen Robinson II,PIT,WR,34,280,0,75.5,72.2,7.5,370,21.8,11,49,4,2,6.4,10.1,1.3
99,22597,Jalen Tolbert,DAL,WR,22,268,2,39.1,39.0,13.2,474,27.9,22,36,4,4,6.0,6.0,1.6
100,21717,Jauan Jennings,SF,WR,19,265,1,59.5,45.8,10.3,340,26.1,18,33,2,2,6.2,9.6,1.6
101,18883,JuJu Smith-Schuster,NE,WR,29,260,1,60.4,64.7,6.8,322,29.3,11,47,3,1,6.6,12.9,1.3
102,20924,Hunter Renfrow,LV,WR,25,255,0,45.8,35.3,5.6,207,12.2,8,37,5,0,7.4,7.0,1.3
103,19023,Mack Hollins,ATL,WR,18,251,0,35.6,39.7,12.3,370,28.5,21,30,2,2,5.6,7.1,1.4
104,18914,Mike Williams,LAC,WR,19,249,1,80.3,78.9,11.8,307,102.3,16,26,2,2,6.4,22.0,1.9
105,24349,A.T. Perry,NO,WR,12,246,4,61.6,44.6,16.3,293,29.3,24,18,4,5,6.4,5.7,3.4
106,23168,Skyy Moore,KC,WR,21,244,1,48.4,52.5,8.9,339,24.2,16,38,6,2,6.6,7.6,1.4
107,20038,Braxton Berrios,MIA,WR,27,238,1,60.2,45.0,6.9,229,14.3,8,33,2,2,8.0,6.6,1.8
108,20679,KhaDarel Hodge,ATL,WR,14,232,0,33.2,33.2,14.4,331,19.5,24,23,0,1,6.2,4.6,1.6
109,18197,Alex Erickson,LAC,WR,16,232,1,55.3,50.6,10.2,295,36.9,18,29,2,1,6.6,9.7,1.6
110,21760,Isaiah Hodgins,NYG,WR,21,230,3,53.8,46.4,8.0,263,15.5,13,33,5,4,7.3,6.8,1.8
111,24472,Xavier Gipson,NYJ,WR,21,229,0,57.0,45.4,9.4,358,21.1,17,38,7,1,6.0,6.8,1.5
112,19044,Jamal Agnew,JAX,WR,14,225,1,36.4,26.9,12.7,253,23.0,18,20,1,1,6.8,5.3,2.0
113,24348,Cedric Tillman,CLE,WR,21,224,0,65.8,64.0,10.6,468,33.4,22,44,6,5,5.4,8.8,1.0
114,23119,Treylon Burks,TEN,WR,16,221,0,78.0,61.9,18.2,547,49.7,34,30,1,1,7.0,9.6,1.3
115,23482,Bo Melton,GB,WR,16,218,1,47.3,44.0,11.1,267,53.4,17,24,4,2,6.5,15.2,1.9
116,21739,Van Jefferson,ATL,WR,20,209,0,61.6,53.5,15.9,686,40.4,34,43,1,3,5.8,7.9,1.0
117,24339,Jake Bobo,SEA,WR,19,196,2,25.0,27.6,6.0,150,8.8,8,25,3,2,7.0,4.6,2.3
118,23463,Kyle Philips,TEN,WR,15,181,0,38.1,23.9,8.9,197,21.9,13,22,1,1,6.1,8.4,1.4
119,22566,Calvin Austin III,PIT,WR,17,180,1,43.7,35.9,12.6,378,22.2,22,30,0,0,6.4,6.2,1.8
120,22614,Kadarius Toney,KC,WR,27,169,1,28.6,26.9,2.9,112,8.6,4,38,5,0,7.9,8.1,1.4
121,24220,Tyler Scott,CHI,WR,17,168,0,44.0,36.5,11.6,370,21.8,22,32,5,3,6.2,6.8,1.1
122,22686,Dyami Brown,WAS,WR,12,168,1,24.8,22.0,16.8,387,22.8,32,23,2,4,7.1,3.8,1.5
123,23148,David Bell,CLE,WR,14,167,3,23.6,22.0,6.2,142,9.5,10,23,2,1,6.9,4.3,2.1
124,21142,Olamide Zaccheaus,PHI,WR,10,164,2,52.7,40.8,10.3,207,12.2,21,20,3,4,6.4,3.8,1.9
125,20816,Lil'Jordan Humphrey,DEN,WR,13,162,3,40.4,39.9,9.8,186,10.9,14,19,4,2,7.2,4.0,2.5
126,21138,Scotty Miller,ATL,WR,11,161,2,23.0,22.9,12.2,195,11.5,18,16,3,2,7.2,3.2,2.4
127,20150,Byron Pringle,WAS,WR,14,161,0,15.7,16.8,13.5,297,17.5,21,22,0,0,6.2,3.7,1.3
128,16866,Jamison Crowder,WAS,WR,16,159,1,13.1,11.7,6.1,122,7.2,8,20,1,2,7.9,3.3,1.8
129,23160,John Metchie III,HOU,WR,16,158,0,30.6,29.7,8.9,266,16.6,17,30,4,3,6.5,5.9,1.1
130,21754,Donovan Peoples-Jones,DET,WR,13,155,0,46.8,47.6,10.9,273,18.2,21,25,1,1,5.4,5.0,1.1
131,21163,Deonte Harty,BUF,WR,15,150,1,18.8,14.1,10.8,227,14.2,15,21,3,0,7.1,4.2,1.9
132,21957,Quez Watkins,PHI,WR,15,142,1,61.6,49.2,11.7,245,27.2,16,21,3,2,7.4,7.4,1.7
133,22685,Terrace Marshall Jr.,CAR,WR,19,139,0,64.3,54.8,7.2,238,26.4,13,33,3,0,5.9,10.8,1.0
134,21686,Jalen Reagor,NE,WR,7,138,0,56.5,47.9,15.4,370,33.6,53,24,1,1,5.1,7.4,1.2
135,19961,Ray-Ray McCloud,SF,WR,12,135,0,34.0,27.8,6.3,94,7.8,8,15,1,0,8.3,4.8,1.9
136,24143,Parker Washington,JAX,WR,16,132,2,51.9,39.2,7.4,155,17.2,10,21,3,2,7.1,6.3,1.9
137,24068,KaVontae Turpin,DAL,WR,12,127,3,14.2,12.0,9.1,163,10.2,14,18,6,3,7.5,3.2,3.3
138,18187,Robbie Chosen,MIA,WR,4,126,1,21.8,23.4,23.5,141,15.7,35,6,0,0,7.5,2.2,3.8
139,24362,Malik Heath,GB,WR,15,125,1,26.0,29.9,8.8,210,16.1,14,24,5,5,7.2,5.6,1.4
140,20788,Mecole Hardman Jr.,KC,WR,15,124,0,27.4,24.8,5.7,137,13.7,9,24,2,0,7.6,7.4,1.1
141,19755,River Cracraft,MIA,WR,9,121,1,24.2,28.4,7.7,92,9.2,10,12,4,3,8.1,4.0,2.2
142,24119,Andrei Iosivas,CIN,WR,15,116,4,23.7,23.9,8.6,215,13.4,14,25,5,4,6.6,4.5,2.0
143,20077,Richie James,KC,WR,10,114,0,27.8,22.6,9.2,129,14.3,13,14,1,0,7.5,4.5,1.4
144,21005,Parris Campbell,NYG,WR,20,104,0,40.5,27.0,3.4,91,7.6,5,27,3,0,6.2,8.1,1.1
145,19120,David Moore,TB,WR,5,94,1,19.4,22.5,7.0,49,7.0,10,7,1,0,6.4,3.3,2.9
146,23469,Tyquan Thornton,NE,WR,13,91,0,44.6,40.7,10.0,230,25.6,18,23,0,0,6.2,8.4,1.2
147,24347,Xavier Hutchinson,HOU,WR,8,90,0,27.4,25.8,11.4,216,13.5,27,19,1,0,6.0,3.6,1.1
148,21448,Jalen Guyton,LAC,WR,10,89,1,57.8,49.0,10.4,218,27.2,22,21,4,2,6.2,7.3,1.2
149,20081,Trent Sherfield Sr.,BUF,WR,11,86,1,32.0,34.2,8.6,190,11.9,17,22,3,3,7.0,4.4,1.2
150,23746,Deven Thompkins,TB,WR,17,83,1,22.0,21.6,6.1,153,9.0,9,25,4,4,7.1,4.5,1.4
151,21743,Lynn Bowden Jr.,NO,WR,11,83,0,22.0,24.9,5.0,80,5.3,7,16,0,0,6.2,3.1,1.4
152,22892,Tim Jones,JAX,WR,11,83,0,29.9,29.1,8.4,152,8.9,14,18,0,0,5.8,3.0,1.1
153,19043,Isaiah McKenzie,IND,WR,11,82,0,11.0,12.5,2.5,35,2.7,3,14,0,0,8.2,3.2,1.3
154,23634,Samori Toure,GB,WR,8,78,0,21.2,19.2,17.6,316,28.7,40,18,2,4,6.7,5.0,1.0
155,21752,Chase Claypool,MIA,WR,8,77,1,29.5,26.6,10.9,230,19.2,29,21,2,3,6.1,5.7,1.0
156,13291,Julio Jones,PHI,WR,11,74,3,43.5,33.5,7.4,141,12.8,13,19,4,2,6.8,5.8,1.9
157,16837,Chris Conley,SF,WR,3,69,0,20.5,20.9,12.3,74,9.2,25,6,1,1,7.9,2.6,1.6
158,22627,Ronnie Bell,SF,WR,6,68,3,13.8,16.7,12.3,160,9.4,27,13,4,3,6.3,2.9,2.4
159,14865,Marquise Goodwin,CLE,WR,4,67,0,16.6,13.2,30.1,391,32.6,98,13,0,1,5.0,3.1,1.1
160,24121,Derius Davis,LAC,WR,15,66,0,10.0,12.6,-2.2,-38,-2.2,-3,17,1,0,7.7,2.8,2.1
161,22590,Ben Skowronek,LAR,WR,8,66,1,13.4,18.7,7.3,88,5.2,11,12,3,1,6.9,2.2,1.8
162,24397,Jalen Brooks,DAL,WR,6,64,0,12.2,13.6,6.0,36,5.1,6,6,0,0,8.0,2.3,2.1
163,24122,Charlie Jones,CIN,WR,7,64,0,6.8,5.9,8.8,79,7.2,11,9,0,0,6.9,2.4,2.3
164,20398,Equanimeous St. Brown,CHI,WR,5,62,0,51.7,43.8,8.8,53,7.6,11,6,0,0,7.1,3.2,1.9
165,21697,Laviska Shenault Jr.,CAR,WR,10,60,0,14.3,16.0,-2.5,-25,-3.1,-3,10,0,0,8.3,3.7,2.1
166,23166,Rakim Jarrett,TB,WR,4,60,0,14.0,16.7,15.8,142,14.2,36,9,0,0,5.0,2.7,1.1
167,17961,Sterling Shepard,NYG,WR,10,57,1,17.8,14.5,7.3,160,10.7,16,22,6,5,7.0,4.9,0.9
168,24345,Jason Brownlee,NYJ,WR,5,56,1,66.3,60.2,7.8,62,8.8,12,8,1,0,5.0,3.4,2.1
169,21473,D.J. Montgomery,IND,WR,3,56,1,24.8,25.8,12.1,97,13.8,32,8,2,1,7.2,3.6,1.8
170,23163,Justyn Ross,KC,WR,6,53,0,18.9,18.6,9.8,108,10.8,18,11,1,0,8.0,3.1,1.0
171,22595,Ihmir Smith-Marsette,CAR,WR,8,51,0,8.9,10.7,0.9,9,0.5,1,10,0,0,7.0,1.9,3.2
172,22620,Mike Strachan,CAR,WR,1,45,0,19.4,20.3,24.3,73,18.2,73,3,0,0,7.5,2.5,1.8
173,23302,Britain Covey,PHI,WR,4,42,0,6.5,5.0,8.7,52,3.2,13,6,1,1,7.9,1.2,1.4
174,13227,Randall Cobb,NYJ,WR,5,39,1,39.5,31.3,9.7,165,15.0,33,17,4,0,6.6,5.1,1.0
175,17218,DeAndre Carter,LV,WR,4,39,0,8.1,9.6,0.6,4,0.2,1,7,1,0,6.8,1.3,1.4
176,20071,Keith Kirkwood,NO,WR,5,37,1,13.8,19.7,10.1,91,7.0,18,9,3,3,5.5,2.0,1.6
177,21072,Keelan Doss,LAC,WR,6,33,0,32.4,25.5,7.5,97,19.4,16,13,2,2,6.7,7.5,0.7
178,22973,Austin Trammell,LAR,WR,4,29,0,6.6,6.4,3.6,25,1.6,6,7,0,0,6.8,1.4,0.7
179,23368,Jalen Nailor,MIN,WR,3,29,0,23.4,23.8,9.0,54,9.0,18,6,0,0,5.8,2.9,1.0
180,21400,Steven Sims,HOU,WR,3,25,0,5.4,5.9,-0.7,-2,-0.7,-1,3,0,0,6.7,2.8,1.9
181,16855,Ty Montgomery II,NE,WR,4,23,0,5.9,4.4,7.1,71,5.9,18,10,2,0,,2.5,0.7
182,23481,Velus Jones Jr.,CHI,WR,4,20,0,13.1,11.1,12.4,87,6.2,22,7,0,1,7.5,1.8,1.6
183,23121,Kayshon Boutte,NE,WR,2,19,0,41.9,33.0,17.9,125,25.0,63,7,2,1,6.4,4.0,0.6
184,19172,Zach Pascal,ARI,WR,4,19,0,19.2,21.4,10.7,160,11.4,40,15,3,3,4.0,3.3,0.4
185,21721,Devin Duvernay,BAL,WR,4,18,0,14.5,14.6,9.0,81,6.2,20,9,1,0,6.4,2.5,0.8
186,21037,Miles Boykin,PIT,WR,3,17,0,6.1,11.6,4.8,19,1.1,6,4,0,0,6.2,0.8,1.2
187,17914,Laquon Treadwell,BAL,WR,1,16,0,25.4,18.2,12.0,36,7.2,36,3,0,0,5.8,2.2,0.9
188,16141,Willie Snead IV,SF,WR,2,14,0,18.2,17.4,6.0,18,4.5,9,3,1,0,6.7,2.6,1.1
189,21169,Malik Taylor,NYJ,WR,2,13,0,31.2,21.8,22.2,89,29.7,45,4,0,0,7.5,3.4,0.8
190,21730,Collin Johnson,CHI,WR,1,11,0,17.3,19.9,7.0,7,2.3,7,1,0,0,7.5,1.5,2.1
191,22604,Tylan Wallace,BAL,WR,1,11,0,7.9,7.5,11.5,23,2.1,23,2,0,0,6.2,0.6,4.0
192,20963,Cody Thompson,SEA,WR,1,10,0,3.0,4.0,6.0,6,0.8,6,1,0,0,7.5,0.5,2.0
193,21725,Trishton Jackson,MIN,WR,2,9,0,18.5,14.9,4.0,16,2.3,8,4,2,0,6.9,1.6,1.2
194,22645,Simi Fehoko,LAC,WR,1,9,1,4.0,5.7,9.0,18,3.0,18,2,1,0,6.2,1.0,4.0
195,21675,Tyler Johnson,LAR,WR,2,8,1,0.0,0.0,0.0,0,0.0,0,3,1,0,,13.0,2.9
196,24494,Colton Dowell,TEN,WR,1,3,0,7.2,8.0,20.0,40,4.0,40,2,0,0,6.2,0.8,0.7
197,24293,Antoine Green,DET,WR,1,2,0,13.6,14.5,5.5,11,1.2,11,2,1,0,5.0,0.7,0.6
198,22683,Jacob Harris,JAX,WR,0,0,0,4.2,8.1,0.0,0,0.0,,0,0,0,0.0,0.0,0.0
199,22644,DJ Turner,LV,WR,0,0,0,0.3,1.2,0.0,0,0.0,,0,0,0,,0.0,0.0
200,20792,N'Keal Harry,MIN,WR,0,0,0,1.9,3.9,0.0,0,0.0,,0,0,0,0.0,0.0,0.0
201,23624,Dareke Young,SEA,WR,0,0,0,1.0,1.9,0.0,0,0.0,,0,0,0,0.0,0.0,0.0
202,17141,Damiere Byrd,ATL,WR,0,0,0,31.6,29.4,22.5,45,45.0,,2,0,0,2.5,5.9,0.0
203,20820,Andy Isabella,BUF,WR,0,0,0,1.1,1.2,0.0,0,0.0,,0,0,0,0.0,0.0,0.0
204,19897,Tre'Quan Smith,DEN,WR,0,0,0,21.1,18.3,0.0,0,0.0,,0,0,0,0.0,0.0,0.0
205,23325,Erik Ezukanma,MIA,WR,0,0,0,15.8,23.0,8.0,8,4.0,,1,0,0,2.5,1.4,2.2
206,22417,Kristian Wilkerson,LV,WR,0,0,0,54.0,44.2,0.0,0,0.0,,0,0,0,0.0,0.0,0.0
207,22596,Jaelon Darden,CLE,WR,0,0,0,0.0,0.0,0.0,0,0.0,,0,0,0,,0.0,0.0
208,22594,Frank Darby,ATL,WR,0,0,0,0.0,0.0,0.0,0,0.0,,0,0,0,,0.0,0.0
209,7651,Matthew Slater,NE,WR,0,0,0,0.0,0.0,0.0,0,0.0,,0,0,0,,0.0,0.0
210,24749,Shedrick Jackson,CIN,WR,0,0,0,1.8,2.6,30.0,30,10.0,,1,0,0,2.5,0.9,0.0
211,21724,Easop Winston Jr.,SEA,WR,0,0,0,0.0,0.0,0.0,0,0.0,,0,0,0,,0.0,0.0
