rank,id,player,team,pos,gp,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,def_sck,def_int,fum_forced,fum_recovered,fpts_ppr_per_gp,fpts_ppr
27,24120,Rashee Rice,KC,WR,16,0,0,0,-3,0,79,938,7,0,0,0,0,13.3,212.5
28,18880,Chris Godwin,TB,WR,17,0,0,0,38,1,83,1024,2,0,0,0,0,12.3,209.2
29,20873,Terry McLaurin,WAS,WR,17,0,0,0,0,1,79,1002,4,0,0,0,0,12.3,209.2
30,23153,George Pickens,PIT,WR,17,0,0,0,18,0,63,1140,5,0,0,0,0,12.3,208.8
31,23120,Zay Flowers,BAL,WR,16,0,0,0,56,1,77,858,5,0,0,0,0,12.9,206.4
32,16830,Tyler Lockett,SEA,WR,17,0,0,0,0,0,79,894,5,0,0,0,0,11.9,202.4
33,21685,Justin Jefferson,MIN,WR,10,0,0,0,-12,0,68,1074,5,0,0,0,0,20.2,202.2
34,22598,Jaylen Waddle,MIA,WR,14,0,0,0,12,0,72,1014,4,0,0,0,0,14.2,198.6
35,19800,Courtland Sutton,DEN,WR,16,0,0,0,0,0,59,772,10,0,0,0,0,11.9,190.2
36,23167,Romeo Doubs,GB,WR,17,0,0,0,0,0,59,674,8,0,0,0,0,10.3,174.4
37,23151,Drake London,ATL,WR,16,22,0,0,0,0,69,905,2,0,0,0,0,10.9,174.4
38,16568,Brandin Cooks,DAL,WR,16,0,0,0,35,0,54,657,8,0,0,0,0,10.8,173.2
39,24176,Tank Dell,HOU,WR,11,0,0,0,51,0,47,709,7,0,0,0,0,15.0,165.0
40,18882,Cooper Kupp,LAR,WR,12,0,0,0,-3,0,59,737,5,0,0,0,0,13.7,164.4
41,21735,Gabe Davis,BUF,WR,17,0,0,0,-2,0,45,746,7,0,0,0,0,9.5,161.4
42,18928,Curtis Samuel,WAS,WR,16,0,0,0,39,1,62,613,4,0,0,0,0,9.8,157.2
43,24145,Josh Downs,IND,WR,17,0,0,0,0,0,68,771,2,0,0,0,0,9.2,157.1
44,21077,Diontae Johnson,PIT,WR,13,0,0,0,0,0,51,717,5,0,0,0,0,11.7,152.7
45,20943,Darius Slayton,NYG,WR,17,0,0,0,0,0,50,770,4,0,0,0,0,8.9,151.0
46,19815,Christian Kirk,JAX,WR,12,-1,0,0,6,0,57,787,3,0,0,0,0,12.5,150.3
47,23157,Jaxon Smith-Njigba,SEA,WR,17,0,0,0,0,0,63,628,4,0,0,0,0,8.8,149.8
48,23729,Rashid Shaheed,NO,WR,15,0,0,0,37,0,46,719,5,0,0,0,0,10.0,149.6
49,17986,Tyler Boyd,CIN,WR,17,0,0,1,11,0,67,667,2,0,0,0,0,8.5,144.8
50,21692,Jerry Jeudy,DEN,WR,16,0,0,0,0,0,54,758,2,0,0,0,0,8.9,141.8
51,21690,Tee Higgins,CIN,WR,12,0,0,0,0,0,42,656,5,0,0,0,0,11.5,137.6
52,21045,Marquise Brown,ARI,WR,14,0,0,0,23,0,51,574,4,0,0,0,0,9.6,134.7
53,23170,Wan'Dale Robinson,NYG,WR,15,0,0,0,87,1,60,525,1,0,0,0,0,8.9,133.2
54,22592,Elijah Moore,CLE,WR,17,0,0,0,11,0,59,640,2,0,0,0,0,7.8,132.1
55,19017,Josh Reynolds,DET,WR,17,0,0,0,0,0,40,608,5,0,0,0,0,7.6,128.8
56,23155,Jahan Dotson,WAS,WR,17,0,0,0,0,0,49,518,4,0,0,0,0,7.3,124.8
57,21714,K.J. Osborn,MIN,WR,16,0,0,0,0,0,48,540,3,0,0,0,0,7.5,120.0
58,23253,Dontayvion Wicks,GB,WR,15,14,0,0,1,0,39,581,4,0,0,0,0,8.0,119.8
59,19816,DJ Chark,CAR,WR,15,0,0,0,0,0,35,525,5,0,0,0,0,7.7,115.5
60,24173,Michael Wilson,ARI,WR,13,0,0,0,0,0,38,565,3,0,0,0,0,8.8,114.5
61,23227,Khalil Shakir,BUF,WR,17,0,0,0,10,0,39,611,2,0,0,0,0,6.7,113.1
62,22602,Tutu Atwell,LAR,WR,16,0,0,0,31,0,39,483,3,0,0,0,0,7.0,112.4
63,16389,Odell Beckham Jr.,BAL,WR,14,0,0,0,0,0,35,565,3,0,0,0,0,7.7,107.5
64,24180,Demario Douglas,NE,WR,14,0,0,0,41,0,49,561,0,0,0,0,0,7.7,107.2
65,22613,Joshua Palmer,LAC,WR,10,0,0,0,6,0,38,581,2,0,0,0,0,10.7,106.7
66,22626,Rondale Moore,ARI,WR,17,0,0,0,178,1,40,352,1,0,0,0,0,6.2,105.0
67,19080,Noah Brown,HOU,WR,10,0,0,0,-1,0,33,567,2,0,0,0,0,10.2,101.6
68,23395,Christian Watson,GB,WR,9,0,0,0,11,0,28,422,5,0,0,0,0,11.3,101.3
69,19318,Kendrick Bourne,NE,WR,8,0,0,0,4,0,37,406,4,0,0,0,0,12.5,100.0
70,18422,Kalif Raymond,DET,WR,17,0,0,0,75,0,35,489,1,0,0,0,0,5.7,97.4
71,16781,Nelson Agholor,BAL,WR,17,0,0,0,0,0,35,381,4,0,0,0,0,5.7,97.1
72,24217,Trey Palmer,TB,WR,17,0,0,0,22,0,39,385,3,0,0,0,0,5.6,95.7
73,23232,Alec Pierce,IND,WR,17,0,0,0,0,0,32,514,2,0,0,0,0,5.6,95.4
74,24226,Quentin Johnston,LAC,WR,17,0,0,0,9,0,38,431,2,0,0,0,0,5.5,94.0
75,17960,Michael Thomas,NO,WR,10,0,0,0,0,0,39,448,1,0,0,0,0,9.0,89.8
76,14871,Robert Woods,HOU,WR,14,0,0,0,7,0,40,426,1,0,0,0,0,6.4,89.3
77,19922,Justin Watson,KC,WR,16,0,0,0,0,0,27,460,3,0,0,0,0,5.6,89.0
78,19867,Michael Gallup,DAL,WR,17,0,0,0,0,0,34,418,2,0,0,0,0,5.2,87.8
79,18047,Demarcus Robinson,LAR,WR,16,0,0,0,23,0,26,371,4,0,0,0,0,5.5,87.4
80,21734,Nick Westbrook-Ikhine,TEN,WR,14,0,0,0,0,0,28,370,3,0,0,0,0,6.1,85.0
81,23161,Jonathan Mingo,CAR,WR,15,0,0,0,0,0,43,418,0,0,0,0,0,5.7,84.8
82,23234,Jameson Williams,DET,WR,12,0,0,0,29,1,24,354,2,0,0,0,0,6.7,80.3
83,21961,Darnell Mooney,CHI,WR,15,0,0,0,5,0,31,414,1,0,0,0,0,5.3,78.9
84,18926,Zay Jones,JAX,WR,9,0,0,0,0,0,34,321,2,0,0,0,0,8.7,78.1
85,22623,Rashod Bateman,BAL,WR,16,0,0,0,18,0,32,367,1,0,0,0,0,4.8,76.5
86,23763,Brandon Johnson,DEN,WR,13,0,0,0,0,0,19,284,4,0,0,0,0,5.6,73.4
87,16775,DeVante Parker,NE,WR,13,0,0,0,0,0,33,394,0,0,0,0,0,5.6,72.4
88,24177,Tre Tucker,LV,WR,16,0,0,0,77,0,19,331,2,0,0,0,0,4.5,71.8
89,20013,Cedrick Wilson Jr.,MIA,WR,15,0,0,0,0,0,22,296,3,0,0,0,0,4.6,69.6
90,18030,Chris Moore,TEN,WR,17,0,0,0,39,0,22,424,0,0,0,1,0,4.0,68.3
91,20487,Brandon Powell,MIN,WR,17,0,0,0,17,0,29,324,1,0,0,0,0,3.9,67.1
92,23165,Marvin Mims Jr.,DEN,WR,16,0,0,0,30,0,22,377,1,0,0,0,0,4.0,64.7
93,21071,Greg Dortch,ARI,WR,16,0,0,0,5,0,24,280,2,0,0,0,0,4.0,64.5
94,21263,Trenton Irwin,CIN,WR,16,0,0,0,0,0,25,316,1,0,0,0,0,3.9,62.6
95,16263,Allen Robinson II,PIT,WR,17,0,0,0,0,0,34,280,0,0,0,0,0,3.6,62.0
96,18883,JuJu Smith-Schuster,NE,WR,11,0,0,0,0,0,29,260,1,0,0,0,0,5.5,61.0
97,24349,A.T. Perry,NO,WR,10,0,0,0,0,0,12,246,4,0,0,0,0,6.1,60.6
98,24125,Jalin Hyatt,NYG,WR,17,0,0,0,0,0,23,373,0,0,0,0,0,3.5,60.3
99,20145,Allen Lazard,NYJ,WR,14,0,0,0,0,0,23,311,1,0,0,0,0,4.3,60.1
100,21760,Isaiah Hodgins,NYG,WR,17,0,0,0,0,0,21,230,3,0,0,0,0,3.5,60.0
101,24068,KaVontae Turpin,DAL,WR,16,0,0,0,110,1,12,127,3,0,0,0,0,3.7,59.7
102,22597,Jalen Tolbert,DAL,WR,17,0,0,0,0,0,22,268,2,0,0,0,0,3.5,58.8
103,20038,Braxton Berrios,MIA,WR,16,0,0,0,11,0,27,238,1,0,0,0,0,3.6,57.9
104,24339,Jake Bobo,SEA,WR,17,0,0,0,3,1,19,196,2,0,0,0,0,3.3,56.9
105,19976,Marquez Valdes-Scantling,KC,WR,16,0,0,0,0,0,21,315,1,0,0,0,0,3.5,56.5
106,23168,Skyy Moore,KC,WR,14,0,0,0,23,0,21,244,1,0,0,0,0,3.8,53.7
107,22614,Kadarius Toney,KC,WR,13,0,0,0,31,0,27,169,1,0,0,0,0,4.1,53.0
108,24472,Xavier Gipson,NYJ,WR,17,0,0,0,68,1,21,229,0,0,0,0,0,3.1,52.7
109,22566,Calvin Austin III,PIT,WR,17,0,0,0,57,1,17,180,1,0,0,0,0,3.1,52.7
110,21717,Jauan Jennings,SF,WR,13,0,0,0,0,0,19,265,1,0,0,0,0,4.0,51.5
111,24119,Andrei Iosivas,CIN,WR,16,0,0,0,0,0,15,116,4,0,0,0,0,3.2,50.6
112,18914,Mike Williams,LAC,WR,3,0,0,0,3,0,19,249,1,0,0,0,0,16.7,50.2
113,23148,David Bell,CLE,WR,15,0,0,0,0,0,14,167,3,0,0,0,0,3.2,48.7
114,20924,Hunter Renfrow,LV,WR,17,0,0,0,0,0,25,255,0,0,0,0,0,2.9,48.5
115,20816,Lil'Jordan Humphrey,DEN,WR,17,0,0,0,0,0,13,162,3,0,0,0,0,2.8,47.2
116,23482,Bo Melton,GB,WR,5,0,0,0,21,0,16,218,1,0,0,0,0,9.2,45.9
117,18197,Alex Erickson,LAC,WR,8,0,0,0,0,0,16,232,1,0,0,0,0,5.7,45.2
118,24348,Cedric Tillman,CLE,WR,14,0,0,0,8,0,21,224,0,0,0,0,0,3.2,44.2
119,19023,Mack Hollins,ATL,WR,13,0,0,0,0,0,18,251,0,0,0,0,0,3.3,43.1
120,21739,Van Jefferson,ATL,WR,17,0,0,0,4,0,20,209,0,0,0,0,0,2.4,41.3
121,19044,Jamal Agnew,JAX,WR,11,0,0,0,-2,0,14,225,1,0,0,0,0,3.7,40.3
122,23119,Treylon Burks,TEN,WR,11,0,0,0,18,0,16,221,0,0,0,0,0,3.6,39.9
123,24143,Parker Washington,JAX,WR,9,0,0,0,0,0,16,132,2,0,0,0,0,4.4,39.2
124,21138,Scotty Miller,ATL,WR,17,0,0,0,0,0,11,161,2,0,0,0,0,2.3,39.1
125,21142,Olamide Zaccheaus,PHI,WR,17,0,0,0,0,0,10,164,2,0,0,0,0,2.3,38.4
126,20679,KhaDarel Hodge,ATL,WR,17,0,0,0,0,0,14,232,0,0,0,0,0,2.2,37.2
127,13291,Julio Jones,PHI,WR,11,0,0,0,0,0,11,74,3,0,0,0,0,3.3,36.4
128,24220,Tyler Scott,CHI,WR,17,0,0,0,41,0,17,168,0,0,0,0,0,2.1,35.9
129,16866,Jamison Crowder,WAS,WR,17,0,0,0,0,0,16,159,1,0,0,0,0,2.1,35.9
130,21957,Quez Watkins,PHI,WR,9,0,0,0,0,0,15,142,1,0,0,0,0,3.9,35.2
131,22686,Dyami Brown,WAS,WR,17,4,0,0,0,0,12,168,1,0,0,0,1,2.1,35.0
132,23746,Deven Thompkins,TB,WR,17,0,0,0,56,0,17,83,1,0,0,0,0,2.1,34.9
133,21163,Deonte Harty,BUF,WR,16,0,0,0,0,0,15,150,1,0,0,0,0,2.1,34.0
134,24362,Malik Heath,GB,WR,13,0,0,0,0,0,15,125,1,0,0,0,0,2.6,33.5
135,22685,Terrace Marshall Jr.,CAR,WR,9,0,0,0,0,0,19,139,0,0,0,0,0,3.7,32.9
136,23160,John Metchie III,HOU,WR,16,0,0,0,4,0,16,158,0,0,0,0,0,2.0,32.2
137,23463,Kyle Philips,TEN,WR,9,0,0,0,0,0,15,181,0,0,0,0,0,3.5,31.1
138,22627,Ronnie Bell,SF,WR,17,0,0,0,0,0,6,68,3,0,0,0,1,1.8,30.8
139,21005,Parris Campbell,NYG,WR,12,0,0,0,0,0,20,104,0,0,0,0,0,2.5,30.4
140,24121,Derius Davis,LAC,WR,17,0,0,0,101,0,15,66,0,0,0,0,0,1.7,29.7
141,21754,Donovan Peoples-Jones,DET,WR,15,0,0,0,0,0,13,155,0,0,0,0,0,1.9,28.5
142,19961,Ray-Ray McCloud,SF,WR,12,0,0,0,30,0,12,135,0,0,0,0,0,2.4,28.5
143,20150,Byron Pringle,WAS,WR,17,0,0,0,0,0,14,161,0,0,0,0,0,1.7,28.1
144,23469,Tyquan Thornton,NE,WR,9,0,0,0,51,0,13,91,0,0,0,0,0,3.0,27.2
145,19755,River Cracraft,MIA,WR,10,0,0,0,0,0,9,121,1,0,0,0,0,2.7,27.1
146,22595,Ihmir Smith-Marsette,CAR,WR,17,0,0,0,74,1,8,51,0,0,0,0,0,1.6,26.5
147,20788,Mecole Hardman Jr.,KC,WR,11,0,0,0,3,0,15,124,0,0,0,0,0,2.3,25.7
148,20081,Trent Sherfield Sr.,BUF,WR,17,0,0,0,0,0,11,86,1,0,0,0,0,1.5,25.6
149,21448,Jalen Guyton,LAC,WR,8,0,0,0,0,0,10,89,1,0,0,0,0,3.1,24.9
150,18187,Robbie Chosen,MIA,WR,9,0,0,0,0,0,4,126,1,0,0,0,0,2.5,22.6
151,21743,Lynn Bowden Jr.,NO,WR,15,0,0,0,32,0,11,83,0,0,0,0,0,1.5,22.5
152,21686,Jalen Reagor,NE,WR,11,0,0,0,17,0,7,138,0,0,0,0,0,2.0,22.5
153,24347,Xavier Hutchinson,HOU,WR,16,0,0,0,49,0,8,90,0,0,0,0,0,1.4,21.9
154,21752,Chase Claypool,MIA,WR,12,0,0,0,0,0,8,77,1,0,0,0,0,1.8,21.7
155,21697,Laviska Shenault Jr.,CAR,WR,8,0,0,0,55,0,10,60,0,0,0,0,1,2.7,21.5
156,22590,Ben Skowronek,LAR,WR,17,0,0,0,9,0,8,66,1,0,0,0,0,1.3,21.5
157,19043,Isaiah McKenzie,IND,WR,13,0,0,0,14,0,11,82,0,0,0,0,0,1.6,20.6
158,19120,David Moore,TB,WR,7,0,0,0,0,0,5,94,1,0,0,0,0,2.9,20.4
159,17961,Sterling Shepard,NYG,WR,15,0,0,0,6,0,10,57,1,0,0,0,0,1.4,20.3
160,20077,Richie James,KC,WR,9,0,0,0,0,0,10,114,0,0,0,0,0,2.2,19.4
161,22892,Tim Jones,JAX,WR,17,0,0,0,0,0,11,83,0,0,0,0,1,1.1,19.3
162,23634,Samori Toure,GB,WR,11,0,0,0,0,0,8,78,0,0,0,0,0,1.6,17.8
163,13227,Randall Cobb,NYJ,WR,11,0,0,0,0,0,5,39,1,0,0,0,0,1.5,16.9
164,24345,Jason Brownlee,NYJ,WR,7,0,0,0,0,0,5,56,1,0,0,0,0,2.4,16.6
165,24122,Charlie Jones,CIN,WR,11,0,0,0,13,0,7,64,0,0,0,0,0,1.3,14.7
166,20071,Keith Kirkwood,NO,WR,13,0,0,0,0,0,5,37,1,0,0,0,0,1.1,14.7
167,21473,D.J. Montgomery,IND,WR,7,0,0,0,0,0,3,56,1,0,0,0,0,2.1,14.6
168,14865,Marquise Goodwin,CLE,WR,12,0,0,0,33,0,4,67,0,0,0,0,0,1.2,14.0
169,24397,Jalen Brooks,DAL,WR,7,0,0,0,0,0,6,64,0,0,0,0,0,1.8,12.4
170,23163,Justyn Ross,KC,WR,10,0,0,0,0,0,6,53,0,0,0,0,0,1.1,11.3
171,20398,Equanimeous St. Brown,CHI,WR,7,0,0,0,0,0,5,62,0,0,0,0,0,1.6,11.2
172,23481,Velus Jones Jr.,CHI,WR,14,0,0,0,51,0,4,20,0,0,0,0,0,0.8,11.1
173,23166,Rakim Jarrett,TB,WR,10,0,0,0,0,0,4,60,0,0,0,0,0,1.0,10.0
174,16837,Chris Conley,SF,WR,8,0,0,0,0,0,3,69,0,0,0,0,0,1.2,9.9
175,16855,Ty Montgomery II,NE,WR,13,0,0,0,9,0,5,40,0,0,0,0,0,0.8,9.9
176,17218,DeAndre Carter,LV,WR,17,0,0,0,18,0,4,39,0,0,0,0,1,0.6,9.7
177,21072,Keelan Doss,LAC,WR,5,0,0,0,0,0,6,33,0,0,0,0,0,1.9,9.3
178,21675,Tyler Johnson,LAR,WR,1,0,0,0,0,0,2,8,1,0,0,0,0,8.8,8.8
179,23302,Britain Covey,PHI,WR,16,0,0,0,0,0,4,42,0,0,0,0,0,0.5,8.2
180,22645,Simi Fehoko,LAC,WR,6,0,0,0,0,0,1,9,1,0,0,0,0,1.3,7.9
181,21721,Devin Duvernay,BAL,WR,13,0,0,0,15,0,4,18,0,0,0,0,1,0.6,7.3
182,24755,Elijah Cooks,JAX,WR,9,0,0,0,0,0,3,38,0,0,0,0,0,0.8,6.8
183,13870,Marvin Jones Jr.,DET,WR,6,0,0,0,0,0,5,35,0,0,0,0,0,1.1,6.5
184,23368,Jalen Nailor,MIN,WR,6,0,0,0,0,0,3,29,0,0,0,0,0,1.0,5.9
185,19172,Zach Pascal,ARI,WR,14,0,0,0,0,0,4,19,0,0,0,0,0,0.4,5.9
186,21400,Steven Sims,HOU,WR,3,0,0,0,1,0,3,25,0,0,0,0,0,1.9,5.6
187,22620,Mike Strachan,CAR,WR,4,0,0,0,0,0,1,45,0,0,0,0,0,1.4,5.5
188,22973,Austin Trammell,LAR,WR,16,0,0,0,0,0,4,29,0,0,0,0,0,0.3,4.9
189,21725,Trishton Jackson,MIN,WR,7,0,0,0,0,0,2,9,0,0,0,0,0,0.7,4.9
190,21037,Miles Boykin,PIT,WR,17,0,0,0,0,0,3,17,0,0,0,0,0,0.3,4.7
191,23121,Kayshon Boutte,NE,WR,5,0,0,0,0,0,2,19,0,0,0,0,0,0.8,3.9
192,16141,Willie Snead IV,SF,WR,4,0,0,0,0,0,2,14,0,0,0,0,0,0.8,3.4
193,21169,Malik Taylor,NYJ,WR,3,0,0,0,0,0,2,13,0,0,0,0,0,1.1,3.3
194,17914,Laquon Treadwell,BAL,WR,5,0,0,0,0,0,1,16,0,0,0,0,0,0.5,2.6
195,23325,Erik Ezukanma,MIA,WR,2,0,0,0,22,0,0,0,0,0,0,0,0,1.1,2.2
196,21730,Collin Johnson,CHI,WR,3,0,0,0,0,0,1,11,0,0,0,0,0,0.7,2.1
197,22604,Tylan Wallace,BAL,WR,11,0,0,0,0,0,1,11,0,0,0,0,0,0.2,2.1
198,20963,Cody Thompson,SEA,WR,7,0,0,0,0,0,1,10,0,0,0,0,0,0.3,2.0
199,22415,Mason Kinsey,TEN,WR,6,0,0,0,0,0,1,6,0,0,0,0,0,0.3,1.6
200,24494,Colton Dowell,TEN,WR,10,0,0,0,0,0,1,3,0,0,0,0,0,0.1,1.3
201,24293,Antoine Green,DET,WR,9,0,0,0,0,0,1,2,0,0,0,0,0,0.1,1.2
202,23909,Kwamie Lassiter II,CIN,WR,1,0,0,0,0,0,1,2,0,0,0,0,0,1.2,1.2
203,22569,Dee Eskridge,SEA,WR,4,0,0,0,5,0,0,0,0,0,0,0,0,0.1,0.5
204,22234,Andre Baccellia,ARI,WR,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
205,23659,Tay Martin,SF,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
206,21750,Marquez Callaway,NO,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
207,20939,David Sills,DEN,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
208,20886,Stanley Morgan Jr.,CIN,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
209,23962,Irvin Charles,NYJ,WR,12,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
210,23998,Ethan Fernea,IND,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
211,22339,Kirk Merritt,NO,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
212,22345,Dan Chisena,ARI,WR,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
213,22596,Jaelon Darden,CLE,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
214,22600,Johnny Johnson III,HOU,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
215,22644,DJ Turner,LV,WR,10,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0
216,19897,Tre'Quan Smith,DEN,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
217,17141,Damiere Byrd,ATL,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
218,22575,Amari Rodgers,IND,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
219,22683,Jacob Harris,JAX,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
220,22591,Dez Fitzpatrick,PIT,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
221,23587,Devon Allen,PHI,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
222,23604,Montrell Washington,KC,WR,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
223,7651,Matthew Slater,NE,WR,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
224,16790,Phillip Dorsett,DEN,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
225,24749,Shedrick Jackson,CIN,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
226,24629,Terrell Bynum,LAC,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
227,24342,Mitchell Tinsley,WAS,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
228,20792,N'Keal Harry,MIN,WR,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
229,21115,Juwann Winfree,IND,WR,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
230,23099,Michael Bandy,DEN,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
231,22417,Kristian Wilkerson,LV,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
232,23164,Kearis Jackson,TEN,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
233,23624,Dareke Young,SEA,WR,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
234,22594,Frank Darby,ATL,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
235,21724,Easop Winston Jr.,SEA,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
236,21723,James Proche II,CLE,WR,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
237,22488,Chris Blair,ATL,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
238,24894,Lucky Jackson,MIN,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
239,20820,Andy Isabella,BUF,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
240,24571,Cephus Johnson III,TB,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
241,24875,Dylan Drummond,DET,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
242,24577,Chase Cota,HOU,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
243,24471,Ryan Miller,TB,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
244,19064,Trent Taylor,CHI,WR,17,0,0,0,-2,0,0,0,0,0,0,0,0,-0.0,-0.2
245,21601,Gunner Olszewski,NYG,WR,12,0,0,0,0,0,1,0,0,0,0,0,0,-0.2,-3.0
