rank,id,player,team,pos,gp,redzone10_pass_yds,redzone10_pass_td,redzone10_pass_int,redzone10_rush_yds,redzone10_rush_td,redzone10_rec,redzone10_rec_yds,redzone10_rec_td,redzone10_fpts_ppr
30,21142,Olamide Zaccheaus,ATL,WR,17,0,0,0,0,0,3,13,3,22.3
31,16866,Jamison Crowder,NYJ,WR,12,0,0,0,0,0,3,15,2,20.5
32,21744,Michael Pittman Jr.,IND,WR,17,0,0,0,0,0,4,24,2,20.4
33,22587,Amon-Ra St. Brown,DET,WR,17,0,0,0,0,0,3,11,2,20.1
34,21961,Darnell Mooney,CHI,WR,17,0,0,0,0,0,4,26,2,18.6
35,18914,Mike Williams,LAC,WR,16,0,0,0,0,0,3,12,2,18.2
36,14871,Robert Woods,LAR,WR,9,0,0,0,0,0,3,9,2,17.9
37,13870,Marvin Jones Jr.,JAX,WR,17,0,0,0,0,0,4,16,2,17.6
38,9906,Danny Amendola,HOU,WR,8,0,0,0,0,0,2,15,2,17.5
39,20788,Mecole Hardman Jr.,KC,WR,17,0,0,0,3,0,3,20,2,17.3
40,19802,Calvin Ridley,ATL,WR,5,0,0,0,0,0,4,12,2,17.2
41,16568,Brandin Cooks,HOU,WR,16,0,0,0,0,0,3,19,2,16.9
42,21687,DeVonta Smith,PHI,WR,17,0,0,0,0,0,2,9,2,16.9
43,21045,Marquise Brown,BAL,WR,16,0,0,0,0,0,3,18,2,16.8
44,21729,Quintez Cephus,DET,WR,5,0,0,0,0,0,2,7,2,16.7
45,19172,Zach Pascal,IND,WR,16,0,0,0,0,0,3,16,2,16.6
46,16830,Tyler Lockett,SEA,WR,16,0,0,0,0,0,2,6,2,16.6
47,21714,K.J. Osborn,MIN,WR,17,0,0,0,0,0,3,16,2,16.6
48,20013,Cedrick Wilson Jr.,DAL,WR,16,0,0,0,0,0,2,4,2,16.4
49,21717,Jauan Jennings,SF,WR,16,0,0,0,0,0,3,11,2,16.1
50,19043,Isaiah McKenzie,BUF,WR,15,0,0,0,11,1,2,9,1,16.0
51,16020,Jarvis Landry,CLE,WR,12,0,0,0,5,1,2,14,1,15.9
52,17986,Tyler Boyd,CIN,WR,16,0,0,0,0,0,2,15,2,15.5
53,11063,Emmanuel Sanders,BUF,WR,14,0,0,0,0,0,2,13,2,15.3
54,19098,Isaiah Ford,MIA,WR,13,0,0,0,0,0,2,12,2,15.2
55,21750,Marquez Callaway,NO,WR,17,0,0,0,0,0,2,12,2,15.2
56,18879,Corey Davis,NYJ,WR,9,0,0,0,0,0,2,11,2,15.1
57,18422,Kalif Raymond,DET,WR,16,0,0,0,0,0,2,11,2,15.1
58,20150,Byron Pringle,KC,WR,17,0,0,0,0,0,2,10,2,15.0
59,21679,CeeDee Lamb,DAL,WR,16,0,0,0,-1,0,2,10,2,14.9
60,20876,Jakobi Meyers,NE,WR,17,0,0,0,0,0,3,17,1,14.7
61,21736,Bryan Edwards,LV,WR,16,0,0,0,0,0,2,6,2,14.6
62,14005,T.Y. Hilton,IND,WR,10,0,0,0,0,0,2,5,2,14.5
63,21383,Jody Fortson Jr.,KC,WR,6,0,0,0,0,0,2,4,2,14.4
64,12845,A.J. Green,ARI,WR,16,0,0,0,0,0,3,14,1,10.4
65,19815,Christian Kirk,ARI,WR,17,0,0,0,0,0,3,14,1,10.4
66,21721,Devin Duvernay,BAL,WR,16,0,0,0,0,0,3,9,1,9.9
67,22613,Joshua Palmer,LAC,WR,17,0,0,0,0,0,3,8,1,9.8
68,19897,Tre'Quan Smith,NO,WR,11,0,0,0,0,0,2,15,1,9.5
69,21752,Chase Claypool,PIT,WR,15,0,0,0,1,0,2,10,1,9.1
70,17914,Laquon Treadwell,JAX,WR,12,0,0,0,0,0,2,10,1,9.0
71,21448,Jalen Guyton,LAC,WR,16,0,0,0,0,0,2,9,1,8.9
72,20006,Russell Gage,ATL,WR,14,0,0,0,0,0,2,9,1,8.9
73,18361,Chester Rogers,TEN,WR,16,0,0,0,0,0,2,6,1,8.6
74,14828,Chris Hogan,NO,WR,5,0,0,0,0,0,1,10,1,8.0
75,19865,James Washington,PIT,WR,15,0,0,0,0,0,1,9,1,7.9
76,19044,Jamal Agnew,JAX,WR,10,0,0,0,0,0,1,9,1,7.9
77,18103,Jakeem Grant Sr.,CHI,WR,15,0,0,0,0,0,1,8,1,7.8
78,15196,Kenny Stills,NO,WR,13,0,0,0,0,0,1,8,1,7.8
79,22569,Dee Eskridge,SEA,WR,10,0,0,0,0,0,1,7,1,7.7
80,22595,Ihmir Smith-Marsette,MIN,WR,8,0,0,0,0,0,1,7,1,7.7
81,16781,Nelson Agholor,NE,WR,15,0,0,0,0,0,1,7,1,7.7
82,20057,Auden Tate,CIN,WR,7,0,0,0,0,0,1,7,1,7.7
83,15215,Tavon Austin,JAX,WR,13,0,0,0,0,0,1,7,1,7.7
84,18089,Rashard Higgins,CLE,WR,15,0,0,0,0,0,1,7,1,7.7
85,22417,Kristian Wilkerson,NE,WR,3,0,0,0,0,0,1,6,1,7.6
86,20529,Cam Sims,WAS,WR,14,0,0,0,0,0,1,6,1,7.6
87,16003,Sammy Watkins,BAL,WR,13,0,0,0,0,0,1,6,1,7.6
88,19854,Dante Pettis,NYG,WR,3,0,0,0,0,0,1,5,1,7.5
89,22588,Anthony Schwartz,CLE,WR,14,0,0,0,0,0,1,5,1,7.5
90,20081,Trent Sherfield Sr.,SF,WR,17,0,0,0,0,0,1,5,1,7.5
91,20816,Lil'Jordan Humphrey,NO,WR,10,0,0,0,0,0,1,4,1,7.4
92,19318,Kendrick Bourne,NE,WR,17,0,0,0,0,0,1,4,1,7.4
93,22623,Rashod Bateman,BAL,WR,12,0,0,0,0,0,1,4,1,7.4
94,11056,Antonio Brown,TB,WR,7,0,0,0,0,0,1,4,1,7.4
95,17218,DeAndre Carter,WAS,WR,17,0,0,0,0,0,1,4,1,7.4
96,13291,Julio Jones,TEN,WR,10,0,0,0,0,0,1,3,1,7.3
97,22592,Elijah Moore,NYJ,WR,11,0,0,0,0,0,1,3,1,7.3
98,16775,DeVante Parker,MIA,WR,10,0,0,0,0,0,1,3,1,7.3
99,22213,Kendall Hinton,DEN,WR,16,1,0,0,0,0,1,2,1,7.2
100,21739,Van Jefferson,LAR,WR,17,0,0,0,0,0,1,2,1,7.2
101,19207,Tim Patrick,DEN,WR,16,0,0,0,0,0,1,2,1,7.2
102,21349,Ashton Dulin,IND,WR,17,0,0,0,0,0,1,2,1,7.2
103,20372,Cameron Batson,TEN,WR,4,0,0,0,0,0,1,2,1,7.2
104,19867,Michael Gallup,DAL,WR,9,0,0,0,0,0,1,1,1,7.1
105,19864,Anthony Miller,PIT,WR,3,0,0,0,0,0,1,1,1,7.1
106,20979,Antoine Wesley,ARI,WR,15,0,0,0,0,0,1,1,1,7.1
107,14587,Josh Gordon,KC,WR,12,0,0,0,0,0,1,1,1,7.1
108,18883,JuJu Smith-Schuster,PIT,WR,5,0,0,0,3,1,0,0,0,6.3
109,19800,Courtland Sutton,DEN,WR,17,0,0,0,0,0,2,8,0,4.8
110,14141,Cole Beasley,BUF,WR,16,0,0,0,0,0,2,4,0,4.4
111,21957,Quez Watkins,PHI,WR,17,0,0,0,0,0,2,-4,0,3.6
112,22685,Terrace Marshall Jr.,CAR,WR,13,0,0,0,0,0,1,5,0,3.5
113,16855,Ty Montgomery II,NO,WR,14,0,0,0,0,0,2,8,0,2.8
114,21686,Jalen Reagor,PHI,WR,17,0,0,0,0,0,2,6,0,2.6
115,22626,Rondale Moore,ARI,WR,14,0,0,0,3,0,2,3,0,2.6
116,21697,Laviska Shenault Jr.,JAX,WR,16,0,0,0,0,0,2,5,0,2.5
117,17961,Sterling Shepard,NYG,WR,7,0,0,0,0,0,2,5,0,2.5
118,16263,Allen Robinson II,CHI,WR,12,0,0,0,0,0,0,0,0,2.0
119,17916,William Fuller V,MIA,WR,2,0,0,0,0,0,0,0,0,2.0
120,20679,KhaDarel Hodge,DET,WR,16,0,0,0,0,0,0,0,0,2.0
121,17141,Damiere Byrd,CHI,WR,17,0,0,0,0,0,0,0,0,2.0
122,21675,Tyler Johnson,TB,WR,17,0,0,0,0,0,1,7,0,1.7
123,21042,A.J. Brown,TEN,WR,13,0,0,0,0,0,1,6,0,1.6
124,19976,Marquez Valdes-Scantling,GB,WR,11,0,0,0,0,0,1,6,0,1.6
125,19200,C.J. Board,NYG,WR,6,0,0,0,0,0,1,6,0,1.6
126,20398,Equanimeous St. Brown,GB,WR,13,0,0,0,0,0,1,5,0,1.5
127,16141,Willie Snead IV,CAR,WR,9,0,0,0,0,0,1,3,0,1.3
128,16790,Phillip Dorsett,HOU,WR,6,0,0,0,0,0,1,3,0,1.3
129,18047,Demarcus Robinson,KC,WR,17,0,0,0,0,0,1,2,0,1.2
130,20873,Terry McLaurin,WAS,WR,17,0,0,0,0,0,1,1,0,1.1
131,19961,Ray-Ray McCloud,PIT,WR,16,0,0,0,0,0,1,1,0,1.1
132,22591,Dez Fitzpatrick,TEN,WR,4,0,0,0,0,0,1,0,0,1.0
133,22614,Kadarius Toney,NYG,WR,10,0,0,0,7,0,0,0,0,0.7
134,14865,Marquise Goodwin,CHI,WR,14,0,0,0,1,0,0,0,0,0.1
135,19705,Greg Ward,PHI,WR,17,2,0,0,0,0,0,0,0,0.1
136,13887,Travis Benjamin,SF,WR,10,0,0,0,0,0,0,0,0,0.0
137,22608,Seth Williams,DEN,WR,2,0,0,0,0,0,0,0,0,0.0
138,18445,Mike Thomas,CIN,WR,12,0,0,0,0,0,0,0,0,0.0
139,22604,Tylan Wallace,BAL,WR,17,0,0,0,0,0,0,0,0,0.0
140,20838,Tyron Billy-Johnson,LV,WR,10,0,0,0,0,0,0,0,0,0.0
141,22602,Tutu Atwell,LAR,WR,8,0,0,0,0,0,0,0,0,0.0
142,18992,Dede Westbrook,MIN,WR,15,0,0,0,0,0,0,0,0,0.0
143,22596,Jaelon Darden,TB,WR,9,0,0,0,0,0,0,0,0,0.0
144,22594,Frank Darby,ATL,WR,10,0,0,0,0,0,0,0,0,0.0
145,22340,Matt Cole,CAR,WR,1,0,0,0,0,0,0,0,0,0.0
146,21969,Aaron Parker,CAR,WR,1,0,0,0,0,0,0,0,0,0.0
147,20939,David Sills,NYG,WR,4,0,0,0,0,0,0,0,0,0.0
148,20943,Darius Slayton,NYG,WR,13,0,0,0,0,0,0,0,0,0.0
149,21071,Greg Dortch,ARI,WR,5,0,0,0,0,0,0,0,0,0.0
150,19280,Cody Hollister,TEN,WR,3,0,0,0,0,0,0,0,0,0.0
151,21967,Isaiah Coulter,CHI,WR,2,0,0,0,0,0,0,0,0,0.0
152,19017,Josh Reynolds,DET,WR,12,0,0,0,0,0,0,0,0,0.0
153,21964,Cody White,PIT,WR,15,0,0,0,0,0,0,0,0,0.0
154,21295,Nsimba Webster,CHI,WR,6,0,0,0,0,0,0,0,0,0.0
155,21311,Davion Davis,HOU,WR,2,0,0,0,0,0,0,0,0,0.0
156,21960,Freddie Swain,SEA,WR,17,0,0,0,0,0,0,0,0,0.0
157,19064,Trent Taylor,CIN,WR,4,0,0,0,0,0,0,0,0,0.0
158,21959,Dezmon Patmon,IND,WR,8,0,0,0,0,0,0,0,0,0.0
159,21400,Steven Sims,PIT,WR,1,0,0,0,0,0,0,0,0,0.0
160,21473,D.J. Montgomery,NYJ,WR,3,0,0,0,0,0,0,0,0,0.0
161,19514,Keelan Cole Sr.,NYJ,WR,15,0,0,0,0,0,0,0,0,0.0
162,20487,Brandon Powell,LAR,WR,6,0,0,0,0,0,0,0,0,0.0
163,19981,Daurice Fountain,KC,WR,2,0,0,0,0,0,0,0,0,0.0
164,19811,Marcell Ateman,LV,WR,1,0,0,0,0,0,0,0,0,0.0
165,21760,Isaiah Hodgins,BUF,WR,1,0,0,0,0,0,0,0,0,0.0
166,19816,DJ Chark,JAX,WR,4,0,0,0,0,0,0,0,0,0.0
167,21759,KJ Hamler,DEN,WR,3,0,0,0,0,0,0,0,0,0.0
168,19937,Keke Coutee,IND,WR,2,0,0,0,0,0,0,0,0,0.0
169,20071,Keith Kirkwood,CAR,WR,3,0,0,0,0,0,0,0,0,0.0
170,21756,Nico Collins,HOU,WR,14,0,0,0,0,0,0,0,0,0.0
171,21754,Donovan Peoples-Jones,CLE,WR,14,0,0,0,0,0,0,0,0,0.0
172,21751,Aaron Fuller,SEA,WR,1,0,0,0,0,0,0,0,0,0.0
173,21741,Denzel Mims,NYJ,WR,11,0,0,0,0,0,0,0,0,0.0
174,21737,Tyrie Cleveland,DEN,WR,7,0,0,0,0,0,0,0,0,0.0
175,20742,J.J. Arcega-Whiteside,PHI,WR,16,0,0,0,0,0,0,0,0,0.0
176,21601,Gunner Olszewski,NE,WR,16,0,0,0,0,0,0,0,0,0.0
177,20224,Christian Blake,ATL,WR,16,0,0,0,0,0,0,0,0,0.0
178,22283,Josh Hammond,JAX,WR,2,0,0,0,0,0,0,0,0,0.0
179,22327,J.J. Koski,LAR,WR,5,0,0,0,0,0,0,0,0,0.0
180,20988,Preston Williams,MIA,WR,8,0,0,0,0,0,0,0,0,0.0
181,21078,Jeff Smith,NYJ,WR,12,0,0,0,0,0,0,0,0,0.0
182,21556,Tom Kennedy,DET,WR,12,0,0,0,0,0,0,0,0,0.0
183,21294,Alex Bachman,NYG,WR,3,0,0,0,0,0,0,0,0,0.0
184,20963,Cody Thompson,SEA,WR,5,0,0,0,0,0,0,0,0,0.0
185,21138,Scotty Miller,TB,WR,9,0,0,0,0,0,0,0,0,0.0
186,22609,Shi Smith,CAR,WR,6,0,0,0,0,0,0,0,0,0.0
187,22615,Kawaan Baker,NO,WR,2,0,0,0,0,0,0,0,0,0.0
188,22618,Marquez Stevenson,BUF,WR,5,0,0,0,0,0,0,0,0,0.0
189,21178,Jason Moore,LAC,WR,2,0,0,0,0,0,0,0,0,0.0
190,22620,Mike Strachan,IND,WR,5,0,0,0,0,0,0,0,0,0.0
191,22622,Racey McMath,TEN,WR,9,0,0,0,0,0,0,0,0,0.0
192,21169,Malik Taylor,GB,WR,10,0,0,0,0,0,0,0,0,0.0
193,21163,Deonte Harty,NO,WR,13,0,0,0,0,0,0,0,0,0.0
194,20820,Andy Isabella,ARI,WR,8,0,0,0,0,0,0,0,0,0.0
195,21368,Trinity Benson,DET,WR,8,0,0,0,0,0,0,0,0,0.0
196,21263,Trenton Irwin,CIN,WR,7,0,0,0,0,0,0,0,0,0.0
197,21731,John Hightower,PHI,WR,1,0,0,0,0,0,0,0,0,0.0
198,21115,Juwann Winfree,GB,WR,7,0,0,0,0,0,0,0,0,0.0
199,21005,Parris Campbell,IND,WR,6,0,0,0,0,0,0,0,0,0.0
200,20886,Stanley Morgan Jr.,CIN,WR,17,0,0,0,0,0,0,0,0,0.0
201,20793,Penny Hart,SEA,WR,17,0,0,0,0,0,0,0,0,0.0
202,22339,Kirk Merritt,MIA,WR,2,0,0,0,0,0,0,0,0,0.0
203,22345,Dan Chisena,MIN,WR,11,0,0,0,0,0,0,0,0,0.0
204,20792,N'Keal Harry,NE,WR,12,0,0,0,0,0,0,0,0,0.0
205,20762,Travis Fulgham,DEN,WR,1,0,0,0,0,0,0,0,0,0.0
206,20722,Diontae Spencer,DEN,WR,15,0,0,0,0,0,0,0,0,0.0
207,21723,James Proche II,BAL,WR,14,0,0,0,0,0,0,0,0,0.0
208,21724,Easop Winston Jr.,NO,WR,3,0,0,0,0,0,0,0,0,0.0
209,21728,Lawrence Cager,CLE,WR,1,0,0,0,0,0,0,0,0,0.0
210,21730,Collin Johnson,NYG,WR,12,0,0,0,0,0,0,0,0,0.0
211,21746,Tarik Black,NYJ,WR,1,0,0,0,0,0,0,0,0,0.0
212,22991,Landen Akers,LAR,WR,2,0,0,0,0,0,0,0,0,0.0
213,20376,Jordan Veasy,HOU,WR,2,0,0,0,0,0,0,0,0,0.0
214,22311,Jeff Cotton,JAX,WR,1,0,0,0,0,0,0,0,0,0.0
215,22235,Maurice Ffrench,LAC,WR,3,0,0,0,0,0,0,0,0,0.0
216,22244,Ja'Marcus Bradley,CLE,WR,5,0,0,0,0,0,0,0,0,0.0
217,22276,DeMichael Harris,IND,WR,2,0,0,0,0,0,0,0,0,0.0
218,22415,Mason Kinsey,TEN,WR,1,0,0,0,0,0,0,0,0,0.0
219,19922,Justin Watson,TB,WR,1,0,0,0,0,0,0,0,0,0.0
220,22635,Jalen Camp,HOU,WR,3,0,0,0,0,0,0,0,0,0.0
221,22638,Dillon Stoner,LV,WR,6,0,0,0,0,0,0,0,0,0.0
222,22645,Simi Fehoko,DAL,WR,5,0,0,0,0,0,0,0,0,0.0
223,22683,Jacob Harris,LAR,WR,9,0,0,0,0,0,0,0,0,0.0
224,22973,Austin Trammell,ATL,WR,2,0,0,0,0,0,0,0,0,0.0
225,18928,Curtis Samuel,WAS,WR,5,0,0,0,0,0,0,0,0,0.0
226,21037,Miles Boykin,BAL,WR,8,0,0,0,0,0,0,0,0,0.0
227,23090,C.J. Saunders,CAR,WR,1,0,0,0,0,0,0,0,0,0.0
228,23099,Michael Bandy,LAC,WR,1,0,0,0,0,0,0,0,0,0.0
229,18896,Cyril Grayson Jr.,TB,WR,5,0,0,0,0,0,0,0,0,0.0
230,18717,Marvin Hall,ATL,WR,2,0,0,0,0,0,0,0,0,0.0
231,18269,Geronimo Allison,DET,WR,3,0,0,0,0,0,0,0,0,0.0
232,18209,Marcus Johnson,TEN,WR,7,0,0,0,0,0,0,0,0,0.0
233,21692,Jerry Jeudy,DEN,WR,10,0,0,0,0,0,0,0,0,0.0
234,18197,Alex Erickson,CAR,WR,17,0,0,0,0,0,0,0,0,0.0
235,22572,Dax Milne,WAS,WR,13,0,0,0,0,0,0,0,0,0.0
236,22573,Dazz Newsome,CHI,WR,3,0,0,0,0,0,0,0,0,0.0
237,22575,Amari Rodgers,GB,WR,16,0,0,0,0,0,0,0,0,0.0
238,18039,Pharoh Cooper,NYG,WR,8,0,0,0,0,0,0,0,0,0.0
239,18030,Chris Moore,HOU,WR,12,0,0,0,0,0,0,0,0,0.0
240,22590,Ben Skowronek,LAR,WR,14,0,0,0,0,0,0,0,0,0.0
241,16787,Breshad Perriman,TB,WR,6,0,0,0,0,0,0,0,0,0.0
242,22686,Dyami Brown,WAS,WR,15,0,0,0,0,0,0,0,0,0.0
243,17048,Tyrell Williams,DET,WR,1,0,0,0,0,0,0,0,0,0.0
244,16768,Kevin White,NO,WR,6,0,0,0,0,0,0,0,0,0.0
245,16640,John Brown,JAX,WR,4,0,0,0,0,0,0,0,0,0.0
246,13878,Mohamed Sanu,SF,WR,8,0,0,0,0,0,0,0,0,0.0
247,16837,Chris Conley,HOU,WR,16,0,0,0,0,0,0,0,0,0.0
248,3943,DeSean Jackson,LV,WR,16,0,0,0,0,0,0,0,0,0.0
249,7651,Matthew Slater,NE,WR,17,0,0,0,0,0,0,0,0,0.0
250,16308,Albert Wilson,MIA,WR,14,0,0,0,0,0,0,0,0,0.0
251,18926,Zay Jones,LV,WR,17,0,0,0,0,0,0,0,0,0.0
252,11565,Andre Roberts,LAC,WR,16,0,0,0,0,0,0,0,0,0.0
253,18977,Kenny Golladay,NYG,WR,14,0,0,0,0,0,0,0,0,0.0
254,17289,Jake Kumerow,BUF,WR,15,0,0,0,0,0,0,0,0,0.0
255,17290,Adam Humphries,WAS,WR,17,0,0,0,0,0,0,0,0,0.0
256,19080,Noah Brown,DAL,WR,13,0,0,0,0,0,0,0,0,0.0
257,19120,David Moore,GB,WR,3,0,0,0,0,0,0,0,0,0.0
258,18401,Tommylee Lewis,MIA,WR,2,0,0,0,0,0,0,0,0,0.0
259,18673,Jaydon Mickens,JAX,WR,11,0,0,0,0,0,0,0,0,0.0
260,21694,Henry Ruggs III,LV,WR,7,0,0,0,0,0,0,0,0,0.0
261,19361,Marcus Kemp,KC,WR,16,0,0,0,0,0,0,0,0,0.0
262,19755,River Cracraft,SF,WR,4,0,0,0,0,0,0,0,0,0.0
263,19779,Brandon Zylstra,CAR,WR,13,0,0,0,0,0,0,0,0,0.0
264,18881,John Ross,NYG,WR,10,0,0,0,0,0,0,0,0,0.0
265,21758,KJ Hill Jr.,LAC,WR,6,0,0,0,0,0,0,0,0,0.0
266,19184,JoJo Natson,CLE,WR,3,0,0,0,0,0,0,0,0,0.0
267,16798,Devin Smith,JAX,WR,1,0,0,0,0,0,0,0,0,0.0
268,21742,Antonio Gandy-Golden,WAS,WR,4,0,0,0,0,0,0,0,0,0.0
269,18058,Tajae Sharpe,ATL,WR,15,0,0,0,0,0,0,0,0,0.0
270,20295,Vyncint Smith,NYJ,WR,2,0,0,0,0,0,0,0,0,0.0
271,19054,Rodney Adams,CHI,WR,1,0,0,0,0,0,0,0,0,0.0
