rank,id,player,team,pos,gp,redzone5_pass_yds,redzone5_pass_td,redzone5_pass_int,redzone5_rush_yds,redzone5_rush_td,redzone5_rec,redzone5_rec_yds,redzone5_rec_td,redzone5_fpts_ppr
50,19800,Courtland Sutton,DEN,WR,16,0,0,0,0,0,1,5,1,7.5
51,23746,Deven Thompkins,TB,WR,17,0,0,0,0,0,1,5,1,7.5
52,22627,Ronnie Bell,SF,WR,17,0,0,0,0,0,1,5,1,7.5
53,19816,DJ Chark,CAR,WR,15,0,0,0,0,0,1,5,1,7.5
54,24068,KaVontae Turpin,DAL,WR,16,0,0,0,0,0,1,5,1,7.5
55,21685,Justin Jefferson,MIN,WR,10,0,0,0,0,0,1,4,1,7.4
56,18883,JuJu Smith-Schuster,NE,WR,11,0,0,0,0,0,1,3,1,7.3
57,22597,Jalen Tolbert,DAL,WR,17,0,0,0,0,0,1,3,1,7.3
58,21163,Deonte Harty,BUF,WR,16,0,0,0,0,0,1,3,1,7.3
59,19080,Noah Brown,HOU,WR,10,0,0,0,0,0,1,3,1,7.3
60,20873,Terry McLaurin,WAS,WR,17,0,0,0,0,0,1,3,1,7.3
61,17961,Sterling Shepard,NYG,WR,15,0,0,0,0,0,1,2,1,7.2
62,21747,Brandon Aiyuk,SF,WR,16,0,0,0,0,0,1,2,1,7.2
63,21138,Scotty Miller,ATL,WR,17,0,0,0,0,0,1,2,1,7.2
64,24145,Josh Downs,IND,WR,17,0,0,0,0,0,1,2,1,7.2
65,19867,Michael Gallup,DAL,WR,17,0,0,0,0,0,1,1,1,7.1
66,24226,Quentin Johnston,LAC,WR,17,0,0,0,0,0,1,1,1,7.1
67,20013,Cedrick Wilson Jr.,MIA,WR,15,0,0,0,0,0,1,1,1,7.1
68,23395,Christian Watson,GB,WR,9,0,0,0,0,0,1,1,1,7.1
69,22587,Amon-Ra St. Brown,DET,WR,16,0,0,0,0,0,1,1,1,7.1
70,24217,Trey Palmer,TB,WR,17,0,0,0,0,0,1,1,1,7.1
71,21725,Trishton Jackson,MIN,WR,7,0,0,0,0,0,0,0,0,2.0
72,23634,Samori Toure,GB,WR,11,0,0,0,0,0,0,0,0,2.0
73,13227,Randall Cobb,NYJ,WR,11,0,0,0,0,0,0,0,0,2.0
74,16765,Amari Cooper,CLE,WR,15,0,0,0,0,0,0,0,0,2.0
75,21692,Jerry Jeudy,DEN,WR,16,0,0,0,0,0,2,-5,0,1.5
76,21714,K.J. Osborn,MIN,WR,16,0,0,0,0,0,1,4,0,1.4
77,19844,DJ Moore,CHI,WR,17,0,0,0,0,0,1,2,0,1.2
78,24143,Parker Washington,JAX,WR,9,0,0,0,0,0,1,1,0,1.1
79,22686,Dyami Brown,WAS,WR,17,0,0,0,0,0,1,0,0,1.0
80,21263,Trenton Irwin,CIN,WR,16,0,0,0,0,0,1,0,0,1.0
81,24121,Derius Davis,LAC,WR,17,0,0,0,0,0,1,-3,0,0.7
82,24347,Xavier Hutchinson,HOU,WR,16,0,0,0,3,0,0,0,0,0.3
83,24220,Tyler Scott,CHI,WR,17,0,0,0,0,0,0,0,0,0.0
84,24755,Elijah Cooks,JAX,WR,9,0,0,0,0,0,0,0,0,0.0
85,22685,Terrace Marshall Jr.,CAR,WR,9,0,0,0,0,0,0,0,0,0.0
86,24342,Mitchell Tinsley,WAS,WR,2,0,0,0,0,0,0,0,0,0.0
87,24397,Jalen Brooks,DAL,WR,7,0,0,0,0,0,0,0,0,0.0
88,24471,Ryan Miller,TB,WR,1,0,0,0,0,0,0,0,0,0.0
89,24472,Xavier Gipson,NYJ,WR,17,0,0,0,0,0,0,0,0,0.0
90,24494,Colton Dowell,TEN,WR,10,0,0,0,0,0,0,0,0,0.0
91,24577,Chase Cota,HOU,WR,1,0,0,0,0,0,0,0,0,0.0
92,24749,Shedrick Jackson,CIN,WR,3,0,0,0,0,0,0,0,0,0.0
93,7651,Matthew Slater,NE,WR,16,0,0,0,0,0,0,0,0,0.0
94,13870,Marvin Jones Jr.,DET,WR,6,0,0,0,0,0,0,0,0,0.0
95,22683,Jacob Harris,JAX,WR,2,0,0,0,0,0,0,0,0,0.0
96,22645,Simi Fehoko,LAC,WR,6,0,0,0,0,0,0,0,0,0.0
97,22644,DJ Turner,LV,WR,10,0,0,0,0,0,0,0,0,0.0
98,16141,Willie Snead IV,SF,WR,4,0,0,0,0,0,0,0,0,0.0
99,22613,Joshua Palmer,LAC,WR,10,0,0,0,0,0,0,0,0,0.0
100,22604,Tylan Wallace,BAL,WR,11,0,0,0,0,0,0,0,0,0.0
101,16781,Nelson Agholor,BAL,WR,17,0,0,0,0,0,0,0,0,0.0
102,16837,Chris Conley,SF,WR,8,0,0,0,0,0,0,0,0,0.0
103,16855,Ty Montgomery II,NE,WR,13,0,0,0,0,0,0,0,0,0.0
104,16866,Jamison Crowder,WAS,WR,17,0,0,0,0,0,0,0,0,0.0
105,17960,Michael Thomas,NO,WR,10,0,0,0,0,0,0,0,0,0.0
106,22600,Johnny Johnson III,HOU,WR,1,0,0,0,0,0,0,0,0,0.0
107,18187,Robbie Chosen,MIA,WR,9,0,0,0,0,0,0,0,0,0.0
108,18197,Alex Erickson,LAC,WR,8,0,0,0,0,0,0,0,0,0.0
109,16263,Allen Robinson II,PIT,WR,17,0,0,0,0,0,0,0,0,0.0
110,22596,Jaelon Darden,CLE,WR,1,0,0,0,0,0,0,0,0,0.0
111,22595,Ihmir Smith-Marsette,CAR,WR,17,0,0,0,0,0,0,0,0,0.0
112,22345,Dan Chisena,ARI,WR,4,0,0,0,0,0,0,0,0,0.0
113,18914,Mike Williams,LAC,WR,3,0,0,0,0,0,0,0,0,0.0
114,16389,Odell Beckham Jr.,BAL,WR,14,0,0,0,0,0,0,0,0,0.0
115,14865,Marquise Goodwin,CLE,WR,12,0,0,0,0,0,0,0,0,0.0
116,14871,Robert Woods,HOU,WR,14,0,0,0,0,0,0,0,0,0.0
117,17218,DeAndre Carter,LV,WR,17,0,0,0,0,0,0,0,0,0.0
118,18030,Chris Moore,TEN,WR,17,0,0,0,0,0,0,0,0,0.0
119,22339,Kirk Merritt,NO,WR,1,0,0,0,0,0,0,0,0,0.0
120,21961,Darnell Mooney,CHI,WR,15,0,0,0,0,0,0,0,0,0.0
121,21760,Isaiah Hodgins,NYG,WR,17,0,0,0,0,0,0,0,0,0.0
122,21754,Donovan Peoples-Jones,DET,WR,15,0,0,0,0,0,0,0,0,0.0
123,17141,Damiere Byrd,ATL,WR,1,0,0,0,0,0,0,0,0,0.0
124,19897,Tre'Quan Smith,DEN,WR,1,0,0,0,0,0,0,0,0,0.0
125,21752,Chase Claypool,MIA,WR,12,0,0,0,0,0,0,0,0,0.0
126,19120,David Moore,TB,WR,7,0,0,0,0,0,0,0,0,0.0
127,19172,Zach Pascal,ARI,WR,14,0,0,0,0,0,0,0,0,0.0
128,20038,Braxton Berrios,MIA,WR,16,0,0,0,0,0,0,0,0,0.0
129,18422,Kalif Raymond,DET,WR,17,0,0,0,0,0,0,0,0,0.0
130,21750,Marquez Callaway,NO,WR,3,0,0,0,0,0,0,0,0,0.0
131,21697,Laviska Shenault Jr.,CAR,WR,8,0,0,0,0,0,0,0,0,0.0
132,21675,Tyler Johnson,LAR,WR,1,0,0,0,0,0,0,0,0,0.0
133,21071,Greg Dortch,ARI,WR,16,0,0,0,0,0,0,0,0,0.0
134,21072,Keelan Doss,LAC,WR,5,0,0,0,0,0,0,0,0,0.0
135,21601,Gunner Olszewski,NYG,WR,12,0,0,0,0,0,0,0,0,0.0
136,20071,Keith Kirkwood,NO,WR,13,0,0,0,0,0,0,0,0,0.0
137,20081,Trent Sherfield Sr.,BUF,WR,17,0,0,0,0,0,0,0,0,0.0
138,21448,Jalen Guyton,LAC,WR,8,0,0,0,0,0,0,0,0,0.0
139,21739,Van Jefferson,ATL,WR,17,0,0,0,0,0,0,0,0,0.0
140,21400,Steven Sims,HOU,WR,3,0,0,0,0,0,0,0,0,0.0
141,21115,Juwann Winfree,IND,WR,8,0,0,0,0,0,0,0,0,0.0
142,20886,Stanley Morgan Jr.,CIN,WR,3,0,0,0,0,0,0,0,0,0.0
143,21142,Olamide Zaccheaus,PHI,WR,17,0,0,0,0,0,0,0,0,0.0
144,21005,Parris Campbell,NYG,WR,12,0,0,0,0,0,0,0,0,0.0
145,20943,Darius Slayton,NYG,WR,17,0,0,0,0,0,0,0,0,0.0
146,21957,Quez Watkins,PHI,WR,9,0,0,0,0,0,0,0,0,0.0
147,20924,Hunter Renfrow,LV,WR,17,0,0,0,0,0,0,0,0,0.0
148,20963,Cody Thompson,SEA,WR,7,0,0,0,0,0,0,0,0,0.0
149,20939,David Sills,DEN,WR,3,0,0,0,0,0,0,0,0,0.0
150,20820,Andy Isabella,BUF,WR,2,0,0,0,0,0,0,0,0,0.0
151,20792,N'Keal Harry,MIN,WR,9,0,0,0,0,0,0,0,0,0.0
152,21743,Lynn Bowden Jr.,NO,WR,15,0,0,0,0,0,0,0,0,0.0
153,20788,Mecole Hardman Jr.,KC,WR,11,0,0,0,0,0,0,0,0,0.0
154,21169,Malik Taylor,NYJ,WR,3,0,0,0,0,0,0,0,0,0.0
155,17986,Tyler Boyd,CIN,WR,17,0,0,0,0,0,0,0,0,0.0
156,21473,D.J. Montgomery,IND,WR,7,0,0,0,0,0,0,0,0,0.0
157,22234,Andre Baccellia,ARI,WR,5,0,0,0,0,0,0,0,0,0.0
158,20679,KhaDarel Hodge,ATL,WR,17,0,0,0,0,0,0,0,0,0.0
159,22488,Chris Blair,ATL,WR,1,0,0,0,0,0,0,0,0,0.0
160,21717,Jauan Jennings,SF,WR,13,0,0,0,0,0,0,0,0,0.0
161,21721,Devin Duvernay,BAL,WR,13,0,0,0,0,0,0,0,0,0.0
162,21723,James Proche II,CLE,WR,10,0,0,0,0,0,0,0,0,0.0
163,21724,Easop Winston Jr.,SEA,WR,1,0,0,0,0,0,0,0,0,0.0
164,21730,Collin Johnson,CHI,WR,3,0,0,0,0,0,0,0,0,0.0
165,22620,Mike Strachan,CAR,WR,4,0,0,0,0,0,0,0,0,0.0
166,22623,Rashod Bateman,BAL,WR,16,0,0,0,0,0,0,0,0,0.0
167,22626,Rondale Moore,ARI,WR,17,0,0,0,0,0,0,0,0,0.0
168,20487,Brandon Powell,MIN,WR,17,0,0,0,0,0,0,0,0,0.0
169,22594,Frank Darby,ATL,WR,1,0,0,0,0,0,0,0,0,0.0
170,23148,David Bell,CLE,WR,15,0,0,0,0,0,0,0,0,0.0
171,20398,Equanimeous St. Brown,CHI,WR,7,0,0,0,0,0,0,0,0,0.0
172,23160,John Metchie III,HOU,WR,16,0,0,0,0,0,0,0,0,0.0
173,23164,Kearis Jackson,TEN,WR,2,0,0,0,0,0,0,0,0,0.0
174,23234,Jameson Williams,DET,WR,12,0,0,0,0,0,0,0,0,0.0
175,22415,Mason Kinsey,TEN,WR,6,0,0,0,0,0,0,0,0,0.0
176,22417,Kristian Wilkerson,LV,WR,2,0,0,0,0,0,0,0,0,0.0
177,22892,Tim Jones,JAX,WR,17,0,0,0,0,0,0,0,0,0.0
178,23119,Treylon Burks,TEN,WR,11,0,0,0,0,0,0,0,0,0.0
179,20150,Byron Pringle,WAS,WR,17,0,0,0,0,0,0,0,0,0.0
180,23153,George Pickens,PIT,WR,17,0,0,0,0,0,0,0,0,0.0
181,23155,Jahan Dotson,WAS,WR,17,0,0,0,0,0,0,0,0,0.0
182,20145,Allen Lazard,NYJ,WR,14,0,0,0,0,0,0,0,0,0.0
183,23157,Jaxon Smith-Njigba,SEA,WR,17,0,0,0,0,0,0,0,0,0.0
184,23165,Marvin Mims Jr.,DEN,WR,16,0,0,0,0,0,0,0,0,0.0
185,23166,Rakim Jarrett,TB,WR,10,0,0,0,0,0,0,0,0,0.0
186,20077,Richie James,KC,WR,9,0,0,0,0,0,0,0,0,0.0
187,23168,Skyy Moore,KC,WR,14,0,0,0,0,0,0,0,0,0.0
188,23170,Wan'Dale Robinson,NYG,WR,15,0,0,0,0,0,0,0,0,0.0
189,21037,Miles Boykin,PIT,WR,17,0,0,0,0,0,0,0,0,0.0
190,23469,Tyquan Thornton,NE,WR,9,0,0,0,0,0,0,0,0,0.0
191,23099,Michael Bandy,DEN,WR,1,0,0,0,0,0,0,0,0,0.0
192,23253,Dontayvion Wicks,GB,WR,15,0,0,0,0,0,0,0,0,0.0
193,23161,Jonathan Mingo,CAR,WR,15,0,0,0,0,0,0,0,0,0.0
194,19976,Marquez Valdes-Scantling,KC,WR,16,0,0,0,0,0,0,0,0,0.0
195,23163,Justyn Ross,KC,WR,10,0,0,0,0,0,0,0,0,0.0
196,23624,Dareke Young,SEA,WR,6,0,0,0,0,0,0,0,0,0.0
197,19961,Ray-Ray McCloud,SF,WR,12,0,0,0,0,0,0,0,0,0.0
198,21686,Jalen Reagor,NE,WR,11,0,0,0,0,0,0,0,0,0.0
199,19815,Christian Kirk,JAX,WR,12,0,0,0,0,0,0,0,0,0.0
200,19064,Trent Taylor,CHI,WR,17,0,0,0,0,0,0,0,0,0.0
201,23659,Tay Martin,SF,WR,1,0,0,0,0,0,0,0,0,0.0
202,19044,Jamal Agnew,JAX,WR,11,0,0,0,0,0,0,0,0,0.0
203,19043,Isaiah McKenzie,IND,WR,13,0,0,0,0,0,0,0,0,0.0
204,23962,Irvin Charles,NYJ,WR,12,0,0,0,0,0,0,0,0,0.0
205,23998,Ethan Fernea,IND,WR,3,0,0,0,0,0,0,0,0,0.0
206,24345,Jason Brownlee,NYJ,WR,7,0,0,0,0,0,0,0,0,0.0
207,24348,Cedric Tillman,CLE,WR,14,0,0,0,0,0,0,0,0,0.0
208,24349,A.T. Perry,NO,WR,10,0,0,0,0,0,0,0,0,0.0
209,24362,Malik Heath,GB,WR,13,0,0,0,0,0,0,0,0,0.0
210,19023,Mack Hollins,ATL,WR,13,0,0,0,0,0,0,0,0,0.0
211,18926,Zay Jones,JAX,WR,9,0,0,0,0,0,0,0,0,0.0
212,17914,Laquon Treadwell,BAL,WR,5,0,0,0,0,0,0,0,0,0.0
213,22566,Calvin Austin III,PIT,WR,17,0,0,0,0,0,0,0,0,0.0
214,22569,Dee Eskridge,SEA,WR,4,0,0,0,0,0,0,0,0,0.0
215,22575,Amari Rodgers,IND,WR,3,0,0,0,0,0,0,0,0,0.0
216,24894,Lucky Jackson,MIN,WR,3,0,0,0,0,0,0,0,0,0.0
217,22590,Ben Skowronek,LAR,WR,17,0,0,0,0,0,0,0,0,0.0
218,22591,Dez Fitzpatrick,PIT,WR,1,0,0,0,0,0,0,0,0,0.0
219,22592,Elijah Moore,CLE,WR,17,0,0,0,0,0,0,0,0,0.0
220,16790,Phillip Dorsett,DEN,WR,2,0,0,0,0,0,0,0,0,0.0
221,16775,DeVante Parker,NE,WR,13,0,0,0,0,0,0,0,0,0.0
222,23463,Kyle Philips,TEN,WR,9,0,0,0,0,0,0,0,0,0.0
223,23482,Bo Melton,GB,WR,5,0,0,0,0,0,0,0,0,0.0
224,23587,Devon Allen,PHI,WR,2,0,0,0,0,0,0,0,0,0.0
225,23604,Montrell Washington,KC,WR,6,0,0,0,0,0,0,0,0,0.0
226,23729,Rashid Shaheed,NO,WR,15,0,0,0,0,0,0,0,0,0.0
227,23121,Kayshon Boutte,NE,WR,5,0,0,0,0,0,0,0,0,0.0
228,22973,Austin Trammell,LAR,WR,16,0,0,0,0,0,0,0,0,0.0
229,23909,Kwamie Lassiter II,CIN,WR,1,0,0,0,0,0,0,0,0,0.0
230,24122,Charlie Jones,CIN,WR,11,0,0,0,0,0,0,0,0,0.0
231,24125,Jalin Hyatt,NYG,WR,17,0,0,0,0,0,0,0,0,0.0
232,24177,Tre Tucker,LV,WR,16,0,0,0,0,0,0,0,0,0.0
233,24180,Demario Douglas,NE,WR,14,0,0,0,0,0,0,0,0,0.0
234,23481,Velus Jones Jr.,CHI,WR,14,0,0,0,0,0,0,0,0,0.0
235,13291,Julio Jones,PHI,WR,11,0,0,0,0,0,0,0,0,0.0
236,24176,Tank Dell,HOU,WR,11,0,0,0,0,0,0,0,0,0.0
237,24629,Terrell Bynum,LAC,WR,1,0,0,0,0,0,0,0,0,0.0
238,24293,Antoine Green,DET,WR,9,0,0,0,0,0,0,0,0,0.0
239,24571,Cephus Johnson III,TB,WR,1,0,0,0,0,0,0,0,0,0.0
240,24875,Dylan Drummond,DET,WR,1,0,0,0,0,0,0,0,0,0.0
241,23232,Alec Pierce,IND,WR,17,0,0,0,0,0,0,0,0,0.0
242,23227,Khalil Shakir,BUF,WR,17,0,0,0,0,0,0,0,0,0.0
243,23302,Britain Covey,PHI,WR,16,0,0,0,0,0,0,0,0,0.0
244,23368,Jalen Nailor,MIN,WR,6,0,0,0,0,0,0,0,0,0.0
245,23325,Erik Ezukanma,MIA,WR,2,0,0,0,-1,0,0,0,0,-0.1
