rank,id,player,team,pos,gp,redzone5_pass_yds,redzone5_pass_td,redzone5_pass_int,redzone5_rush_yds,redzone5_rush_td,redzone5_rec,redzone5_rec_yds,redzone5_rec_td,redzone5_fpts_ppr
121,21759,KJ Hamler,DEN,WR,7,0,0,0,0,0,0,0,0,0.0
122,21756,Nico Collins,HOU,WR,10,0,0,0,0,0,0,0,0,0.0
123,21743,Lynn Bowden Jr.,NE,WR,1,0,0,0,0,0,0,0,0,0.0
124,19961,Ray-Ray McCloud,SF,WR,17,0,0,0,0,0,0,0,0,0.0
125,21741,Denzel Mims,NYJ,WR,10,0,0,0,0,0,0,0,0,0.0
126,21737,Tyrie Cleveland,DEN,WR,6,0,0,0,0,0,0,0,0,0.0
127,21601,Gunner Olszewski,PIT,WR,16,0,0,0,0,0,0,0,0,0.0
128,18445,Mike Thomas,CIN,WR,10,0,0,0,0,0,0,0,0,0.0
129,20398,Equanimeous St. Brown,CHI,WR,16,0,0,0,0,0,0,0,0,0.0
130,20838,Tyron Billy-Johnson,HOU,WR,4,0,0,0,0,0,0,0,0,0.0
131,21556,Tom Kennedy,DET,WR,7,0,0,0,0,0,0,0,0,0.0
132,19172,Zach Pascal,PHI,WR,17,0,0,0,0,0,0,0,0,0.0
133,19200,C.J. Board,TEN,WR,4,0,0,0,0,0,0,0,0,0.0
134,20924,Hunter Renfrow,LV,WR,10,0,0,0,0,0,0,0,0,0.0
135,19865,James Washington,DAL,WR,2,0,0,0,0,0,0,0,0,0.0
136,20939,David Sills,NYG,WR,9,0,0,0,0,0,0,0,0,0.0
137,20943,Darius Slayton,NYG,WR,16,0,0,0,0,0,0,0,0,0.0
138,21178,Jason Moore,LAC,WR,6,0,0,0,0,0,0,0,0,0.0
139,19280,Cody Hollister,TEN,WR,11,0,0,0,0,0,0,0,0,0.0
140,18422,Kalif Raymond,DET,WR,17,0,0,0,0,0,0,0,0,0.0
141,21163,Deonte Harty,NO,WR,4,0,0,0,0,0,0,0,0,0.0
142,21295,Nsimba Webster,CHI,WR,2,0,0,0,0,0,0,0,0,0.0
143,21349,Ashton Dulin,IND,WR,12,0,0,0,0,0,0,0,0,0.0
144,21400,Steven Sims,PIT,WR,12,0,0,0,0,0,0,0,0,0.0
145,21448,Jalen Guyton,LAC,WR,3,0,0,0,0,0,0,0,0,0.0
146,19514,Keelan Cole Sr.,LV,WR,14,0,0,0,0,0,0,0,0,0.0
147,21045,Marquise Brown,ARI,WR,12,0,0,0,0,0,0,0,0,0.0
148,19937,Keke Coutee,IND,WR,8,0,0,0,0,0,0,0,0,0.0
149,20071,Keith Kirkwood,NO,WR,5,0,0,0,0,0,0,0,0,0.0
150,20013,Cedrick Wilson Jr.,MIA,WR,15,0,0,0,0,0,0,0,0,0.0
151,20081,Trent Sherfield Sr.,MIA,WR,17,0,0,0,0,0,0,0,0,0.0
152,20529,Cam Sims,WAS,WR,17,0,0,0,0,0,0,0,0,0.0
153,20988,Preston Williams,CAR,WR,1,0,0,0,0,0,0,0,0,0.0
154,21078,Jeff Smith,NYJ,WR,11,0,0,0,0,0,0,0,0,0.0
155,21042,A.J. Brown,PHI,WR,17,0,0,0,0,0,0,0,0,0.0
156,16003,Sammy Watkins,BAL,WR,12,0,0,0,0,0,0,0,0,0.0
157,21138,Scotty Miller,TB,WR,15,0,0,0,0,0,0,0,0,0.0
158,22609,Shi Smith,CAR,WR,17,0,0,0,0,0,0,0,0,0.0
159,20886,Stanley Morgan Jr.,CIN,WR,14,0,0,0,0,0,0,0,0,0.0
160,22620,Mike Strachan,IND,WR,13,0,0,0,0,0,0,0,0,0.0
161,22622,Racey McMath,TEN,WR,5,0,0,0,0,0,0,0,0,0.0
162,22626,Rondale Moore,ARI,WR,8,0,0,0,0,0,0,0,0,0.0
163,22685,Terrace Marshall Jr.,CAR,WR,14,0,0,0,0,0,0,0,0,0.0
164,20816,Lil'Jordan Humphrey,NE,WR,6,0,0,0,0,0,0,0,0,0.0
165,20820,Andy Isabella,BAL,WR,5,0,0,0,0,0,0,0,0,0.0
166,21368,Trinity Benson,DET,WR,1,0,0,0,0,0,0,0,0,0.0
167,20793,Penny Hart,SEA,WR,9,0,0,0,0,0,0,0,0,0.0
168,20792,N'Keal Harry,CHI,WR,7,0,0,0,0,0,0,0,0,0.0
169,21675,Tyler Johnson,HOU,WR,2,0,0,0,0,0,0,0,0,0.0
170,21697,Laviska Shenault Jr.,CAR,WR,13,0,0,0,0,0,0,0,0,0.0
171,21115,Juwann Winfree,GB,WR,3,0,0,0,0,0,0,0,0,0.0
172,20684,Malik Turner,SF,WR,3,0,0,0,0,0,0,0,0,0.0
173,21735,Gabe Davis,BUF,WR,15,0,0,0,0,0,0,0,0,0.0
174,21736,Bryan Edwards,ATL,WR,7,0,0,0,0,0,0,0,0,0.0
175,22339,Kirk Merritt,NO,WR,4,0,0,0,0,0,0,0,0,0.0
176,22345,Dan Chisena,MIN,WR,2,0,0,0,0,0,0,0,0,0.0
177,19897,Tre'Quan Smith,NO,WR,15,0,0,0,0,0,0,0,0,0.0
178,19854,Dante Pettis,CHI,WR,17,0,0,0,0,0,0,0,0,0.0
179,21722,Binjimen Victor,BAL,WR,2,0,0,0,0,0,0,0,0,0.0
180,21723,James Proche II,BAL,WR,15,0,0,0,0,0,0,0,0,0.0
181,21729,Quintez Cephus,DET,WR,4,0,0,0,0,0,0,0,0,0.0
182,23148,David Bell,CLE,WR,16,0,0,0,0,0,0,0,0,0.0
183,18914,Mike Williams,LAC,WR,13,0,0,0,0,0,0,0,0,0.0
184,18209,Marcus Johnson,NYG,WR,14,0,0,0,0,0,0,0,0,0.0
185,22616,Kaylon Geiger,TB,WR,3,0,0,0,0,0,0,0,0,0.0
186,22234,Andre Baccellia,ARI,WR,8,0,0,0,0,0,0,0,0,0.0
187,20011,Javon Wims,ARI,WR,1,0,0,0,0,0,0,0,0,0.0
188,22415,Mason Kinsey,TEN,WR,2,0,0,0,0,0,0,0,0,0.0
189,23368,Jalen Nailor,MIN,WR,15,0,0,0,0,0,0,0,0,0.0
190,22892,Tim Jones,JAX,WR,17,0,0,0,0,0,0,0,0,0.0
191,22635,Jalen Camp,HOU,WR,2,0,0,0,0,0,0,0,0,0.0
192,22644,DJ Turner,LV,WR,9,0,0,0,0,0,0,0,0,0.0
193,22645,Simi Fehoko,DAL,WR,5,0,0,0,0,0,0,0,0,0.0
194,22683,Jacob Harris,LAR,WR,7,0,0,0,0,0,0,0,0,0.0
195,22973,Austin Trammell,LAR,WR,6,0,0,0,0,0,0,0,0,0.0
196,23481,Velus Jones Jr.,CHI,WR,12,0,0,0,0,0,0,0,0,0.0
197,23119,Treylon Burks,TEN,WR,11,0,0,0,0,0,0,0,0,0.0
198,16640,John Brown,BUF,WR,3,0,0,0,0,0,0,0,0,0.0
199,18197,Alex Erickson,WAS,WR,2,0,0,0,0,0,0,0,0,0.0
200,21037,Miles Boykin,PIT,WR,16,0,0,0,0,0,0,0,0,0.0
201,23642,Jalen Virgil,DEN,WR,9,0,0,0,0,0,0,0,0,0.0
202,18187,Robbie Chosen,ARI,WR,16,0,0,0,0,0,0,0,0,0.0
203,18089,Rashard Higgins,CAR,WR,3,0,0,0,0,0,0,0,0,0.0
204,23741,Jared Bernhardt,ATL,WR,2,0,0,0,0,0,0,0,0,0.0
205,23099,Michael Bandy,LAC,WR,10,0,0,0,0,0,0,0,0,0.0
206,18047,Demarcus Robinson,BAL,WR,17,0,0,0,0,0,0,0,0,0.0
207,18039,Pharoh Cooper,ARI,WR,5,0,0,0,0,0,0,0,0,0.0
208,13870,Marvin Jones Jr.,JAX,WR,16,0,0,0,0,0,0,0,0,0.0
209,23909,Kwamie Lassiter II,CIN,WR,1,0,0,0,0,0,0,0,0,0.0
210,23966,Lance McCutcheon,LAR,WR,10,0,0,0,0,0,0,0,0,0.0
211,23468,Michael Woods II,CLE,WR,11,0,0,0,0,0,0,0,0,0.0
212,24068,KaVontae Turpin,DAL,WR,17,0,0,0,0,0,0,0,0,0.0
213,24073,Maurice Alexander,DET,WR,4,0,0,0,0,0,0,0,0,0.0
214,23604,Montrell Washington,DEN,WR,15,0,0,0,0,0,0,0,0,0.0
215,23659,Tay Martin,SF,WR,2,0,0,0,0,0,0,0,0,0.0
216,23821,Kyric McGowan,WAS,WR,2,0,0,0,0,0,0,0,0,0.0
217,23978,Raleigh Webb,NE,WR,12,0,0,0,0,0,0,0,0,0.0
218,23998,Ethan Fernea,IND,WR,1,0,0,0,0,0,0,0,0,0.0
219,24076,Josh Ali,ATL,WR,1,0,0,0,0,0,0,0,0,0.0
220,16866,Jamison Crowder,BUF,WR,4,0,0,0,0,0,0,0,0,0.0
221,16787,Breshad Perriman,TB,WR,11,0,0,0,0,0,0,0,0,0.0
222,22567,Cade Johnson,SEA,WR,3,0,0,0,0,0,0,0,0,0.0
223,22568,Cornell Powell,KC,WR,3,0,0,0,0,0,0,0,0,0.0
224,22569,Dee Eskridge,SEA,WR,10,0,0,0,0,0,0,0,0,0.0
225,22572,Dax Milne,WAS,WR,15,0,0,0,0,0,0,0,0,0.0
226,22575,Amari Rodgers,HOU,WR,16,0,0,0,0,0,0,0,0,0.0
227,16768,Kevin White,NO,WR,7,0,0,0,0,0,0,0,0,0.0
228,22588,Anthony Schwartz,CLE,WR,11,0,0,0,0,0,0,0,0,0.0
229,22590,Ben Skowronek,LAR,WR,14,0,0,0,0,0,0,0,0,0.0
230,22591,Dez Fitzpatrick,TEN,WR,1,0,0,0,0,0,0,0,0,0.0
231,22592,Elijah Moore,NYJ,WR,16,0,0,0,0,0,0,0,0,0.0
232,22602,Tutu Atwell,LAR,WR,13,0,0,0,0,0,0,0,0,0.0
233,22604,Tylan Wallace,BAL,WR,9,0,0,0,0,0,0,0,0,0.0
234,23168,Skyy Moore,KC,WR,16,0,0,0,0,0,0,0,0,0.0
235,22600,Johnny Johnson III,HOU,WR,1,0,0,0,0,0,0,0,0,0.0
236,23232,Alec Pierce,IND,WR,16,0,0,0,0,0,0,0,0,0.0
237,23234,Jameson Williams,DET,WR,6,0,0,0,0,0,0,0,0,0.0
238,23292,Stanley Berryhill,DET,WR,4,0,0,0,0,0,0,0,0,0.0
239,23302,Britain Covey,PHI,WR,17,0,0,0,0,0,0,0,0,0.0
240,23325,Erik Ezukanma,MIA,WR,1,0,0,0,0,0,0,0,0,0.0
241,23441,Braylon Sanders,MIA,WR,3,0,0,0,0,0,0,0,0,0.0
242,23463,Kyle Philips,TEN,WR,4,0,0,0,0,0,0,0,0,0.0
243,23573,Danny Gray,SF,WR,13,0,0,0,0,0,0,0,0,0.0
244,23624,Dareke Young,SEA,WR,13,0,0,0,0,0,0,0,0,0.0
245,23634,Samori Toure,GB,WR,11,0,0,0,0,0,0,0,0,0.0
246,23725,Dennis Houston,DAL,WR,2,0,0,0,0,0,0,0,0,0.0
247,23729,Rashid Shaheed,NO,WR,12,0,0,0,0,0,0,0,0,0.0
248,23746,Deven Thompkins,TB,WR,5,0,0,0,0,0,0,0,0,0.0
249,23838,Daylen Baldwin,CLE,WR,1,0,0,0,0,0,0,0,0,0.0
250,11565,Andre Roberts,CAR,WR,3,0,0,0,0,0,0,0,0,0.0
251,12845,A.J. Green,ARI,WR,15,0,0,0,0,0,0,0,0,0.0
252,13227,Randall Cobb,GB,WR,13,0,0,0,0,0,0,0,0,0.0
253,13291,Julio Jones,TB,WR,10,0,0,0,0,0,0,0,0,0.0
254,19064,Trent Taylor,CIN,WR,16,0,0,0,-3,0,0,0,0,-0.3
