rank,id,player,team,pos,gp,redzone_pass_yds,redzone_pass_td,redzone_pass_int,redzone_rush_yds,redzone_rush_td,redzone_rec,redzone_rec_yds,redzone_rec_td,redzone_fpts_ppr
29,19844,DJ Moore,CAR,WR,17,0,0,0,0,0,6,49,4,36.9
30,20006,Russell Gage,ATL,WR,14,0,0,0,0,0,9,91,3,36.1
31,20038,Braxton Berrios,NYJ,WR,16,0,0,0,12,2,6,40,2,35.2
32,21717,Jauan Jennings,SF,WR,16,0,0,0,0,0,6,45,4,34.5
33,21750,Marquez Callaway,NO,WR,17,0,0,0,0,0,5,52,4,34.2
34,13227,Randall Cobb,GB,WR,12,0,0,0,0,0,5,28,4,31.8
35,18187,Robbie Chosen,CAR,WR,17,0,0,0,3,0,4,33,4,31.6
36,16389,Odell Beckham Jr.,LAR,WR,14,0,0,0,0,0,5,22,4,31.2
37,16020,Jarvis Landry,CLE,WR,12,0,0,0,26,2,6,42,1,30.8
38,16866,Jamison Crowder,NYJ,WR,12,0,0,0,0,0,9,56,2,30.6
39,20013,Cedrick Wilson Jr.,DAL,WR,16,0,0,0,0,0,6,44,3,30.4
40,21042,A.J. Brown,TEN,WR,13,0,0,0,7,0,5,58,3,29.5
41,20873,Terry McLaurin,WAS,WR,17,0,0,0,0,0,6,53,3,29.3
42,21714,K.J. Osborn,MIN,WR,17,0,0,0,0,0,6,52,3,29.2
43,19172,Zach Pascal,IND,WR,16,0,0,0,12,0,6,35,3,28.7
44,20876,Jakobi Meyers,NE,WR,17,0,0,0,0,0,8,43,2,28.3
45,19897,Tre'Quan Smith,NO,WR,11,0,0,0,0,0,5,50,3,28.0
46,17986,Tyler Boyd,CIN,WR,16,0,0,0,0,0,5,50,3,28.0
47,21687,DeVonta Smith,PHI,WR,17,0,0,0,0,0,4,37,3,27.7
48,21679,CeeDee Lamb,DAL,WR,16,0,0,0,1,0,5,43,3,27.4
49,17218,DeAndre Carter,WAS,WR,17,0,0,0,11,0,3,44,3,26.5
50,21739,Van Jefferson,LAR,WR,17,0,0,0,0,0,4,42,3,26.2
51,16830,Tyler Lockett,SEA,WR,16,0,0,0,0,0,4,20,3,26.0
52,19705,Greg Ward,PHI,WR,17,2,0,0,0,0,3,49,3,26.0
53,20788,Mecole Hardman Jr.,KC,WR,17,0,0,0,3,0,9,66,2,25.9
54,21142,Olamide Zaccheaus,ATL,WR,17,0,0,0,0,0,5,22,3,25.2
55,20150,Byron Pringle,KC,WR,17,0,0,0,0,0,4,29,3,24.9
56,20684,Malik Turner,DAL,WR,14,0,0,0,0,0,4,29,3,24.9
57,16568,Brandin Cooks,HOU,WR,16,0,0,0,0,0,7,55,2,24.5
58,21045,Marquise Brown,BAL,WR,16,0,0,0,0,0,8,43,2,24.3
59,19023,Mack Hollins,MIA,WR,17,0,0,0,0,0,4,21,3,24.1
60,19802,Calvin Ridley,ATL,WR,5,0,0,0,0,0,8,33,2,23.3
61,21721,Devin Duvernay,BAL,WR,16,0,0,0,0,0,6,52,2,23.2
62,21752,Chase Claypool,PIT,WR,15,0,0,0,1,0,6,50,2,23.1
63,13870,Marvin Jones Jr.,JAX,WR,17,0,0,0,0,0,7,38,2,22.8
64,19815,Christian Kirk,ARI,WR,17,0,0,0,0,0,6,42,2,22.2
65,19800,Courtland Sutton,DEN,WR,17,0,0,0,0,0,8,54,1,21.4
66,19043,Isaiah McKenzie,BUF,WR,15,0,0,0,19,1,5,24,1,21.3
67,16781,Nelson Agholor,NE,WR,15,0,0,0,0,0,5,42,2,21.2
68,22613,Joshua Palmer,LAC,WR,17,0,0,0,0,0,6,30,2,21.0
69,12845,A.J. Green,ARI,WR,16,0,0,0,0,0,5,36,2,20.6
70,19207,Tim Patrick,DEN,WR,16,0,0,0,0,0,4,38,2,19.8
71,11063,Emmanuel Sanders,BUF,WR,14,0,0,0,0,0,4,33,2,19.3
72,18879,Corey Davis,NYJ,WR,9,0,0,0,0,0,4,26,2,18.6
73,21729,Quintez Cephus,DET,WR,5,0,0,0,0,0,3,16,2,18.6
74,18422,Kalif Raymond,DET,WR,16,0,0,0,0,0,4,25,2,18.5
75,19976,Marquez Valdes-Scantling,GB,WR,11,0,0,0,0,0,3,29,2,17.9
76,9906,Danny Amendola,HOU,WR,8,0,0,0,0,0,2,15,2,17.5
77,16775,DeVante Parker,MIA,WR,10,0,0,0,0,0,3,23,2,17.3
78,22417,Kristian Wilkerson,NE,WR,3,0,0,0,0,0,2,26,2,16.6
79,14005,T.Y. Hilton,IND,WR,10,0,0,0,0,0,3,15,2,16.5
80,21736,Bryan Edwards,LV,WR,16,0,0,0,0,0,3,14,2,16.4
81,20979,Antoine Wesley,ARI,WR,15,0,0,0,0,0,2,20,2,16.0
82,19318,Kendrick Bourne,NE,WR,17,0,0,0,25,0,5,25,1,16.0
83,16263,Allen Robinson II,CHI,WR,12,0,0,0,0,0,5,30,1,16.0
84,19098,Isaiah Ford,MIA,WR,13,0,0,0,0,0,2,12,2,15.2
85,14141,Cole Beasley,BUF,WR,16,0,0,0,0,0,9,40,0,15.0
86,19865,James Washington,PIT,WR,15,0,0,0,0,0,5,38,1,14.8
87,21383,Jody Fortson Jr.,KC,WR,6,0,0,0,0,0,2,4,2,14.4
88,22623,Rashod Bateman,BAL,WR,12,0,0,0,0,0,5,30,1,14.0
89,18089,Rashard Higgins,CLE,WR,15,0,0,0,0,0,3,33,1,12.3
90,21448,Jalen Guyton,LAC,WR,16,0,0,0,0,0,4,18,1,11.8
91,21686,Jalen Reagor,PHI,WR,17,0,0,0,0,0,3,23,1,11.3
92,17914,Laquon Treadwell,JAX,WR,12,0,0,0,0,0,3,18,1,10.8
93,19779,Brandon Zylstra,CAR,WR,13,0,0,0,0,0,2,28,1,10.8
94,16003,Sammy Watkins,BAL,WR,13,0,0,0,0,0,3,16,1,10.6
95,20529,Cam Sims,WAS,WR,14,0,0,0,0,0,3,12,1,10.2
96,22569,Dee Eskridge,SEA,WR,10,0,0,0,0,0,2,20,1,10.0
97,15215,Tavon Austin,JAX,WR,13,0,0,0,8,0,2,12,1,10.0
98,14828,Chris Hogan,NO,WR,5,0,0,0,0,0,2,19,1,9.9
99,22591,Dez Fitzpatrick,TEN,WR,4,0,0,0,0,0,2,18,1,9.8
100,19044,Jamal Agnew,JAX,WR,10,0,0,0,0,0,2,17,1,9.7
101,17961,Sterling Shepard,NYG,WR,7,0,0,0,0,0,6,35,0,9.5
102,19867,Michael Gallup,DAL,WR,9,0,0,0,0,0,2,14,1,9.4
103,21675,Tyler Johnson,TB,WR,17,0,0,0,0,0,5,43,0,9.3
104,13291,Julio Jones,TEN,WR,10,0,0,0,0,0,2,11,1,9.1
105,21957,Quez Watkins,PHI,WR,17,0,0,0,0,0,5,21,0,9.1
106,22626,Rondale Moore,ARI,WR,14,0,0,0,7,0,7,13,0,9.0
107,11056,Antonio Brown,TB,WR,7,0,0,0,0,0,2,7,1,8.7
108,18361,Chester Rogers,TEN,WR,16,0,0,0,0,0,2,6,1,8.6
109,21959,Dezmon Patmon,IND,WR,8,0,0,0,0,0,1,14,1,8.4
110,21756,Nico Collins,HOU,WR,14,0,0,0,0,0,1,13,1,8.3
111,19816,DJ Chark,JAX,WR,4,0,0,0,0,0,1,12,1,8.2
112,21754,Donovan Peoples-Jones,CLE,WR,14,0,0,0,0,0,1,11,1,8.1
113,15196,Kenny Stills,NO,WR,13,0,0,0,0,0,1,8,1,7.8
114,20057,Auden Tate,CIN,WR,7,0,0,0,0,0,1,7,1,7.7
115,22595,Ihmir Smith-Marsette,MIN,WR,8,0,0,0,0,0,1,7,1,7.7
116,20081,Trent Sherfield Sr.,SF,WR,17,0,0,0,0,0,1,5,1,7.5
117,19854,Dante Pettis,NYG,WR,3,0,0,0,0,0,1,5,1,7.5
118,22588,Anthony Schwartz,CLE,WR,14,0,0,0,0,0,1,5,1,7.5
119,20816,Lil'Jordan Humphrey,NO,WR,10,0,0,0,0,0,1,4,1,7.4
120,21163,Deonte Harty,NO,WR,13,0,0,0,6,0,4,27,0,7.3
121,22213,Kendall Hinton,DEN,WR,16,1,0,0,0,0,1,2,1,7.2
122,21349,Ashton Dulin,IND,WR,17,0,0,0,0,0,1,2,1,7.2
123,20372,Cameron Batson,TEN,WR,4,0,0,0,0,0,1,2,1,7.2
124,19864,Anthony Miller,PIT,WR,3,0,0,0,0,0,1,1,1,7.1
125,14587,Josh Gordon,KC,WR,12,0,0,0,0,0,1,1,1,7.1
126,21697,Laviska Shenault Jr.,JAX,WR,16,0,0,0,-4,0,5,23,0,6.9
127,18103,Jakeem Grant Sr.,CHI,WR,15,0,0,0,0,0,2,8,1,6.8
128,18883,JuJu Smith-Schuster,PIT,WR,5,0,0,0,3,1,0,0,0,6.3
129,17141,Damiere Byrd,CHI,WR,17,0,0,0,0,0,2,17,0,5.7
130,20679,KhaDarel Hodge,DET,WR,16,0,0,0,0,0,2,13,0,5.3
131,19961,Ray-Ray McCloud,PIT,WR,16,0,0,0,10,0,3,13,0,5.3
132,22685,Terrace Marshall Jr.,CAR,WR,13,0,0,0,0,0,2,12,0,5.2
133,11565,Andre Roberts,LAC,WR,16,0,0,0,6,0,1,35,0,5.1
134,13878,Mohamed Sanu,SF,WR,8,0,0,0,0,0,3,21,0,5.1
135,18047,Demarcus Robinson,KC,WR,17,0,0,0,0,0,3,15,0,4.5
136,17290,Adam Humphries,WAS,WR,17,0,0,0,0,0,3,8,0,3.8
137,18030,Chris Moore,HOU,WR,12,0,0,0,0,0,2,15,0,3.5
138,19080,Noah Brown,DAL,WR,13,0,0,0,0,0,2,14,0,3.4
139,21169,Malik Taylor,GB,WR,10,0,0,0,0,0,2,14,0,3.4
140,22686,Dyami Brown,WAS,WR,15,0,0,0,0,0,2,13,0,3.3
141,20398,Equanimeous St. Brown,GB,WR,13,0,0,0,0,0,2,12,0,3.2
142,21692,Jerry Jeudy,DEN,WR,10,0,0,0,0,0,2,12,0,3.2
143,16855,Ty Montgomery II,NO,WR,14,0,0,0,0,0,2,8,0,2.8
144,22609,Shi Smith,CAR,WR,6,0,0,0,0,0,1,16,0,2.6
145,21115,Juwann Winfree,GB,WR,7,0,0,0,0,0,2,6,0,2.6
146,16787,Breshad Perriman,TB,WR,6,0,0,0,0,0,2,5,0,2.5
147,22614,Kadarius Toney,NYG,WR,10,0,0,0,7,0,1,6,0,2.3
148,18896,Cyril Grayson Jr.,TB,WR,5,0,0,0,0,0,1,12,0,2.2
149,19514,Keelan Cole Sr.,NYJ,WR,15,0,0,0,0,0,1,11,0,2.1
150,14865,Marquise Goodwin,CHI,WR,14,0,0,0,1,0,1,9,0,2.0
151,21071,Greg Dortch,ARI,WR,5,0,0,0,0,0,1,10,0,2.0
152,17916,William Fuller V,MIA,WR,2,0,0,0,0,0,0,0,0,2.0
153,18209,Marcus Johnson,TEN,WR,7,0,0,0,0,0,1,10,0,2.0
154,22622,Racey McMath,TEN,WR,9,0,0,0,0,0,1,9,0,1.9
155,21759,KJ Hamler,DEN,WR,3,0,0,0,0,0,1,9,0,1.9
156,21556,Tom Kennedy,DET,WR,12,0,0,0,0,0,1,8,0,1.8
157,19280,Cody Hollister,TEN,WR,3,0,0,0,0,0,1,8,0,1.8
158,21723,James Proche II,BAL,WR,14,0,0,0,0,0,1,8,0,1.8
159,17048,Tyrell Williams,DET,WR,1,0,0,0,0,0,1,7,0,1.7
160,16837,Chris Conley,HOU,WR,16,0,0,0,0,0,1,6,0,1.6
161,19200,C.J. Board,NYG,WR,6,0,0,0,0,0,1,6,0,1.6
162,18977,Kenny Golladay,NYG,WR,14,0,0,0,0,0,1,5,0,1.5
163,21005,Parris Campbell,IND,WR,6,0,0,0,0,0,1,5,0,1.5
164,18058,Tajae Sharpe,ATL,WR,15,0,0,0,0,0,1,4,0,1.4
165,16141,Willie Snead IV,CAR,WR,9,0,0,0,0,0,1,3,0,1.3
166,16790,Phillip Dorsett,HOU,WR,6,0,0,0,0,0,1,3,0,1.3
167,18926,Zay Jones,LV,WR,17,0,0,0,0,0,1,2,0,1.2
168,16308,Albert Wilson,MIA,WR,14,0,0,0,0,0,1,1,0,1.1
169,20886,Stanley Morgan Jr.,CIN,WR,17,0,0,0,3,0,0,0,0,0.3
170,21694,Henry Ruggs III,LV,WR,7,0,0,0,2,0,0,0,0,0.2
171,22572,Dax Milne,WAS,WR,13,0,0,0,1,0,0,0,0,0.1
172,22283,Josh Hammond,JAX,WR,2,0,0,0,0,0,0,0,0,0.0
173,22327,J.J. Koski,LAR,WR,5,0,0,0,0,0,0,0,0,0.0
174,20988,Preston Williams,MIA,WR,8,0,0,0,0,0,0,0,0,0.0
175,21078,Jeff Smith,NYJ,WR,12,0,0,0,0,0,0,0,0,0.0
176,21737,Tyrie Cleveland,DEN,WR,7,0,0,0,0,0,0,0,0,0.0
177,21741,Denzel Mims,NYJ,WR,11,0,0,0,0,0,0,0,0,0.0
178,18928,Curtis Samuel,WAS,WR,5,0,0,0,0,0,0,0,0,0.0
179,20963,Cody Thompson,SEA,WR,5,0,0,0,0,0,0,0,0,0.0
180,21138,Scotty Miller,TB,WR,9,0,0,0,0,0,0,0,0,0.0
181,22615,Kawaan Baker,NO,WR,2,0,0,0,0,0,0,0,0,0.0
182,22618,Marquez Stevenson,BUF,WR,5,0,0,0,0,0,0,0,0,0.0
183,22620,Mike Strachan,IND,WR,5,0,0,0,0,0,0,0,0,0.0
184,21751,Aaron Fuller,SEA,WR,1,0,0,0,0,0,0,0,0,0.0
185,18401,Tommylee Lewis,MIA,WR,2,0,0,0,0,0,0,0,0,0.0
186,20820,Andy Isabella,ARI,WR,8,0,0,0,0,0,0,0,0,0.0
187,21368,Trinity Benson,DET,WR,8,0,0,0,0,0,0,0,0,0.0
188,21263,Trenton Irwin,CIN,WR,7,0,0,0,0,0,0,0,0,0.0
189,21758,KJ Hill Jr.,LAC,WR,6,0,0,0,0,0,0,0,0,0.0
190,19184,JoJo Natson,CLE,WR,3,0,0,0,0,0,0,0,0,0.0
191,21731,John Hightower,PHI,WR,1,0,0,0,0,0,0,0,0,0.0
192,18717,Marvin Hall,ATL,WR,2,0,0,0,0,0,0,0,0,0.0
193,18269,Geronimo Allison,DET,WR,3,0,0,0,0,0,0,0,0,0.0
194,16798,Devin Smith,JAX,WR,1,0,0,0,0,0,0,0,0,0.0
195,22339,Kirk Merritt,MIA,WR,2,0,0,0,0,0,0,0,0,0.0
196,22345,Dan Chisena,MIN,WR,11,0,0,0,0,0,0,0,0,0.0
197,18197,Alex Erickson,CAR,WR,17,0,0,0,0,0,0,0,0,0.0
198,21742,Antonio Gandy-Golden,WAS,WR,4,0,0,0,0,0,0,0,0,0.0
199,21724,Easop Winston Jr.,NO,WR,3,0,0,0,0,0,0,0,0,0.0
200,21728,Lawrence Cager,CLE,WR,1,0,0,0,0,0,0,0,0,0.0
201,19054,Rodney Adams,CHI,WR,1,0,0,0,0,0,0,0,0,0.0
202,21730,Collin Johnson,NYG,WR,12,0,0,0,0,0,0,0,0,0.0
203,21746,Tarik Black,NYJ,WR,1,0,0,0,0,0,0,0,0,0.0
204,22991,Landen Akers,LAR,WR,2,0,0,0,0,0,0,0,0,0.0
205,13887,Travis Benjamin,SF,WR,10,0,0,0,0,0,0,0,0,0.0
206,22311,Jeff Cotton,JAX,WR,1,0,0,0,0,0,0,0,0,0.0
207,22608,Seth Williams,DEN,WR,2,0,0,0,0,0,0,0,0,0.0
208,22235,Maurice Ffrench,LAC,WR,3,0,0,0,0,0,0,0,0,0.0
209,22244,Ja'Marcus Bradley,CLE,WR,5,0,0,0,0,0,0,0,0,0.0
210,22276,DeMichael Harris,IND,WR,2,0,0,0,0,0,0,0,0,0.0
211,22415,Mason Kinsey,TEN,WR,1,0,0,0,0,0,0,0,0,0.0
212,22604,Tylan Wallace,BAL,WR,17,0,0,0,0,0,0,0,0,0.0
213,22635,Jalen Camp,HOU,WR,3,0,0,0,0,0,0,0,0,0.0
214,22638,Dillon Stoner,LV,WR,6,0,0,0,0,0,0,0,0,0.0
215,22645,Simi Fehoko,DAL,WR,5,0,0,0,0,0,0,0,0,0.0
216,22683,Jacob Harris,LAR,WR,9,0,0,0,0,0,0,0,0,0.0
217,22973,Austin Trammell,ATL,WR,2,0,0,0,0,0,0,0,0,0.0
218,22602,Tutu Atwell,LAR,WR,8,0,0,0,0,0,0,0,0,0.0
219,21037,Miles Boykin,BAL,WR,8,0,0,0,0,0,0,0,0,0.0
220,23090,C.J. Saunders,CAR,WR,1,0,0,0,0,0,0,0,0,0.0
221,23099,Michael Bandy,LAC,WR,1,0,0,0,0,0,0,0,0,0.0
222,18039,Pharoh Cooper,NYG,WR,8,0,0,0,0,0,0,0,0,0.0
223,16768,Kevin White,NO,WR,6,0,0,0,0,0,0,0,0,0.0
224,16640,John Brown,JAX,WR,4,0,0,0,0,0,0,0,0,0.0
225,22596,Jaelon Darden,TB,WR,9,0,0,0,0,0,0,0,0,0.0
226,22573,Dazz Newsome,CHI,WR,3,0,0,0,0,0,0,0,0,0.0
227,22575,Amari Rodgers,GB,WR,16,0,0,0,0,0,0,0,0,0.0
228,22594,Frank Darby,ATL,WR,10,0,0,0,0,0,0,0,0,0.0
229,22340,Matt Cole,CAR,WR,1,0,0,0,0,0,0,0,0,0.0
230,22590,Ben Skowronek,LAR,WR,14,0,0,0,0,0,0,0,0,0.0
231,21969,Aaron Parker,CAR,WR,1,0,0,0,0,0,0,0,0,0.0
232,21967,Isaiah Coulter,CHI,WR,2,0,0,0,0,0,0,0,0,0.0
233,21964,Cody White,PIT,WR,15,0,0,0,0,0,0,0,0,0.0
234,21760,Isaiah Hodgins,BUF,WR,1,0,0,0,0,0,0,0,0,0.0
235,19755,River Cracraft,SF,WR,4,0,0,0,0,0,0,0,0,0.0
236,21960,Freddie Swain,SEA,WR,17,0,0,0,0,0,0,0,0,0.0
237,18881,John Ross,NYG,WR,10,0,0,0,0,0,0,0,0,0.0
238,19361,Marcus Kemp,KC,WR,16,0,0,0,0,0,0,0,0,0.0
239,20793,Penny Hart,SEA,WR,17,0,0,0,0,0,0,0,0,0.0
240,20295,Vyncint Smith,NYJ,WR,2,0,0,0,0,0,0,0,0,0.0
241,18673,Jaydon Mickens,JAX,WR,11,0,0,0,0,0,0,0,0,0.0
242,21178,Jason Moore,LAC,WR,2,0,0,0,0,0,0,0,0,0.0
243,18445,Mike Thomas,CIN,WR,12,0,0,0,0,0,0,0,0,0.0
244,19120,David Moore,GB,WR,3,0,0,0,0,0,0,0,0,0.0
245,20838,Tyron Billy-Johnson,LV,WR,10,0,0,0,0,0,0,0,0,0.0
246,20792,N'Keal Harry,NE,WR,12,0,0,0,0,0,0,0,0,0.0
247,18992,Dede Westbrook,MIN,WR,15,0,0,0,0,0,0,0,0,0.0
248,20762,Travis Fulgham,DEN,WR,1,0,0,0,0,0,0,0,0,0.0
249,20722,Diontae Spencer,DEN,WR,15,0,0,0,0,0,0,0,0,0.0
250,20939,David Sills,NYG,WR,4,0,0,0,0,0,0,0,0,0.0
251,20943,Darius Slayton,NYG,WR,13,0,0,0,0,0,0,0,0,0.0
252,17289,Jake Kumerow,BUF,WR,15,0,0,0,0,0,0,0,0,0.0
253,19017,Josh Reynolds,DET,WR,12,0,0,0,0,0,0,0,0,0.0
254,20376,Jordan Veasy,HOU,WR,2,0,0,0,0,0,0,0,0,0.0
255,21295,Nsimba Webster,CHI,WR,6,0,0,0,0,0,0,0,0,0.0
256,21311,Davion Davis,HOU,WR,2,0,0,0,0,0,0,0,0,0.0
257,19064,Trent Taylor,CIN,WR,4,0,0,0,0,0,0,0,0,0.0
258,21294,Alex Bachman,NYG,WR,3,0,0,0,0,0,0,0,0,0.0
259,21400,Steven Sims,PIT,WR,1,0,0,0,0,0,0,0,0,0.0
260,21473,D.J. Montgomery,NYJ,WR,3,0,0,0,0,0,0,0,0,0.0
261,20487,Brandon Powell,LAR,WR,6,0,0,0,0,0,0,0,0,0.0
262,19981,Daurice Fountain,KC,WR,2,0,0,0,0,0,0,0,0,0.0
263,19811,Marcell Ateman,LV,WR,1,0,0,0,0,0,0,0,0,0.0
264,19922,Justin Watson,TB,WR,1,0,0,0,0,0,0,0,0,0.0
265,19937,Keke Coutee,IND,WR,2,0,0,0,0,0,0,0,0,0.0
266,20071,Keith Kirkwood,CAR,WR,3,0,0,0,0,0,0,0,0,0.0
267,7651,Matthew Slater,NE,WR,17,0,0,0,0,0,0,0,0,0.0
268,3943,DeSean Jackson,LV,WR,16,0,0,0,0,0,0,0,0,0.0
269,20742,J.J. Arcega-Whiteside,PHI,WR,16,0,0,0,0,0,0,0,0,0.0
270,21601,Gunner Olszewski,NE,WR,16,0,0,0,0,0,0,0,0,0.0
271,20224,Christian Blake,ATL,WR,16,0,0,0,0,0,0,0,0,0.0
