rank,id,player,team,pos,gp,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,def_sck,def_int,fum_forced,fum_recovered,fpts_ppr_per_gp,fpts_ppr
494,24214,Keaton Mitchell,BAL,RB,8,0,0,0,396,2,9,93,0,0,0,0,0,8.7,69.9
495,23296,Leo Chenal,KC,LB,17,0,0,0,0,0,0,0,0,3,0,0,0,4.1,69.7
496,21108,Sione Takitaki,CLE,LB,15,0,0,0,0,0,0,0,0,2,1,0,0,4.6,69.6
497,20013,Cedrick Wilson Jr.,MIA,WR,15,0,0,0,0,0,22,296,3,0,0,0,0,4.6,69.6
498,18037,De'Vondre Campbell,GB,LB,11,0,0,0,0,0,0,0,0,0,0,0,1,6.3,69.5
499,22775,Joe Tryon-Shoyinka,TB,OLB,17,0,0,0,0,0,0,0,0,5,0,1,1,4.1,69.4
500,23267,Bailey Zappe,NE,QB,10,1272,6,9,83,1,0,0,0,0,0,0,0,6.9,69.2
501,18975,Jourdan Lewis,DAL,CB,16,0,0,0,0,0,0,0,0,0,1,3,2,4.3,69.0
502,16783,Bud Dupree,ATL,OLB,16,0,0,0,0,0,0,0,0,7,0,2,0,4.3,68.8
503,19034,Damontae Kazee,PIT,S,14,0,0,0,0,0,0,0,0,0,2,0,2,4.9,68.5
504,19124,D.J. Jones,DEN,DT,16,0,0,0,0,0,0,0,0,2,0,3,2,4.3,68.3
505,18030,Chris Moore,TEN,WR,17,0,0,0,39,0,22,424,0,0,0,1,0,4.0,68.3
506,19932,Dorance Armstrong,DAL,DE,17,0,0,0,0,0,0,0,0,8,0,0,0,4.0,68.0
507,24079,Lucas Havrisik,LAR,K,9,0,0,0,0,0,0,0,0,0,0,0,0,7.6,68.0
508,22017,Khaleke Hudson,WAS,LB,17,0,0,0,0,0,0,0,0,1,0,0,0,4.0,67.8
509,20953,Easton Stick,LAC,QB,5,1129,3,1,144,1,0,0,0,0,0,0,0,13.5,67.6
510,20748,Mike Edwards,KC,S,17,0,0,0,0,0,0,0,0,1,1,0,2,4.0,67.5
511,20487,Brandon Powell,MIN,WR,17,0,0,0,17,0,29,324,1,0,0,0,0,3.9,67.1
512,19870,Donte Jackson,CAR,CB,16,0,0,0,0,0,0,0,0,0,0,1,0,4.2,67.0
513,19330,Nick Mullens,MIN,QB,5,1306,7,8,25,0,0,0,0,0,0,0,0,13.3,66.7
514,21133,Marcus Epps,LV,S,17,0,0,0,0,0,0,0,0,0,0,1,1,3.9,66.5
515,20538,Ryan Neal,TB,S,15,0,0,0,0,0,0,0,0,0,0,0,0,4.4,66.5
516,17179,Taylor Heinicke,ATL,QB,5,890,5,4,124,1,0,0,0,0,0,0,0,13.2,66.0
517,20901,Charles Omenihu,KC,DE,11,0,0,0,0,0,0,0,0,7,0,2,0,6.0,65.9
518,20842,Dre'Mont Jones,SEA,DE,17,0,0,0,0,0,0,0,0,5,0,0,0,3.9,65.8
519,22873,Osa Odighizuwa,DAL,DT,17,0,0,0,0,0,0,0,0,3,0,0,0,3.9,65.8
520,22056,Jaylon Johnson,CHI,CB,14,0,0,0,0,0,0,0,0,0,4,1,0,4.7,65.5
521,17992,James Bradberry IV,PHI,CB,16,0,0,0,0,0,0,0,0,0,1,0,1,4.1,65.5
522,23544,Jack Sanborn,CHI,LB,17,0,0,0,0,0,0,0,0,1,1,0,0,3.9,65.5
523,19853,Mike Gesicki,NE,TE,17,0,0,0,0,0,29,244,2,0,0,1,0,3.8,65.4
524,22697,Zaven Collins,ARI,OLB,17,0,0,0,0,0,0,0,0,4,1,0,1,3.8,65.0
525,19020,Deatrich Wise Jr.,NE,DL,16,0,0,0,0,0,0,0,0,5,0,1,0,4.1,65.0
526,23337,Sauce Gardner,NYJ,CB,16,0,0,0,0,0,0,0,0,0,0,1,0,4.1,65.0
527,22092,Chase Young,SF,DE,16,0,0,0,0,0,0,0,0,8,0,0,0,4.1,64.9
528,23165,Marvin Mims Jr.,DEN,WR,16,0,0,0,30,0,22,377,1,0,0,0,0,4.0,64.7
529,22089,Amik Robertson,LV,CB,17,0,0,0,0,0,0,0,0,1,2,1,0,3.8,64.5
530,21071,Greg Dortch,ARI,WR,16,0,0,0,5,0,24,280,2,0,0,0,0,4.0,64.5
531,16041,Jimmy Garoppolo,LV,QB,7,1205,7,9,39,0,0,0,0,0,0,0,0,9.2,64.1
532,13721,Fletcher Cox,PHI,DT,15,0,0,0,0,0,0,0,0,5,0,1,1,4.3,64.0
533,18953,Chidobe Awuzie,CIN,CB,15,0,0,0,0,0,0,0,0,0,0,1,1,4.3,64.0
534,15194,John Jenkins,LV,DT,17,0,0,0,0,0,0,0,0,1,0,0,1,3.8,63.9
535,19886,Lorenzo Carter,ATL,OLB,17,0,0,0,0,0,0,0,0,3,0,1,2,3.8,63.8
536,19896,Arden Key,TEN,OLB,17,0,0,0,0,0,0,0,0,6,0,2,0,3.8,63.8
537,22731,Tyson Campbell,JAX,CB,11,0,0,0,0,0,0,0,0,0,1,1,0,5.8,63.5
538,21064,Jamel Dean,TB,CB,13,0,0,0,0,0,0,0,0,0,0,0,2,4.9,63.5
539,19868,Isaiah Oliver,SF,CB,17,0,0,0,0,0,0,0,0,0,1,0,1,3.7,63.5
540,13894,Tashaun Gipson Sr.,SF,S,16,0,0,0,0,0,0,0,0,1,1,0,0,4.0,63.4
541,21263,Trenton Irwin,CIN,WR,16,0,0,0,0,0,25,316,1,0,0,0,0,3.9,62.6
542,23334,Derek Stingley Jr.,HOU,CB,11,0,0,0,0,0,0,0,0,0,5,0,0,5.7,62.5
543,16263,Allen Robinson II,PIT,WR,17,0,0,0,0,0,34,280,0,0,0,0,0,3.6,62.0
544,22910,Ifeatu Melifonwu,DET,S,17,0,0,0,0,0,0,0,0,3,2,1,0,3.6,62.0
545,21807,Colby Parkinson,SEA,TE,17,0,0,0,0,0,25,247,2,0,0,0,0,3.6,61.7
546,21776,Joshua Kelley,LAC,RB,17,0,0,0,405,2,8,32,0,0,0,0,0,3.6,61.7
547,18952,Larry Ogunjobi,PIT,DT,17,0,0,0,0,0,0,0,0,3,0,1,2,3.6,61.6
548,23376,Devonte Wyatt,GB,DL,17,0,0,0,0,0,0,0,0,6,0,0,1,3.6,61.5
549,23549,Percy Butler,WAS,S,15,0,0,0,0,0,0,0,0,0,0,1,0,4.1,61.5
550,17991,Vonn Bell,CAR,S,13,0,0,0,0,0,0,0,0,0,1,0,0,4.7,61.5
551,18883,JuJu Smith-Schuster,NE,WR,11,0,0,0,0,0,29,260,1,0,0,0,0,5.5,61.0
552,19892,Carlton Davis,TB,CB,12,0,0,0,0,0,0,0,0,0,2,0,0,5.1,61.0
553,23459,Derion Kendrick,LAR,DB,17,0,0,0,0,0,0,0,0,0,1,0,0,3.6,61.0
554,22726,Tre Brown,SEA,CB,15,0,0,0,0,0,0,0,0,1,2,2,0,4.1,61.0
555,19876,Tracy Walker III,DET,S,17,0,0,0,0,0,0,0,0,1,0,1,0,3.6,60.8
556,18995,Jamaal Williams,NO,RB,13,0,0,0,306,1,18,62,0,0,0,0,0,4.7,60.8
557,24349,A.T. Perry,NO,WR,10,0,0,0,0,0,12,246,4,0,0,0,0,6.1,60.6
558,15136,Micah Hyde,BUF,S,14,0,0,0,0,0,0,0,0,0,2,0,0,4.3,60.5
559,24106,DJ Turner II,CIN,CB,17,0,0,0,0,0,0,0,0,1,0,0,1,3.6,60.5
560,22662,Tommy Tremble,CAR,TE,16,0,0,0,0,0,23,194,3,0,0,0,0,3.8,60.4
561,21786,Adam Trautman,DEN,TE,17,0,0,0,0,0,22,204,3,0,0,0,0,3.6,60.4
562,18065,Quinton Jefferson,NYJ,DL,14,0,0,0,0,0,0,0,0,6,0,1,1,4.3,60.4
563,24125,Jalin Hyatt,NYG,WR,17,0,0,0,0,0,23,373,0,0,0,0,0,3.5,60.3
564,20145,Allen Lazard,NYJ,WR,14,0,0,0,0,0,23,311,1,0,0,0,0,4.3,60.1
565,22004,Isaiah Simmons,NYG,S,17,0,0,0,0,0,0,0,0,1,1,1,1,3.5,60.0
566,22844,Talanoa Hufanga,SF,S,10,0,0,0,0,0,0,0,0,0,3,0,0,6.0,60.0
567,21760,Isaiah Hodgins,NYG,WR,17,0,0,0,0,0,21,230,3,0,0,0,0,3.5,60.0
568,19987,Ogbo Okoronkwo,CLE,DE,14,0,0,0,0,0,0,0,0,5,0,0,1,4.3,59.9
569,19275,Adam Butler,LV,DT,17,0,0,0,0,0,0,0,0,5,0,1,0,3.5,59.8
570,24068,KaVontae Turpin,DAL,WR,16,0,0,0,110,1,12,127,3,0,0,0,0,3.7,59.7
571,19887,Nathan Shepherd,NO,DT,17,0,0,0,0,0,0,0,0,4,0,0,0,3.5,59.6
572,21927,Brandon Jones,MIA,S,16,0,0,0,0,0,0,0,0,0,2,1,1,3.7,59.5
573,21120,Cole Holcomb,PIT,LB,8,0,0,0,0,0,0,0,0,0,0,2,1,7.4,59.5
574,19375,Arthur Maulet,BAL,CB,14,0,0,0,0,0,0,0,0,2,1,0,2,4.2,59.2
575,17294,Troy Hill,CAR,CB,16,0,0,0,0,0,0,0,0,0,1,1,0,3.7,59.0
576,22597,Jalen Tolbert,DAL,WR,17,0,0,0,0,0,22,268,2,0,0,0,0,3.5,58.8
577,22553,Michael Carter,ARI,RB,15,0,0,0,187,0,24,101,1,0,0,0,0,3.9,58.8
578,22906,Alim McNeill,DET,DL,13,0,0,0,0,0,0,0,0,5,0,1,0,4.5,58.8
579,18932,DeMarcus Walker,CHI,DE,17,0,0,0,0,0,0,0,0,4,0,0,0,3.4,58.5
580,24439,Terell Smith,CHI,CB,12,0,0,0,0,0,0,0,0,0,0,1,1,4.9,58.5
581,23386,Arnold Ebiketie,ATL,OLB,17,0,0,0,0,0,0,0,0,6,0,2,0,3.4,58.5
582,16929,David Mayo,WAS,LB,17,0,0,0,0,0,0,0,0,2,0,0,0,3.4,58.4
583,24191,Lukas Van Ness,GB,LB,17,0,0,0,0,0,0,0,0,4,0,0,0,3.4,58.1
584,20038,Braxton Berrios,MIA,WR,16,0,0,0,11,0,27,238,1,0,0,0,0,3.6,57.9
585,17915,Joey Bosa,LAC,OLB,9,0,0,0,0,0,0,0,0,7,0,1,1,6.4,57.9
586,19942,John Franklin-Myers,NYJ,DL,17,0,0,0,0,0,0,0,0,4,0,0,0,3.4,57.8
587,19829,Minkah Fitzpatrick,PIT,S,10,0,0,0,0,0,0,0,0,0,0,0,0,5.8,57.5
588,23559,Quentin Lake,LAR,DB,14,0,0,0,0,0,0,0,0,0,0,0,1,4.1,57.5
589,23558,Jack Jones,LV,CB,11,0,0,0,0,0,0,0,0,0,2,0,0,5.2,57.5
590,17976,Xavien Howard,MIA,CB,13,0,0,0,0,0,0,0,0,0,1,0,0,4.4,57.5
591,22735,Michael Carter II,NYJ,CB,15,0,0,0,0,0,0,0,0,0,0,1,0,3.8,57.5
592,19878,Tyquan Lewis,IND,DE,17,0,0,0,0,0,0,0,0,4,0,0,0,3.4,57.4
593,18937,Marcus Williams,BAL,S,11,0,0,0,0,0,0,0,0,0,1,0,0,5.2,57.0
594,17979,A'Shawn Robinson,NYG,DL,17,0,0,0,0,0,0,0,0,0,0,0,0,3.4,57.0
595,22714,Nick Bolton,KC,LB,8,0,0,0,0,0,0,0,0,0,1,0,0,7.1,57.0
596,20841,Daniel Jones,NYG,QB,6,909,2,6,206,1,0,0,0,0,0,0,0,9.5,57.0
597,24339,Jake Bobo,SEA,WR,17,0,0,0,3,1,19,196,2,0,0,0,0,3.3,56.9
598,22867,Odafe Oweh,BAL,OLB,13,0,0,0,0,0,0,0,0,5,0,2,0,4.4,56.7
599,22266,Krys Barnes,ARI,ILB,16,0,0,0,0,0,0,0,0,0,1,0,0,3.5,56.5
600,18905,Marshon Lattimore,NO,CB,10,0,0,0,0,0,0,0,0,0,1,0,0,5.7,56.5
601,19976,Marquez Valdes-Scantling,KC,WR,16,0,0,0,0,0,21,315,1,0,0,0,0,3.5,56.5
602,23308,Alex Wright,CLE,DE,16,0,0,0,0,0,0,0,0,5,0,2,1,3.5,56.3
603,23392,Kingsley Enagbare,GB,LB,17,0,0,0,0,0,0,0,0,2,0,1,1,3.3,55.9
604,19930,Bilal Nichols,LV,DT,17,0,0,0,0,0,0,0,0,2,0,0,1,3.3,55.8
605,20757,Clelin Ferrell,SF,DL,17,0,0,0,0,0,0,0,0,4,0,1,1,3.3,55.8
606,21882,Darrell Taylor,SEA,LB,17,0,0,0,0,0,0,0,0,6,0,1,0,3.3,55.7
607,24209,Calijah Kancey,TB,DL,14,0,0,0,0,0,0,0,0,4,0,0,0,4.0,55.7
608,17950,Eli Apple,MIA,CB,10,0,0,0,0,0,0,0,0,1,1,0,0,5.5,55.5
609,24112,Henry To'oto'o,HOU,LB,15,0,0,0,0,0,0,0,0,0,0,1,1,3.7,55.5
610,20664,Josh Woods,ARI,ILB,11,0,0,0,0,0,0,0,0,1,0,1,0,5.0,55.3
611,13415,Patrick Peterson,PIT,CB,17,0,0,0,0,0,0,0,0,0,2,0,0,3.2,55.0
612,24440,Dante Stills,ARI,DT,15,0,0,0,0,0,0,0,0,4,0,0,1,3.7,55.0
613,21536,Kevin Strong,ARI,DL,14,0,0,0,0,0,0,0,0,3,0,0,1,3.9,55.0
614,22727,Baron Browning,DEN,OLB,10,0,0,0,0,0,0,0,0,5,0,2,0,5.5,54.9
615,20850,Dawson Knox,BUF,TE,12,0,0,0,0,0,22,186,2,0,0,0,0,4.5,54.6
616,22075,A.J. Terrell,ATL,CB,17,0,0,0,0,0,0,0,0,0,0,0,0,3.2,54.5
617,24271,Mekhi Blackmon,MIN,CB,15,0,0,0,0,0,0,0,0,0,1,0,1,3.6,54.5
618,21896,Yetur Gross-Matos,CAR,OLB,12,0,0,0,0,0,0,0,0,5,0,0,0,4.5,54.4
619,24092,BJ Ojulari,ARI,OLB,17,0,0,0,0,0,0,0,0,4,0,0,0,3.2,54.3
620,19849,Terrell Edmunds,TEN,S,16,0,0,0,0,0,0,0,0,3,1,1,0,3.4,54.1
621,11105,Kareem Jackson,HOU,S,10,0,0,0,0,0,0,0,0,0,2,0,0,5.4,54.0
622,23598,Russ Yeast,LAR,DB,17,0,0,0,0,0,0,0,0,0,0,0,0,3.2,54.0
623,23168,Skyy Moore,KC,WR,14,0,0,0,23,0,21,244,1,0,0,0,0,3.8,53.7
624,24374,Chase Brown,CIN,RB,12,0,0,0,179,0,14,156,1,0,0,0,0,4.5,53.5
625,20460,Tre Herndon,JAX,CB,16,0,0,0,0,0,0,0,0,0,0,1,0,3.3,53.5
626,22782,Ambry Thomas,SF,CB,15,0,0,0,0,0,0,0,0,0,1,1,1,3.6,53.5
627,20899,Josh Oliver,MIN,TE,17,0,0,0,0,0,22,213,2,0,0,0,0,3.1,53.3
628,24168,Tyson Bagent,CHI,QB,5,859,3,6,109,2,0,0,0,0,0,0,0,10.7,53.3
629,24144,Bryan Bresee,NO,DT,17,0,0,0,0,0,0,0,0,5,0,0,0,3.1,53.2
630,18481,Michael Pierce,BAL,NT,17,0,0,0,0,0,0,0,0,1,0,1,2,3.1,53.2
631,20994,Mack Wilson Sr.,NE,LB,17,0,0,0,0,0,0,0,0,4,0,2,0,3.1,53.0
632,19830,Denzel Ward,CLE,CB,13,0,0,0,0,0,0,0,0,0,2,1,0,4.1,53.0
633,22614,Kadarius Toney,KC,WR,13,0,0,0,31,0,27,169,1,0,0,0,0,4.1,53.0
634,16885,Kwon Alexander,PIT,LB,9,0,0,0,0,0,0,0,0,1,1,1,0,5.9,52.8
635,24472,Xavier Gipson,NYJ,WR,17,0,0,0,68,1,21,229,0,0,0,0,0,3.1,52.7
636,22566,Calvin Austin III,PIT,WR,17,0,0,0,57,1,17,180,1,0,0,0,0,3.1,52.7
637,17978,Jihad Ward,NYG,OLB,17,0,0,0,0,0,0,0,0,5,0,1,1,3.1,52.5
638,24108,Emmanuel Forbes Jr.,WAS,CB,14,0,0,0,0,0,0,0,0,0,1,0,0,3.8,52.5
639,23424,Bryan Cook,KC,S,12,0,0,0,0,0,0,0,0,0,1,0,2,4.3,52.0
640,18923,Jamal Adams,SEA,SS,9,0,0,0,0,0,0,0,0,0,0,0,0,5.8,52.0
641,20102,Levi Wallace,PIT,CB,16,0,0,0,0,0,0,0,0,0,2,0,0,3.2,52.0
642,21925,Ashtyn Davis,NYJ,S,17,0,0,0,3,0,0,0,0,0,3,1,3,3.0,51.8
643,16778,Arik Armstead,SF,DL,12,0,0,0,0,0,0,0,0,5,0,0,0,4.3,51.7
644,14856,Zach Ertz,ARI,TE,7,0,0,0,0,0,27,187,1,0,0,0,0,7.4,51.7
645,21717,Jauan Jennings,SF,WR,13,0,0,0,0,0,19,265,1,0,0,0,0,4.0,51.5
646,18920,Malik Hooker,DAL,S,16,0,0,0,0,0,0,0,0,0,1,1,1,3.2,51.5
647,13338,Cameron Jordan,NO,DE,17,0,0,0,0,0,0,0,0,2,0,0,1,3.0,51.3
648,24282,Karl Brooks,GB,DL,17,0,0,0,0,0,0,0,0,4,0,1,2,3.0,51.1
649,24242,JuJu Brents,IND,CB,9,0,0,0,0,0,0,0,0,0,1,1,1,5.7,51.0
650,22739,Marco Wilson,NE,CB,16,0,0,0,0,0,0,0,0,0,0,0,0,3.2,51.0
651,24126,Joey Porter Jr.,PIT,CB,17,0,0,0,0,0,0,0,0,0,1,0,0,3.0,51.0
652,22506,Brevin Jordan,HOU,TE,14,0,0,0,0,0,17,219,2,0,0,0,0,3.6,50.9
653,20894,Anthony Nelson,TB,OLB,16,0,0,0,0,0,0,0,0,3,0,0,0,3.2,50.8
654,24119,Andrei Iosivas,CIN,WR,16,0,0,0,0,0,15,116,4,0,0,0,0,3.2,50.6
655,21131,Nick Scott,CIN,S,17,0,0,0,0,0,0,0,0,0,0,0,1,3.0,50.5
656,18972,Fabian Moreau,DEN,CB,16,0,0,0,0,0,0,0,0,0,1,0,0,3.2,50.5
657,23485,Daniel Bellinger,NYG,TE,17,0,0,0,0,0,25,255,0,0,0,0,0,3.0,50.5
658,17942,Keanu Neal,PIT,S,9,0,0,0,0,0,0,0,0,0,1,0,1,5.6,50.5
659,16779,Marcus Peters,LV,CB,12,0,0,0,0,0,0,0,0,0,1,0,0,4.2,50.5
660,18904,Solomon Thomas,NYJ,DL,17,0,0,0,0,0,0,0,0,5,0,0,0,3.0,50.3
661,20931,Drew Sample,CIN,TE,17,0,0,0,0,0,22,163,2,0,0,0,0,3.0,50.3
662,22788,Victor Dimukeje,ARI,OLB,16,0,0,0,0,0,0,0,0,4,0,1,0,3.1,50.2
663,18914,Mike Williams,LAC,WR,3,0,0,0,3,0,19,249,1,0,0,0,0,16.7,50.2
664,18124,Kamu Grugier-Hill,CAR,LB,17,0,0,0,0,0,0,0,0,1,1,0,0,3.0,50.2
665,20965,Juan Thornhill,CLE,S,11,0,0,0,0,0,0,0,0,0,0,0,0,4.5,50.0
666,18177,Jonathan Jones,NE,DB,14,0,0,0,0,0,0,0,0,0,0,0,0,3.6,50.0
667,22070,Khalil Davis,HOU,DT,15,0,0,0,0,0,0,0,0,2,0,1,1,3.3,49.8
668,18292,Roy Robertson-Harris,JAX,DL,17,0,0,0,0,0,0,0,0,4,0,0,0,2.9,49.6
669,22332,Jonah Williams,LAR,DE,17,0,0,0,0,0,0,0,0,2,0,0,0,2.9,49.6
670,22104,Casey Toohill,WAS,DE,16,0,0,0,0,0,0,0,0,5,0,0,1,3.1,49.4
671,18900,Mo Alie-Cox,IND,TE,17,0,0,0,0,0,13,161,3,0,0,0,0,2.9,49.1
672,23515,Jordan Davis,PHI,DT,17,0,0,0,0,0,0,0,0,3,0,1,0,2.9,49.0
673,23148,David Bell,CLE,WR,15,0,0,0,0,0,14,167,3,0,0,0,0,3.2,48.7
674,18811,Mitchell Trubisky,PIT,QB,5,632,4,5,54,2,0,0,0,0,0,0,0,9.7,48.7
675,20924,Hunter Renfrow,LV,WR,17,0,0,0,0,0,25,255,0,0,0,0,0,2.9,48.5
676,22084,Kristian Fulton,TEN,CB,11,0,0,0,0,0,0,0,0,0,0,0,0,4.4,48.5
677,19985,Sebastian Joseph-Day,SF,DL,16,0,0,0,0,0,0,0,0,3,0,0,0,3.0,48.5
678,24192,Carrington Valentine,GB,CB,17,0,0,0,0,0,0,0,0,0,0,0,1,2.9,48.5
679,17963,Austin Hooper,LV,TE,17,0,0,0,0,0,25,234,0,0,0,0,0,2.8,48.4
680,20919,Taylor Rapp,BUF,S,16,0,0,0,0,0,0,0,0,1,1,0,1,3.0,48.3
681,24230,Sydney Brown,PHI,S,14,0,0,0,0,0,0,0,0,0,1,1,0,3.4,48.0
682,19902,Oren Burks,SF,LB,15,0,0,0,0,0,0,0,0,1,1,0,0,3.2,47.7
683,24247,Quan Martin,WAS,DB,16,0,0,0,0,0,0,0,0,1,2,0,0,3.0,47.5
684,19049,Anthony Walker Jr.,CLE,LB,12,0,0,0,0,0,0,0,0,0,0,1,2,4.0,47.5
685,22535,Elijah Mitchell,SF,RB,11,0,0,0,281,2,6,14,0,0,0,0,0,4.3,47.5
686,16678,Jimmie Ward,HOU,S,10,0,0,0,0,0,0,0,0,0,1,0,0,4.8,47.5
687,16819,Markus Golden,PIT,LB,16,0,0,0,0,0,0,0,0,4,0,0,1,3.0,47.5
688,24083,Tyree Wilson,LV,DE,17,0,0,0,0,0,0,0,0,4,0,1,1,2.8,47.3
689,18002,Jonathan Bullard,MIN,DL,17,0,0,0,0,0,0,0,0,2,0,1,0,2.8,47.3
690,20816,Lil'Jordan Humphrey,DEN,WR,17,0,0,0,0,0,13,162,3,0,0,0,0,2.8,47.2
691,20217,Tavierre Thomas,HOU,CB,9,0,0,0,0,0,0,0,0,0,0,2,0,5.2,47.0
692,10333,Graham Gano,NYG,K,8,0,0,0,0,0,0,0,0,0,0,0,0,5.9,47.0
693,19319,Matt Breida,NYG,RB,17,0,0,0,151,1,17,88,0,0,0,0,0,2.8,46.9
694,22744,Milton Williams,PHI,DT,16,0,0,0,0,0,0,0,0,1,0,1,0,2.9,46.8
695,21688,Cam Akers,MIN,RB,7,0,0,0,167,2,11,70,0,0,0,0,0,6.7,46.7
696,19053,Davon Godchaux,NE,DL,17,0,0,0,0,0,0,0,0,0,0,0,1,2.7,46.5
697,20884,Foster Moreau,NO,TE,15,0,0,0,0,0,21,193,1,0,0,0,0,3.1,46.3
698,11132,Jerry Hughes,HOU,DE,17,0,0,0,0,0,0,0,0,3,0,1,0,2.7,46.3
699,19823,Royce Freeman,LAR,RB,14,0,0,0,319,2,1,13,0,0,0,0,0,3.3,46.2
700,19014,Grover Stewart,IND,DT,11,0,0,0,0,0,0,0,0,1,0,0,0,4.2,46.2
701,24189,Kei'Trel Clark,ARI,CB,14,0,0,0,0,0,0,0,0,0,0,0,0,3.3,46.0
702,24283,Keeanu Benton,PIT,DL,17,0,0,0,0,0,0,0,0,1,0,2,0,2.7,45.9
703,23482,Bo Melton,GB,WR,5,0,0,0,21,0,16,218,1,0,0,0,0,9.2,45.9
704,19062,Desmond King II,HOU,CB,10,0,0,0,0,0,0,0,0,1,0,0,0,4.6,45.7
705,21281,Andrew Wingard,JAX,S,17,0,0,0,0,0,0,0,0,0,1,1,0,2.7,45.5
706,19901,Isaac Yiadom,NO,CB,17,0,0,0,0,0,0,0,0,0,1,0,1,2.7,45.5
707,18102,DeAndre Houston-Carson,HOU,S,13,0,0,0,0,0,0,0,0,0,2,0,1,3.5,45.5
708,17983,Deion Jones,CAR,LB,13,0,0,0,0,0,0,0,0,1,1,0,0,3.5,45.3
709,18197,Alex Erickson,LAC,WR,8,0,0,0,0,0,16,232,1,0,0,0,0,5.7,45.2
710,24413,Jordan Howden,NO,DB,16,0,0,0,0,0,0,0,0,1,0,1,0,2.8,45.2
711,17958,Emmanuel Ogbah,MIA,DE,15,0,0,0,0,0,0,0,0,5,1,1,0,3.0,45.0
712,18658,Antonio Hamilton Sr.,ARI,CB,14,0,0,0,0,0,0,0,0,0,1,0,0,3.2,45.0
713,18986,Shaq Griffin,CAR,CB,13,0,0,0,0,0,0,0,0,0,1,1,0,3.5,45.0
714,18939,Marcus Maye,NO,S,7,0,0,0,0,0,0,0,0,1,2,0,0,6.4,45.0
715,18911,Derek Barnett,HOU,DE,14,0,0,0,0,0,0,0,0,3,0,0,0,3.2,44.8
716,23364,Jordan Mason,SF,RB,17,0,0,0,206,3,3,31,0,0,0,0,0,2.6,44.7
717,21466,Jonathan Harris,DEN,DL,17,0,0,0,0,0,0,0,0,1,0,0,0,2.6,44.6
718,20934,Khalen Saunders,NO,DT,17,0,0,0,0,0,0,0,0,0,0,0,0,2.6,44.5
719,21107,Darnell Savage,GB,S,10,0,0,0,0,0,0,0,0,0,0,0,0,4.5,44.5
720,12902,Cameron Heyward,PIT,DT,11,0,0,0,0,0,0,0,0,2,0,0,0,4.0,44.4
721,24348,Cedric Tillman,CLE,WR,14,0,0,0,8,0,21,224,0,0,0,0,0,3.2,44.2
722,23274,Dee Alford,ATL,CB,16,0,0,0,0,0,0,0,0,0,0,0,1,2.8,44.0
723,18979,John Johnson III,LAR,DB,17,0,0,0,0,0,0,0,0,0,2,0,0,2.6,44.0
724,24201,Nick Herbig,PIT,LB,17,0,0,0,0,0,0,0,0,3,0,2,1,2.6,43.9
725,16319,Shelby Harris,CLE,DT,17,0,0,0,0,0,0,0,0,2,0,1,0,2.6,43.9
726,22052,C.J. Henderson,CAR,CB,12,0,0,0,0,0,0,0,0,1,0,0,0,3.6,43.8
727,24208,Jaylon Jones,IND,CB,17,0,0,0,0,0,0,0,0,0,0,0,0,2.6,43.5
728,20798,Darrell Henderson Jr.,LAR,RB,4,0,0,0,112,2,10,103,0,0,0,0,0,10.9,43.5
729,23289,Dane Belton,NYG,S,17,0,0,0,0,0,0,0,0,1,2,0,1,2.6,43.4
730,24238,Kendre Miller,NO,RB,8,0,0,0,156,1,10,117,0,0,0,0,0,5.4,43.3
731,16821,Randy Gregory,SF,OLB,16,0,0,0,0,0,0,0,0,4,0,0,0,2.7,43.3
732,23427,Jaylen Watson,KC,CB,16,0,0,0,0,0,0,0,0,2,0,0,0,2.7,43.2
733,18938,Dalvin Tomlinson,CLE,DT,16,0,0,0,0,0,0,0,0,3,0,0,0,2.7,43.2
734,19023,Mack Hollins,ATL,WR,13,0,0,0,0,0,18,251,0,0,0,0,0,3.3,43.1
735,23532,Sam Williams,DAL,DE,17,0,0,0,0,0,0,0,0,5,0,1,0,2.5,43.0
736,21021,Corey Ballentine,GB,CB,14,0,0,0,0,0,0,0,0,0,1,0,0,3.1,43.0
737,22044,Jeff Okudah,ATL,CB,13,0,0,0,0,0,0,0,0,0,0,0,0,3.3,43.0
738,18333,Austin Johnson,LAC,DL,17,0,0,0,0,0,0,0,0,0,0,0,1,2.5,43.0
739,21843,Salvon Ahmed,MIA,RB,8,0,0,0,61,1,16,88,1,0,0,0,0,5.4,42.9
740,18083,DJ Reader,CIN,DT,14,0,0,0,0,0,0,0,0,1,0,0,1,3.1,42.9
741,23218,Pierre Strong Jr.,CLE,RB,17,0,0,0,291,1,5,47,0,0,0,1,0,2.5,42.8
742,23522,Travis Jones,BAL,DT,17,0,0,0,0,0,0,0,0,2,0,0,0,2.5,42.8
743,18555,Morgan Fox,LAC,DL,17,0,0,0,0,0,0,0,0,6,0,0,0,2.5,42.6
744,16100,Brent Urban,BAL,DE,17,0,0,0,0,0,0,0,0,3,0,0,1,2.5,42.6
745,24456,Starling Thomas V,ARI,CB,12,0,0,0,0,0,0,0,0,0,0,0,0,3.5,42.5
746,19004,Eddie Jackson,CHI,DB,12,0,0,0,0,0,0,0,0,0,1,0,0,3.5,42.5
747,23262,Zach Harrison,ATL,DL,16,0,0,0,0,0,0,0,0,3,0,0,0,2.7,42.5
