rank,id,player,team,pos,gp,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,def_sck,def_int,fum_forced,fum_recovered,fpts_ppr_per_gp,fpts_ppr
240,23437,Devin Lloyd,JAX,LB,15,0,0,0,0,0,0,0,0,0,0,0,2,7.8,117.0
241,23134,Cade Otton,TB,TE,17,0,0,0,0,0,47,455,4,0,0,0,0,6.9,116.5
242,20325,Greg Joseph,MIN,K,17,0,0,0,0,0,0,0,0,0,0,0,0,6.8,116.0
243,16845,Jordan Hicks,MIN,LB,13,0,0,0,0,0,0,0,0,1,1,1,2,8.9,115.8
244,19816,DJ Chark,CAR,WR,15,0,0,0,0,0,35,525,5,0,0,0,0,7.7,115.5
245,24184,Devon Witherspoon,SEA,CB,14,0,0,0,0,0,0,0,0,3,1,1,0,8.2,115.4
246,23416,Jaquan Brisker,CHI,DB,15,0,0,0,0,0,0,0,0,1,1,2,1,7.7,115.2
247,19866,Justin Reid,KC,S,16,0,0,0,0,0,0,0,0,3,1,1,0,7.2,115.1
248,19933,Josey Jewell,DEN,ILB,16,0,0,0,0,0,0,0,0,3,0,2,3,7.2,114.6
249,24173,Michael Wilson,ARI,WR,13,0,0,0,0,0,38,565,3,0,0,0,0,8.8,114.5
250,23382,Jermaine Johnson,NYJ,LB,17,0,0,0,0,0,0,0,0,8,1,1,1,6.7,114.5
251,22824,Richie Grant,ATL,S,17,0,0,0,0,0,0,0,0,3,1,2,0,6.7,114.4
252,23260,Kayvon Thibodeaux,NYG,OLB,17,0,0,0,0,0,0,0,0,12,0,3,1,6.7,114.3
253,20778,Dre Greenlaw,SF,LB,15,0,0,0,0,0,0,0,0,2,0,0,0,7.6,114.0
254,20959,Jahlani Tavai,NE,LB,17,0,0,0,0,0,0,0,0,1,2,2,0,6.7,113.9
255,19016,Samson Ebukam,IND,DE,17,0,0,0,0,0,0,0,0,10,0,4,0,6.7,113.7
256,21923,Kamren Curl,WAS,S,16,0,0,0,0,0,0,0,0,1,0,1,1,7.1,113.5
257,23489,Chigoziem Okonkwo,TEN,TE,17,0,0,0,6,0,54,528,1,0,0,0,0,6.7,113.4
258,16964,Darren Waller,NYG,TE,12,0,0,0,0,0,52,552,1,0,0,0,0,9.4,113.2
259,23227,Khalil Shakir,BUF,WR,17,0,0,0,10,0,39,611,2,0,0,0,0,6.7,113.1
260,20204,Charvarius Ward,SF,CB,17,0,0,0,0,0,0,0,0,0,5,1,0,6.6,113.0
261,22709,Christian Barmore,NE,DL,17,0,0,0,0,0,0,0,0,9,0,1,0,6.6,112.5
262,22563,Khalil Herbert,CHI,RB,12,0,0,0,611,2,20,134,1,0,0,0,0,9.4,112.5
263,22602,Tutu Atwell,LAR,WR,16,0,0,0,31,0,39,483,3,0,0,0,0,7.0,112.4
264,23365,Trent McDuffie,KC,CB,16,0,0,0,0,0,0,0,0,3,0,5,0,7.0,112.4
265,19928,Taron Johnson,BUF,CB,17,0,0,0,0,0,0,0,0,1,0,3,1,6.6,112.1
266,19989,Daniel Carlson,LV,K,17,0,0,0,0,0,0,0,0,0,0,0,0,6.6,112.0
267,18215,Ka'imi Fairbairn,HOU,K,12,0,0,0,0,0,0,0,0,0,0,0,0,9.3,112.0
268,22922,Jason Pinnock,NYG,S,16,0,0,0,0,0,0,0,0,2,2,2,0,7.0,111.7
269,18935,Gerald Everett,LAC,TE,15,0,0,0,10,0,51,411,3,0,0,0,0,7.4,111.1
270,21897,Alex Highsmith,PIT,LB,17,0,0,0,0,0,0,0,0,7,2,2,0,6.5,111.0
271,16310,Denico Autry,TEN,DL,17,0,0,0,0,0,0,0,0,12,0,2,0,6.5,110.8
272,22501,Kenny Pickett,PIT,QB,12,2070,6,4,54,1,0,0,0,0,0,0,0,9.2,110.2
273,21118,Blake Cashman,HOU,LB,14,0,0,0,0,0,0,0,0,2,1,0,1,7.9,110.1
274,22704,Paulson Adebo,NO,CB,15,0,0,0,0,0,0,0,0,0,4,2,2,7.3,110.0
275,17994,Kevin Byard III,PHI,S,16,0,0,0,0,0,0,0,0,0,1,0,1,6.9,110.0
276,18130,Elandon Roberts,PIT,LB,16,0,0,0,0,0,0,0,0,3,0,0,0,6.8,109.5
277,20802,Justice Hill,BAL,RB,16,0,0,0,387,3,28,206,1,0,0,0,0,6.8,109.3
278,18316,Mike Hilton,CIN,CB,17,0,0,0,0,0,0,0,0,2,2,0,1,6.4,109.2
279,19026,Rayshawn Jenkins,JAX,S,17,0,0,0,0,0,0,0,0,1,2,0,0,6.4,108.8
280,24265,Ivan Pace Jr.,MIN,LB,17,0,0,0,0,0,0,0,0,3,1,1,1,6.4,108.8
281,24239,Tyrique Stevenson,CHI,CB,16,0,0,0,0,0,0,0,0,0,4,2,0,6.8,108.5
282,20989,Quinnen Williams,NYJ,DL,17,0,0,0,0,0,0,0,0,6,1,1,1,6.4,108.5
283,18032,Tyler Higbee,LAR,TE,15,0,0,0,0,0,47,495,2,0,0,0,0,7.2,108.5
284,23381,Boye Mafe,SEA,LB,16,0,0,0,0,0,0,0,0,9,0,1,2,6.8,108.0
285,20862,David Long Jr.,MIA,LB,17,0,0,0,0,0,0,0,0,1,0,1,0,6.3,107.9
286,19954,Jordan Whitehead,NYJ,S,17,0,0,0,0,0,0,0,0,1,4,0,0,6.3,107.7
287,16389,Odell Beckham Jr.,BAL,WR,14,0,0,0,0,0,35,565,3,0,0,0,0,7.7,107.5
288,24180,Demario Douglas,NE,WR,14,0,0,0,41,0,49,561,0,0,0,0,0,7.7,107.2
289,24253,Byron Young,LAR,OLB,17,0,0,0,0,0,0,0,0,8,0,2,1,6.3,107.2
290,20898,Ed Oliver,BUF,DT,16,0,0,0,0,0,0,0,0,10,1,1,0,6.7,106.9
291,23344,Christian Harris,HOU,LB,16,0,0,0,0,0,0,0,0,2,0,1,0,6.7,106.8
292,22613,Joshua Palmer,LAC,WR,10,0,0,0,6,0,38,581,2,0,0,0,0,10.7,106.7
293,22109,Julian Blackmon,IND,S,15,0,0,0,0,0,0,0,0,0,4,0,2,7.1,106.5
294,22496,Mac Jones,NE,QB,11,2120,10,12,96,0,0,0,0,0,0,0,0,9.7,106.4
295,23173,Zach Charbonnet,SEA,RB,16,0,0,0,462,1,33,209,0,0,0,0,0,6.6,106.1
296,21025,Cody Barton,WAS,LB,13,0,0,0,0,0,0,0,0,0,1,0,1,8.2,106.0
297,14461,Harrison Smith,MIN,S,17,0,0,0,0,0,0,0,0,3,0,3,0,6.2,106.0
298,24311,Jaleel McLaughlin,DEN,RB,17,0,0,0,410,1,31,160,2,0,0,0,0,6.2,106.0
299,24186,Brian Branch,DET,DB,15,0,0,0,0,0,0,0,0,1,3,1,0,7.0,105.6
300,21937,Jordan Fuller,LAR,DB,17,0,0,0,0,0,0,0,0,0,3,3,0,6.2,105.5
301,22626,Rondale Moore,ARI,WR,17,0,0,0,178,1,40,352,1,0,0,0,0,6.2,105.0
302,18982,Rasul Douglas,BUF,CB,16,0,0,0,0,0,0,0,0,1,5,0,3,6.6,105.0
303,21909,D.J. Wonnum,MIN,OLB,15,0,0,0,0,0,0,0,0,8,0,0,1,7.0,104.5
304,21052,Brian Burns,CAR,OLB,16,0,0,0,0,0,0,0,0,8,0,1,1,6.5,103.6
305,18909,Haason Reddick,PHI,LB,17,0,0,0,0,0,0,0,0,11,0,1,0,6.1,103.5
306,21635,Jalen Thompson,ARI,S,15,0,0,0,0,0,0,0,0,1,4,1,0,6.9,103.4
307,16618,Aaron Donald,LAR,DT,16,0,0,0,0,0,0,0,0,8,0,0,0,6.4,103.0
308,24372,Roschon Johnson,CHI,RB,15,0,0,0,352,2,34,209,0,0,0,0,0,6.8,102.1
309,23270,Will Levis,TEN,QB,9,1808,8,4,57,1,0,0,0,0,0,0,1,11.3,102.0
310,20149,Eddy Piñeiro,CAR,K,15,0,0,0,0,0,0,0,0,0,0,0,0,6.8,102.0
311,19080,Noah Brown,HOU,WR,10,0,0,0,-1,0,33,567,2,0,0,0,0,10.2,101.6
312,23460,Roger McCreary,TEN,CB,15,0,0,0,0,0,0,0,0,2,1,1,0,6.8,101.5
313,23395,Christian Watson,GB,WR,9,0,0,0,11,0,28,422,5,0,0,0,0,11.3,101.3
314,23316,Travon Walker,JAX,OLB,17,0,0,0,0,0,0,0,0,10,0,0,1,6.0,101.2
315,23256,Isaiah Likely,BAL,TE,17,0,0,0,0,0,30,411,5,0,0,0,0,5.9,101.1
316,21852,Ty Chandler,MIN,RB,17,0,0,0,461,3,21,159,0,0,0,0,0,5.9,101.0
317,611,Joe Flacco,CLE,QB,5,1616,13,8,2,0,0,0,0,0,0,0,0,20.2,100.8
318,22759,Jamin Davis,WAS,LB,13,0,0,0,0,0,0,0,0,3,1,2,0,7.7,100.3
319,21934,L'Jarius Sneed,KC,CB,16,0,0,0,0,0,0,0,0,0,2,0,1,6.2,100.0
320,19318,Kendrick Bourne,NE,WR,8,0,0,0,4,0,37,406,4,0,0,0,0,12.5,100.0
321,16194,Jadeveon Clowney,BAL,OLB,17,0,0,0,0,0,0,0,0,10,0,2,1,5.9,99.6
322,23442,Damone Clark,DAL,LB,17,0,0,0,0,0,0,0,0,0,0,0,1,5.9,99.5
323,22330,Michael Hoecht,LAR,OLB,17,0,0,0,0,0,0,0,0,6,0,1,0,5.8,99.3
324,22688,Tre'Von Moehrig,LV,S,17,0,0,0,0,0,0,0,0,2,3,0,0,5.8,99.3
325,20767,Rashan Gary,GB,LB,17,0,0,0,0,0,0,0,0,9,0,2,2,5.8,99.2
326,18331,Chris Jones,KC,DT,16,0,0,0,0,0,0,0,0,11,0,0,0,6.2,99.2
327,20981,Devin White,TB,LB,14,0,0,0,0,0,0,0,0,3,2,0,0,7.1,98.9
328,23431,Alontae Taylor,NO,CB,17,0,0,0,0,0,0,0,0,1,2,1,0,5.8,98.9
329,22767,Divine Deablo,LV,LB,15,0,0,0,0,0,0,0,0,1,0,0,1,6.5,98.2
330,21738,Juwan Johnson,NO,TE,13,0,0,0,0,0,37,368,4,0,0,0,0,7.5,97.8
331,22047,Myles Bryant,NE,DB,17,0,0,0,0,0,0,0,0,1,1,2,0,5.7,97.6
332,23359,Kerby Joseph,DET,S,15,0,0,0,0,0,0,0,0,0,4,0,0,6.5,97.5
333,18422,Kalif Raymond,DET,WR,17,0,0,0,75,0,35,489,1,0,0,0,0,5.7,97.4
334,20968,Drue Tranquill,KC,LB,16,0,0,0,0,0,0,0,0,5,0,2,0,6.1,97.4
335,22562,Kenneth Gainwell,PHI,RB,16,17,0,0,364,2,30,183,0,0,0,0,0,6.1,97.4
336,16781,Nelson Agholor,BAL,WR,17,0,0,0,0,0,35,381,4,0,0,0,0,5.7,97.1
337,14860,Jordan Poyer,BUF,S,16,0,0,0,0,0,0,0,0,1,0,1,0,6.0,96.4
338,22921,Nate Hobbs,LV,CB,13,0,0,0,0,0,0,0,0,1,1,1,0,7.4,96.3
339,3341,Calais Campbell,ATL,DL,17,0,0,0,0,0,0,0,0,7,0,1,1,5.6,95.9
340,24217,Trey Palmer,TB,WR,17,0,0,0,22,0,39,385,3,0,0,0,0,5.6,95.7
341,23232,Alec Pierce,IND,WR,17,0,0,0,0,0,32,514,2,0,0,0,0,5.6,95.4
342,24474,Kobie Turner,LAR,NT,17,0,0,0,0,0,0,0,0,9,0,0,0,5.6,95.2
343,21519,Joey Slye,WAS,K,17,0,0,0,0,0,0,0,0,0,0,0,0,5.6,95.0
344,23259,George Karlaftis,KC,DE,16,0,0,0,0,0,0,0,0,11,0,1,0,5.9,94.5
345,20570,Darious Williams,JAX,CB,17,0,0,0,0,0,0,0,0,0,4,2,0,5.6,94.5
346,21939,Alohi Gilman,LAC,S,14,0,0,0,0,0,0,0,0,0,2,3,2,6.7,94.0
347,24226,Quentin Johnston,LAC,WR,17,0,0,0,9,0,38,431,2,0,0,0,0,5.5,94.0
348,20738,Zach Allen,DEN,DE,17,0,0,0,0,0,0,0,0,5,0,1,0,5.5,94.0
349,19871,Sam Hubbard,CIN,DE,15,0,0,0,0,0,0,0,0,6,0,0,2,6.3,93.8
350,20811,Amani Hooker,TEN,S,13,0,0,0,2,0,0,0,0,0,1,1,1,7.2,93.7
351,24625,Tommy Devito,NYG,QB,10,1101,8,3,195,1,0,0,0,0,0,0,0,9.4,93.5
352,19940,Kyzir White,ARI,ILB,11,0,0,0,0,0,0,0,0,2,1,0,0,8.5,93.5
353,21918,Grant Delpit,CLE,S,13,0,0,0,0,0,0,0,0,2,1,0,1,7.2,93.5
354,16799,Preston Smith,GB,LB,17,0,0,0,0,0,0,0,0,8,0,2,0,5.5,93.4
355,18023,Justin Simmons,DEN,S,15,0,0,0,0,0,0,0,0,1,3,2,1,6.2,93.0
356,19841,Daron Payne,WAS,DT,17,0,0,0,0,0,0,0,0,4,0,2,2,5.5,93.0
357,22753,Pete Werner,NO,LB,16,0,0,0,0,0,0,0,0,1,1,0,2,5.8,92.9
358,16767,Leonard Williams,SEA,DE,18,0,0,0,0,0,0,0,0,6,0,0,0,5.1,92.5
359,21123,Donovan Wilson,DAL,S,15,0,0,0,0,0,0,0,0,0,2,1,2,6.2,92.5
360,18902,Jabrill Peppers,NE,DB,15,0,0,0,0,0,0,0,0,1,2,1,1,6.1,92.2
361,21952,Rico Dowdle,DAL,RB,16,0,0,0,361,2,17,144,2,0,0,0,0,5.7,91.5
362,22689,Kwity Paye,IND,DE,16,0,0,0,0,0,0,0,0,9,0,2,2,5.7,91.5
363,19918,Josh Sweat,PHI,DE,17,0,0,0,0,0,0,0,0,7,0,2,0,5.4,91.5
364,18957,D'Onta Foreman,CHI,RB,9,0,0,0,425,4,11,77,1,0,0,0,0,10.1,91.2
365,22863,Riley Patterson,CLE,K,15,0,0,0,0,0,0,0,0,0,0,0,0,6.1,91.0
366,22899,Deommodore Lenoir,SF,DB,17,0,0,0,0,0,0,0,0,0,3,0,0,5.4,91.0
367,22896,Malcolm Koonce,LV,DE,17,0,0,0,0,0,0,0,0,8,0,3,0,5.3,90.7
368,15226,Tyrann Mathieu,NO,S,17,0,0,0,0,0,0,0,0,0,4,0,0,5.3,90.5
369,23547,Markquese Bell,DAL,S,17,0,0,0,0,0,0,0,0,0,0,2,0,5.3,90.5
370,22841,Jevon Holland,MIA,S,12,0,0,0,0,0,0,0,0,0,1,3,1,7.5,90.0
371,18013,Kendall Fuller,WAS,CB,15,0,0,0,0,0,0,0,0,0,2,0,2,6.0,90.0
372,23422,Jalen Pitre,HOU,S,15,0,0,0,0,0,0,0,0,0,0,1,1,6.0,90.0
373,22787,Benjamin St-Juste,WAS,CB,16,0,0,0,0,0,0,0,0,1,1,2,0,5.6,89.8
374,17960,Michael Thomas,NO,WR,10,0,0,0,0,0,39,448,1,0,0,0,0,9.0,89.8
375,21218,Tyrel Dodson,BUF,LB,17,0,0,0,0,0,0,0,0,3,0,1,1,5.3,89.6
376,22698,Greg Rousseau,BUF,DE,16,0,0,0,0,0,0,0,0,5,0,1,1,5.6,89.3
377,14871,Robert Woods,HOU,WR,14,0,0,0,7,0,40,426,1,0,0,0,0,6.4,89.3
378,19922,Justin Watson,KC,WR,16,0,0,0,0,0,27,460,3,0,0,0,0,5.6,89.0
379,24087,Will Anderson Jr.,HOU,DE,15,0,0,0,0,0,0,0,0,7,0,0,0,5.9,88.8
380,19882,Jerome Baker,MIA,LB,13,0,0,0,0,0,0,0,0,2,2,0,0,6.8,88.5
381,22874,Dayo Odeyingbo,IND,DE,17,0,0,0,0,0,0,0,0,8,0,1,2,5.2,88.3
382,23960,Tony Adams,NYJ,S,15,0,0,0,0,0,0,0,0,0,3,0,0,5.9,88.0
383,16960,Quandre Diggs,SEA,FS,17,0,0,0,0,0,0,0,0,0,1,0,0,5.2,88.0
384,19867,Michael Gallup,DAL,WR,17,0,0,0,0,0,34,418,2,0,0,0,0,5.2,87.8
385,24085,Tuli Tuipulotu,LAC,OLB,17,0,0,0,0,0,0,0,0,5,0,2,1,5.2,87.8
386,20933,Miles Sanders,CAR,RB,16,0,0,0,432,1,27,154,0,0,0,0,0,5.5,87.6
387,18047,Demarcus Robinson,LAR,WR,16,0,0,0,23,0,26,371,4,0,0,0,0,5.5,87.4
388,12831,Tyrod Taylor,NYG,QB,11,1341,5,3,197,0,0,0,0,0,0,0,0,7.9,87.3
389,19885,B.J. Hill,CIN,DT,17,0,0,0,0,0,0,0,0,5,2,0,1,5.1,87.2
390,20940,Jeffery Simmons,TEN,DT,12,0,0,0,0,0,1,2,1,6,0,1,1,7.2,86.9
391,17947,Kenny Clark,GB,DL,17,0,0,0,0,0,0,0,0,8,0,2,0,5.1,86.8
392,18857,Deshaun Watson,CLE,QB,6,1115,7,4,142,1,0,0,0,0,0,0,0,14.5,86.8
393,16271,Shaquil Barrett,TB,OLB,16,0,0,0,0,0,0,0,0,5,1,3,0,5.4,86.8
394,23290,Nik Bonitto,DEN,OLB,15,0,0,0,0,0,0,0,0,8,0,1,0,5.8,86.2
395,17981,Jarran Reed,SEA,NT,16,0,0,0,0,0,0,0,0,7,0,1,1,5.4,86.1
396,19953,D.J. Reed,NYJ,CB,15,0,0,0,0,0,0,0,0,0,1,1,0,5.7,86.0
397,20852,Dexter Lawrence II,NYG,DL,16,0,0,0,0,0,0,0,0,5,0,0,0,5.3,85.2
398,21239,Keisean Nixon,GB,CB,17,0,0,0,11,0,0,0,0,1,1,0,1,5.0,85.0
399,21931,Geno Stone,BAL,S,17,0,0,0,0,0,0,0,0,0,7,0,0,5.0,85.0
400,21734,Nick Westbrook-Ikhine,TEN,WR,14,0,0,0,0,0,28,370,3,0,0,0,0,6.1,85.0
401,18875,Jonathan Allen,WAS,DT,16,0,0,0,0,0,0,0,0,6,0,0,0,5.3,84.9
402,23161,Jonathan Mingo,CAR,WR,15,0,0,0,0,0,43,418,0,0,0,0,0,5.7,84.8
403,17935,Leonard Floyd,BUF,DE,17,0,0,0,0,0,0,0,0,11,0,1,0,5.0,84.7
404,19900,Harrison Phillips,MIN,DL,17,0,0,0,0,0,0,0,0,3,0,0,0,5.0,84.7
405,24003,Jack Gibbens,TEN,LB,14,0,0,0,0,0,0,0,0,1,0,0,0,6.0,84.4
406,16510,Jerick McKinnon,KC,RB,12,4,1,0,60,1,25,192,4,0,0,0,0,7.0,84.4
407,23726,Kader Kohou,MIA,CB,17,0,0,0,0,0,0,0,0,1,0,0,1,4.9,83.7
408,24113,Jack Campbell,DET,LB,17,0,0,0,0,0,0,0,0,2,0,0,0,4.9,83.4
409,21938,K'Von Wallace,TEN,S,17,0,0,0,0,0,0,0,0,0,1,0,0,4.9,83.0
410,13761,Stephon Gilmore,DAL,CB,17,0,0,0,0,0,0,0,0,0,2,1,0,4.9,83.0
411,15071,Latavius Murray,BUF,RB,16,0,0,0,300,4,17,119,0,0,0,0,0,5.2,82.9
412,20085,Dennis Gardeck,ARI,OLB,17,0,0,0,0,0,0,0,0,6,0,1,1,4.9,82.7
413,19881,Justin Jones,CHI,DT,17,0,0,0,0,0,0,0,0,5,0,0,0,4.9,82.7
414,17691,Brandon Stephens,BAL,DB,16,0,0,0,0,0,0,0,0,0,2,0,0,5.2,82.5
415,21898,Anfernee Jennings,NE,LB,15,0,0,0,0,0,0,0,0,2,0,0,1,5.5,82.5
416,22377,Bryce Huff,NYJ,LB,17,0,0,0,0,0,0,0,0,10,0,0,0,4.8,82.3
417,23367,Ja'Quan McMillian,DEN,CB,16,0,0,0,0,0,0,0,0,2,2,2,2,5.1,82.0
418,19960,DeShon Elliott,MIA,S,15,0,0,0,0,0,0,0,0,0,1,0,1,5.4,81.5
419,17949,Sheldon Rankins,HOU,DT,15,0,0,0,0,0,0,0,0,6,0,1,1,5.4,81.4
420,20219,Jonathan Owens,GB,S,17,0,0,0,0,0,0,0,0,0,0,1,1,4.8,81.0
421,24277,Yaya Diaby,TB,OLB,17,0,0,0,0,0,0,0,0,8,0,1,2,4.8,80.8
422,15127,Darius Slay Jr.,PHI,CB,12,0,0,0,0,0,0,0,0,0,2,0,0,6.7,80.5
423,22095,Mike Danna,KC,DE,16,0,0,0,0,0,0,0,0,7,0,0,0,5.0,80.4
424,23234,Jameson Williams,DET,WR,12,0,0,0,29,1,24,354,2,0,0,0,0,6.7,80.3
425,21984,Willie Gay,KC,LB,16,0,0,0,0,0,0,0,0,1,1,1,3,5.0,80.3
426,20506,Tanner Hudson,CIN,TE,12,0,0,0,0,0,39,352,1,0,0,0,0,6.7,80.2
427,13799,Ryan Tannehill,TEN,QB,10,1616,4,7,74,1,0,0,0,0,0,0,0,8.0,80.0
428,18970,Ahkello Witherspoon,LAR,DB,17,0,0,0,0,0,0,0,0,0,3,0,2,4.7,79.5
429,18956,Zach Cunningham,PHI,LB,13,0,0,0,0,0,0,0,0,0,0,0,1,6.1,79.5
430,16859,Steven Nelson,HOU,CB,17,0,0,0,0,0,0,0,0,0,4,0,0,4.7,79.5
431,22887,Elijah Molden,TEN,DB,15,0,0,0,0,0,0,0,0,0,1,1,1,5.3,79.5
432,22807,Asante Samuel Jr.,LAC,CB,17,0,0,0,0,0,0,0,0,0,2,0,0,4.7,79.5
433,20905,Donald Parham Jr.,LAC,TE,14,0,0,0,0,0,27,285,4,0,0,0,0,5.7,79.5
434,22692,Pat Surtain II,DEN,CB,17,0,0,0,0,0,0,0,0,0,1,0,0,4.6,79.0
435,23322,Martin Emerson Jr.,CLE,CB,16,0,0,0,0,0,0,0,0,0,4,0,0,4.9,79.0
436,20888,Byron Murphy Jr.,MIN,CB,14,0,0,0,0,0,0,0,0,0,3,1,0,5.6,79.0
437,21961,Darnell Mooney,CHI,WR,15,0,0,0,5,0,31,414,1,0,0,0,0,5.3,78.9
438,18042,David Onyemata,ATL,DL,14,0,0,0,0,0,0,0,0,4,0,2,0,5.6,78.8
439,24118,Tucker Kraft,GB,TE,17,0,0,0,0,0,31,355,2,0,0,0,0,4.6,78.5
440,18926,Zay Jones,JAX,WR,9,0,0,0,0,0,34,321,2,0,0,0,0,8.7,78.1
441,23417,Cam Taylor-Britt,CIN,CB,12,0,0,0,0,0,0,0,0,0,4,1,0,6.5,78.0
442,18160,Jayron Kearse,DAL,S,16,0,0,0,0,0,0,0,0,2,1,0,0,4.8,77.6
443,22904,Isaiah McDuffie,GB,LB,16,0,0,0,0,0,0,0,0,1,0,0,0,4.8,77.5
444,18927,Budda Baker,ARI,S,12,0,0,0,0,0,0,0,0,0,0,0,0,6.5,77.5
445,16366,DeMarcus Lawrence,DAL,DE,17,0,0,0,0,0,0,0,0,4,0,1,0,4.5,77.0
446,22507,Pat Freiermuth,PIT,TE,12,0,0,0,0,0,32,308,2,0,0,1,0,6.4,76.8
447,23223,Dameon Pierce,HOU,RB,14,0,0,0,416,2,13,101,0,0,0,0,0,5.5,76.7
448,16467,Kyle Van Noy,BAL,OLB,14,0,0,0,0,0,0,0,0,9,0,2,0,5.5,76.6
449,22623,Rashod Bateman,BAL,WR,16,0,0,0,18,0,32,367,1,0,0,0,0,4.8,76.5
450,23607,Christian Benford,BUF,CB,15,0,0,0,0,0,0,0,0,0,2,2,1,5.1,76.5
451,23471,Jordan Battle,CIN,S,17,0,0,0,0,0,0,0,0,2,1,0,0,4.5,76.2
452,22710,Derrick Barnes,DET,LB,16,0,0,0,0,0,0,0,0,1,0,1,0,4.8,76.2
453,18017,Javon Hargrave,SF,DL,16,0,0,0,0,0,0,0,0,7,0,0,0,4.8,76.2
454,24436,Chad Ryland,NE,K,17,0,0,0,0,0,0,0,0,0,0,0,0,4.5,76.0
455,18924,Adoree' Jackson,NYG,CB,14,0,0,0,0,0,0,0,0,0,1,1,0,5.4,76.0
456,23419,Akayleb Evans,MIN,CB,15,0,0,0,0,0,0,0,0,0,1,3,0,5.1,76.0
457,24183,Deonte Banks,NYG,CB,15,0,0,0,0,0,0,0,0,0,2,0,0,5.0,75.5
458,21050,Sean Murphy-Bunting,TEN,CB,14,0,0,0,0,0,0,0,0,0,2,2,1,5.4,75.5
459,22740,Andre Cisco,JAX,S,15,0,0,0,0,0,0,0,0,1,4,1,0,5.0,75.3
460,24150,Luke Musgrave,GB,TE,11,0,0,0,0,0,34,352,1,0,0,0,0,6.8,75.2
461,22699,Jaelan Phillips,MIA,LB,8,0,0,0,0,0,0,0,0,7,1,0,0,9.4,75.2
462,21881,A.J. Epenesa,BUF,DE,15,0,0,0,0,0,0,0,0,7,2,1,1,5.0,74.5
463,19852,Shaquille Leonard,PHI,LB,14,0,0,0,0,0,0,0,0,1,0,0,0,5.3,74.2
464,22539,Zamir White,LV,RB,17,0,0,0,451,1,15,98,0,0,0,0,0,4.3,73.9
465,24114,Jalen Carter,PHI,DT,16,0,0,0,0,0,0,0,0,6,0,2,1,4.6,73.8
466,22877,Greg Newsome II,CLE,CB,14,0,0,0,0,0,0,0,0,1,2,0,0,5.3,73.8
467,18984,Cameron Sutton,DET,CB,17,0,0,0,0,0,0,0,0,0,1,1,0,4.3,73.5
468,20753,Noah Fant,SEA,TE,17,0,0,0,0,0,32,414,0,0,0,0,0,4.3,73.4
469,23763,Brandon Johnson,DEN,WR,13,0,0,0,0,0,19,284,4,0,0,0,0,5.6,73.4
470,24609,Emari Demercado,ARI,RB,14,0,0,0,284,2,21,119,0,0,0,0,0,5.2,73.3
471,22823,Kylen Granson,IND,TE,15,0,0,0,2,0,30,368,1,0,0,0,0,4.9,73.0
472,22334,Christian Rozeboom,LAR,LB,17,0,0,0,0,0,0,0,0,0,1,0,0,4.3,73.0
473,19560,Michael Davis,LAC,CB,17,0,0,0,0,0,0,0,0,0,1,0,0,4.3,73.0
474,16809,Denzel Perryman,HOU,LB,12,0,0,0,0,0,0,0,0,1,0,0,0,6.1,73.0
475,24117,Anthony Richardson,IND,QB,4,577,3,1,136,4,0,0,0,0,0,0,0,18.2,72.7
476,19834,Vita Vea,TB,NT,15,0,0,0,0,0,0,0,0,6,0,2,0,4.8,72.7
477,16775,DeVante Parker,NE,WR,13,0,0,0,0,0,33,394,0,0,0,0,0,5.6,72.4
478,23554,Kyler Gordon,CHI,DB,13,0,0,0,0,0,0,0,0,1,2,0,0,5.6,72.3
479,23011,Jerry Jacobs,DET,CB,15,0,0,0,0,0,0,0,0,0,3,0,0,4.8,72.0
480,24177,Tre Tucker,LV,WR,16,0,0,0,77,0,19,331,2,0,0,0,0,4.5,71.8
481,19943,Durham Smythe,MIA,TE,16,0,0,0,0,0,35,366,0,0,0,0,0,4.5,71.6
482,23428,Riq Woolen,SEA,CB,16,0,0,0,0,0,0,0,0,0,2,0,2,4.5,71.5
483,19069,Rudy Ford,GB,S,13,0,0,0,0,0,0,0,0,0,2,0,1,5.5,71.5
484,21373,P.J. Locke,DEN,S,12,0,0,0,0,0,0,0,0,3,1,2,0,6.0,71.4
485,23140,Michael Mayer,LV,TE,14,0,0,0,0,0,27,304,2,0,0,0,0,5.1,71.4
486,17997,Maliek Collins,HOU,DT,16,0,0,0,0,0,0,0,0,5,0,0,0,4.4,70.9
487,21785,Noah Gray,KC,TE,17,0,0,0,1,0,28,305,2,0,0,0,0,4.2,70.6
488,23432,Zyon McCollum,TB,CB,17,0,0,0,0,0,0,0,0,0,0,2,0,4.1,70.5
489,24655,Christian Izien,TB,S,17,0,0,0,0,0,0,0,0,0,2,1,0,4.1,70.5
490,16883,Za'Darius Smith,CLE,DE,16,0,0,0,0,0,0,0,0,6,0,1,0,4.4,70.2
491,21769,Clyde Edwards-Helaire,KC,RB,15,0,0,0,223,1,17,188,1,0,0,0,0,4.7,70.1
492,19084,Xavier Woods,CAR,S,14,0,0,0,0,0,0,0,0,0,2,0,1,5.0,70.0
493,15854,Brett Maher,LAR,K,8,0,0,0,0,0,0,0,0,0,0,0,0,8.8,70.0
